Time (min),Temperature (degC),Weight (mg),Heat Flow (mW),Temperature Difference (degC),Temperature Difference (muV),Sample Purge Flow (mL/min)
17.5375,219.6588,14.46089,-12.39482,-0.1321372,-0.8906098,100.0314
17.54584,219.745,14.46075,-12.39334,-0.1317974,-0.8883949,99.9793
17.55417,219.8258,14.46061,-12.39127,-0.1314229,-0.8859451,100.0134
17.5625,219.9097,14.46044,-12.38991,-0.1311021,-0.8838574,99.99784
17.57083,219.9929,14.46025,-12.38808,-0.130742,-0.8815042,99.98329
17.57916,220.0802,14.4601,-12.38656,-0.1303954,-0.8792413,100.011
17.5875,220.1638,14.45998,-12.38471,-0.1300319,-0.8768648,100.017
17.59583,220.2496,14.45981,-12.38337,-0.1297074,-0.8747509,99.97111
17.60416,220.3302,14.45963,-12.38174,-0.1293746,-0.8725799,100.0093
17.6125,220.4133,14.4595,-12.37965,-0.128993,-0.8700799,100.0106
17.62083,220.4968,14.45939,-12.37801,-0.1286498,-0.8678384,100.0234
17.62917,220.5858,14.45925,-12.37616,-0.1282697,-0.8653472,99.97641
17.6375,220.6654,14.45908,-12.37411,-0.1279036,-0.8629509,100.0248
17.64584,220.7536,14.45894,-12.37252,-0.1275515,-0.8606484,100.0199
17.65417,220.8368,14.45879,-12.37088,-0.127211,-0.8584239,99.94436
17.6625,220.9206,14.45861,-12.36887,-0.1268358,-0.8559652,100.0162
17.67084,221.0042,14.45842,-12.36749,-0.126517,-0.8538859,99.98394
17.67917,221.0856,14.45825,-12.3658,-0.1261779,-0.8516692,100.0072
17.6875,221.1664,14.45806,-12.36358,-0.1257941,-0.8491504,100.008
17.69583,221.2558,14.45786,-12.36209,-0.125448,-0.8468856,99.98361
17.70416,221.3366,14.45766,-12.36012,-0.1250865,-0.8445169,100.0275
17.7125,221.4196,14.45748,-12.35878,-0.1247751,-0.8424858,99.96637
17.72083,221.508,14.4573,-12.35761,-0.1244605,-0.8404324,100.0322
17.72916,221.592,14.45711,-12.35605,-0.1241266,-0.8382492,99.97678
17.7375,221.6712,14.45693,-12.3543,-0.1237902,-0.836048,99.99035
17.74583,221.756,14.45674,-12.35271,-0.1234513,-0.8338293,100.0406
17.75417,221.8373,14.45655,-12.35104,-0.1231157,-0.8316328,99.92084
17.7625,221.9251,14.45639,-12.35014,-0.1228286,-0.8297629,100.0703
17.77084,222.0081,14.45625,-12.34857,-0.122498,-0.8275994,99.96647
17.77917,222.0915,14.45609,-12.34655,-0.1221263,-0.8251578,100.0016
17.7875,222.1736,14.45589,-12.34486,-0.1217884,-0.8229439,100.0128
17.79584,222.259,14.45574,-12.34324,-0.1214458,-0.8206982,99.98639
17.80417,222.3424,14.45559,-12.34124,-0.1210753,-0.8182636,99.99449
17.8125,222.4244,14.45541,-12.33881,-0.1206726,-0.8156104,100.0292
17.82083,222.5096,14.45522,-12.33693,-0.1203083,-0.8132169,99.97919
17.82916,222.5932,14.45508,-12.3352,-0.119962,-0.8109443,100.0096
17.8375,222.6758,14.45495,-12.3327,-0.1195521,-0.8082416,100.0246
17.84583,222.7639,14.45478,-12.32984,-0.119093,-0.8052063,99.97272
17.85416,222.8462,14.45459,-12.32765,-0.1187109,-0.80269,99.99152
17.8625,222.9283,14.45442,-12.32559,-0.118342,-0.8002632,100.056
17.87083,223.013,14.4543,-12.32285,-0.1179046,-0.7973718,99.93918
17.87917,223.0956,14.45414,-12.32037,-0.1174979,-0.7946888,100.0338
17.8875,223.1778,14.45395,-12.31818,-0.1171174,-0.7921822,99.97931
17.89584,223.2614,14.45381,-12.3161,-0.1167421,-0.78971,100.007
17.90417,223.3458,14.4537,-12.31298,-0.1162734,-0.786606,100.0104
17.9125,223.4311,14.45356,-12.31048,-0.1158571,-0.7838556,99.98369
17.92084,223.5161,14.4534,-12.30847,-0.1154848,-0.7814028,100.0186
17.92917,223.5954,14.45323,-12.30611,-0.1150996,-0.7788619,100.0185
17.9375,223.6805,14.45308,-12.30381,-0.1147018,-0.7762344,99.95841
17.94583,223.7675,14.4529,-12.3022,-0.1143592,-0.7739819,100.0051
17.95416,223.85,14.4527,-12.30044,-0.1140187,-0.771742,99.96313
17.9625,223.937,14.45251,-12.29806,-0.1136092,-0.769035,100.0576
17.97083,224.0116,14.45235,-12.29538,-0.1132108,-0.7664031,99.9941
17.97916,224.0992,14.4522,-12.29344,-0.1128384,-0.7639457,100.0343
17.9875,224.182,14.45205,-12.29197,-0.112523,-0.7618745,100.0048
17.99583,224.2673,14.45188,-12.2896,-0.1121203,-0.7592119,99.93497
18.00417,224.354,14.45169,-12.28783,-0.111766,-0.7568762,100.0376
18.0125,224.4358,14.45149,-12.28596,-0.1114191,-0.7545906,99.97309
18.02084,224.519,14.45132,-12.2841,-0.1110683,-0.7522784,99.99408
18.02917,224.6047,14.45118,-12.28187,-0.1106781,-0.7496988,100.0203
18.0375,224.6893,14.45103,-12.27987,-0.1103116,-0.747279,99.98534
18.04584,224.773,14.45087,-12.27775,-0.1099374,-0.744807,100.0314
18.05417,224.8541,14.45072,-12.27554,-0.1095635,-0.7423359,99.9805
18.0625,224.9416,14.45054,-12.27324,-0.1091629,-0.739684,100.0057
18.07083,225.0241,14.45034,-12.27145,-0.1088221,-0.7374376,100.0078
18.07916,225.108,14.45016,-12.26989,-0.1084971,-0.7352972,99.99384
18.0875,225.1854,14.45004,-12.26772,-0.1081387,-0.73293,99.98959
18.09583,225.2743,14.44994,-12.26544,-0.107735,-0.7302545,100.0035
18.10416,225.3544,14.44977,-12.26327,-0.1073692,-0.7278364,99.99241
18.1125,225.4405,14.44958,-12.261,-0.1069761,-0.7252324,99.96782
18.12083,225.5233,14.44939,-12.25862,-0.1065832,-0.7226294,100.0488
18.12917,225.6064,14.44919,-12.25662,-0.1062232,-0.7202485,99.99134
18.1375,225.6911,14.44896,-12.25465,-0.1058614,-0.717856,99.98187
18.14584,225.778,14.44876,-12.253,-0.1055214,-0.71561,100.0097
18.15417,225.8589,14.44859,-12.25045,-0.1051201,-0.7129482,100.0054
18.1625,225.9444,14.44844,-12.2478,-0.1046973,-0.71014,100.0117
18.17084,226.027,14.44828,-12.24493,-0.1042635,-0.7072574,99.98638
18.17917,226.11,14.44807,-12.24269,-0.1038846,-0.7047463,100.0149
18.1875,226.1932,14.44787,-12.24014,-0.1034777,-0.702045,99.96092
18.19583,226.2792,14.44772,-12.23788,-0.1030881,-0.6994605,100.0307
18.20416,226.3619,14.44758,-12.23523,-0.1026753,-0.6967178,100.0291
18.2125,226.4469,14.44744,-12.23294,-0.1022869,-0.6941406,99.97658
18.22083,226.528,14.44728,-12.23014,-0.1018648,-0.6913345,99.97625
18.22916,226.6126,14.44712,-12.22743,-0.1014414,-0.6885184,100.0184
18.2375,226.6957,14.44696,-12.2242,-0.1009765,-0.6854201,99.98911
18.24583,226.7813,14.44676,-12.22136,-0.1005386,-0.6825051,100.0125
18.25417,226.8665,14.44654,-12.21904,-0.1001486,-0.6799148,99.97486
18.2625,226.9477,14.44638,-12.21665,-0.0997633,-0.6773559,100.0324
18.27084,227.0346,14.44622,-12.21503,-0.0994295,-0.6751462,99.99588
18.27917,227.117,14.44602,-12.21289,-0.09906329,-0.6727163,99.98969
18.2875,227.2007,14.44585,-12.21098,-0.09871353,-0.6703974,99.99716
18.29584,227.2832,14.44568,-12.20837,-0.09830722,-0.667694,99.9718
18.30417,227.3683,14.44556,-12.20583,-0.09789869,-0.664975,100.0387
18.3125,227.45,14.44542,-12.20374,-0.09753968,-0.6625919,100.0064
18.32083,227.5384,14.44525,-12.20223,-0.09721222,-0.6604232,99.95938
18.32916,227.6215,14.44506,-12.20093,-0.09691819,-0.6584808,100.0396
18.3375,227.6986,14.44488,-12.19862,-0.09655356,-0.6560581,99.98715
18.34583,227.788,14.44473,-12.19671,-0.0961892,-0.6536371,100.0149
18.35416,227.8705,14.44456,-12.19404,-0.09577881,-0.6509032,99.97744
18.3625,227.9512,14.44441,-12.1915,-0.09538388,-0.6482734,100.0146
18.37083,228.0353,14.44424,-12.18917,-0.09499832,-0.6457068,99.99663
18.37917,228.1165,14.44406,-12.18721,-0.09465275,-0.6434116,100.0076
18.3875,228.2,14.44388,-12.18576,-0.09434556,-0.6413769,99.98874
18.39584,228.2902,14.44368,-12.18382,-0.0939778,-0.63893,100.0278
18.40417,228.3739,14.4435,-12.18162,-0.09360534,-0.636451,99.95875
18.4125,228.4568,14.44335,-12.17893,-0.09319344,-0.6337032,100.0127
18.42084,228.5389,14.44315,-12.17618,-0.09277791,-0.6309304,99.98504
18.42917,228.6212,14.44296,-12.17354,-0.09237174,-0.6282206,100.0034
18.4375,228.708,14.44279,-12.17124,-0.0919829,-0.6256285,100.0116
18.44583,228.7927,14.4426,-12.16921,-0.09162388,-0.6232388,99.99274
18.45416,228.877,14.44239,-12.16688,-0.09124075,-0.6206849,100.0215
18.4625,228.9597,14.44217,-12.1638,-0.09079639,-0.6177139,99.97644
18.47083,229.04,14.44194,-12.16047,-0.09033736,-0.6146426,99.98907
18.47916,229.1273,14.44173,-12.15756,-0.08989598,-0.6116906,99.98305
18.4875,229.2073,14.44155,-12.15477,-0.08948382,-0.608937,100.0377
18.49583,229.2935,14.44138,-12.15243,-0.089095,-0.6063415,99.97306
18.50417,229.3773,14.44123,-12.15032,-0.08873296,-0.6039282,100.0425
18.5125,229.4603,14.44108,-12.14788,-0.08834481,-0.601337,99.98469
18.52084,229.5416,14.44093,-12.14525,-0.08794434,-0.5986609,99.965
18.52917,229.627,14.44076,-12.14253,-0.08752478,-0.5958544,100.0155
18.5375,229.7129,14.44058,-12.13973,-0.0870984,-0.5930012,100.012
18.54584,229.7967,14.44041,-12.13804,-0.0867727,-0.590833,100.0272
18.55417,229.8781,14.44029,-12.13602,-0.08642616,-0.5885227,99.98165
18.5625,229.9653,14.44018,-12.13396,-0.08606063,-0.5860822,99.98799
18.57083,230.0436,14.44002,-12.13154,-0.08568694,-0.5835862,99.99331
18.57916,230.1317,14.43984,-12.12943,-0.08531514,-0.5811024,100.0125
18.5875,230.2105,14.43968,-12.12681,-0.08492384,-0.5784855,100.0426
18.59583,230.2956,14.4395,-12.12431,-0.08452668,-0.575828,99.92212
18.60416,230.3796,14.43934,-12.12189,-0.0841384,-0.5732307,100.0423
18.6125,230.4656,14.43917,-12.11951,-0.08374969,-0.57063,100.0116
18.62083,230.5496,14.43901,-12.11736,-0.08338614,-0.5682003,99.96337
18.62917,230.6322,14.43886,-12.11438,-0.08295439,-0.5653052,100.0142
18.6375,230.7144,14.4387,-12.1114,-0.0825247,-0.562424,99.99784
18.64584,230.7956,14.43852,-12.10857,-0.08210999,-0.559644,100.0114
18.65417,230.8784,14.43835,-12.10617,-0.08172822,-0.5570882,99.985
18.6625,230.964,14.43818,-12.10377,-0.08134001,-0.5544882,100.0046
18.67084,231.0511,14.438,-12.10105,-0.0809204,-0.5516738,100.0103
18.67917,231.1312,14.43781,-12.09828,-0.08051452,-0.5489522,99.9991
18.6875,231.2176,14.43762,-12.09569,-0.08010784,-0.5462251,99.98342
18.69583,231.3014,14.43742,-12.09365,-0.07975578,-0.54387,100.0417
18.70416,231.3848,14.43726,-12.09085,-0.07934,-0.5410797,99.98601
18.7125,231.4672,14.43711,-12.08808,-0.0789289,-0.5383209,100.0123
18.72083,231.5517,14.43694,-12.08569,-0.07854546,-0.5357502,99.96844
18.72916,231.6357,14.43674,-12.08332,-0.07816505,-0.5331998,100.0181
18.7375,231.7188,14.43659,-12.08033,-0.07773455,-0.5303076,99.98522
18.74583,231.8024,14.43646,-12.07784,-0.07734506,-0.5276948,99.97016
18.75417,231.8864,14.43631,-12.07535,-0.07695556,-0.5250808,100.0501
18.7625,231.9708,14.43611,-12.073,-0.07657693,-0.522541,99.9786
18.77084,232.0571,14.4359,-12.07052,-0.07618236,-0.5198918,100.0288
18.77917,232.1398,14.43574,-12.06754,-0.07575397,-0.5170117,99.98429
18.7875,232.2194,14.43558,-12.06448,-0.07532693,-0.5141399,99.9778
18.79584,232.3071,14.43539,-12.06222,-0.07494799,-0.5115958,100.0184
18.80417,232.3866,14.43521,-12.05942,-0.07454364,-0.5088782,99.9993
18.8125,232.4715,14.43506,-12.05705,-0.07416282,-0.5063205,100.0319
18.82083,232.5558,14.43488,-12.0543,-0.0737514,-0.5035534,99.97922
18.82916,232.6406,14.43465,-12.05098,-0.07329022,-0.5004464,99.96608
18.8375,232.7228,14.43447,-12.0481,-0.07287293,-0.4976383,99.99891
18.84583,232.8068,14.43435,-12.04525,-0.07245488,-0.4948248,100.0076
18.85416,232.8898,14.43424,-12.04232,-0.07203137,-0.4919731,100.0015
18.8625,232.9702,14.43406,-12.03927,-0.07160511,-0.4891022,100.0217
18.87083,233.0575,14.43386,-12.03704,-0.0712312,-0.4865886,100.0083
18.87917,233.1406,14.43372,-12.03478,-0.07086616,-0.4841352,99.9543
18.8875,233.2241,14.43356,-12.03255,-0.07050228,-0.4816892,100.0165
18.89584,233.3066,14.43336,-12.02938,-0.07006096,-0.4787138,100.0197
18.90417,233.3908,14.43312,-12.02694,-0.0696774,-0.4761326,99.98915
18.9125,233.4749,14.4329,-12.0252,-0.06935528,-0.4739708,100.0226
18.92084,233.5562,14.4327,-12.02315,-0.0690124,-0.4716667,99.95724
18.92917,233.6424,14.43249,-12.02148,-0.0686911,-0.4695097,100.0434
18.9375,233.7303,14.43231,-12.0197,-0.06835616,-0.4672592,99.98853
18.94583,233.81,14.43215,-12.01813,-0.06805878,-0.4652653,99.97789
18.95416,233.8925,14.43199,-12.01642,-0.0677425,-0.4631416,100.0414
18.9625,233.978,14.43182,-12.014,-0.06735922,-0.4605594,99.98598
18.97083,234.0572,14.43164,-12.01134,-0.06697061,-0.4579402,99.97661
18.97916,234.142,14.43145,-12.00984,-0.06666775,-0.4559068,100.012
18.9875,234.229,14.43127,-12.0085,-0.06637391,-0.4539352,99.97994
18.99583,234.3108,14.43115,-12.00551,-0.06595082,-0.4510789,100.0083
19.00417,234.3927,14.431,-12.0027,-0.06554394,-0.448333,100.0117
19.0125,234.4775,14.43083,-12.00025,-0.06516092,-0.44575,99.99914
19.02084,234.5604,14.43066,-11.99754,-0.0647604,-0.4430466,99.99364
19.02917,234.6466,14.43049,-11.99389,-0.06427158,-0.4397389,100.0407
19.0375,234.731,14.43032,-11.99095,-0.06384863,-0.4368813,99.94759
19.04584,234.8096,14.43012,-11.98814,-0.06345008,-0.4341902,100.0291
19.05417,234.8948,14.42991,-11.98623,-0.06311234,-0.431915,99.96265
19.0625,234.9801,14.42976,-11.98435,-0.0627772,-0.4296572,100.0026
19.07083,235.0608,14.42962,-11.98135,-0.06235836,-0.4268261,100.009
19.07916,235.1442,14.42941,-11.97905,-0.0619919,-0.4243527,100.0079
19.0875,235.2324,14.42919,-11.97706,-0.06164172,-0.4219906,100.0028
19.09583,235.3134,14.42899,-11.9738,-0.06120059,-0.4190054,99.99881
19.10416,235.3946,14.4288,-11.97094,-0.06079232,-0.4162446,99.97313
19.1125,235.4806,14.42862,-11.96836,-0.06039764,-0.4135759,100.0055
19.12083,235.5645,14.42845,-11.96581,-0.06001005,-0.4109558,100.0014
19.12917,235.6482,14.4283,-11.96344,-0.05963858,-0.4084458,100.0038
19.1375,235.7322,14.42813,-11.96051,-0.05921856,-0.4056028,100.0129
19.14584,235.813,14.42793,-11.95701,-0.05875806,-0.4024822,99.98632
19.15417,235.9006,14.42771,-11.95403,-0.05832644,-0.3995588,100.0046
19.1625,235.9808,14.42751,-11.9511,-0.05791612,-0.396781,100.0116
19.17084,236.0659,14.42734,-11.94852,-0.05752408,-0.3941278,99.99522
19.17917,236.1518,14.42717,-11.94583,-0.05712212,-0.3914061,100.0177
19.1875,236.2323,14.42698,-11.94292,-0.05671276,-0.3886331,100.0082
19.19583,236.32,14.42677,-11.94105,-0.056376,-0.3863574,100.0003
19.20416,236.4076,14.42656,-11.93832,-0.05596664,-0.3835839,99.99366
19.2125,236.4858,14.42636,-11.93533,-0.05555674,-0.3808063,99.97421
19.22083,236.5713,14.42615,-11.93283,-0.055172,-0.3782006,100.0209
19.22916,236.6538,14.42595,-11.92999,-0.05476539,-0.3754446,99.9854
19.2375,236.7361,14.42581,-11.92713,-0.05435696,-0.3726754,100.0136
19.24583,236.8203,14.4257,-11.92436,-0.05395315,-0.3699374,99.99657
19.25417,236.9006,14.42554,-11.92186,-0.0535807,-0.3674143,99.99347
19.2625,236.9874,14.42534,-11.91995,-0.05324271,-0.3651268,100.0011
19.27084,237.0708,14.42516,-11.91799,-0.05290947,-0.3628714,99.98599
19.27917,237.1539,14.42502,-11.91548,-0.05252988,-0.3602979,100.0175
19.2875,237.2378,14.42488,-11.91316,-0.05216455,-0.3578214,99.98784
19.29584,237.323,14.42469,-11.9109,-0.05180236,-0.355366,100.0303
19.30417,237.4061,14.42451,-11.90829,-0.05141448,-0.3527339,99.96516
19.3125,237.4895,14.42436,-11.90595,-0.05104966,-0.350259,100.0194
19.32083,237.5733,14.42421,-11.90407,-0.05072288,-0.3480448,100.0032
19.32916,237.6578,14.42402,-11.90284,-0.05044888,-0.3461922,99.98985
19.3375,237.7409,14.42385,-11.90097,-0.0501244,-0.343993,100.015
19.34583,237.8258,14.42372,-11.89884,-0.04977463,-0.3416194,99.9647
19.35416,237.9073,14.42355,-11.8962,-0.04938934,-0.3390011,100.0053
19.3625,237.9892,14.42332,-11.89376,-0.04901996,-0.3364914,100.0257
19.37083,238.0778,14.42314,-11.89172,-0.04866996,-0.3341143,99.97401
19.37917,238.1579,14.42295,-11.88914,-0.04829314,-0.3315527,100.0183
19.3875,238.243,14.42274,-11.88663,-0.04791094,-0.3289536,99.99162
19.39584,238.3256,14.42252,-11.88394,-0.04751978,-0.3262927,100.0253
19.40417,238.4085,14.42232,-11.88094,-0.04710152,-0.3234451,99.99957
19.4125,238.4974,14.42214,-11.87811,-0.04668594,-0.320616,99.97703
19.42084,238.5789,14.42194,-11.87491,-0.0462543,-0.3176761,99.99804
19.42917,238.6632,14.42176,-11.87196,-0.04583848,-0.3148444,99.99869
19.4375,238.7462,14.4216,-11.86956,-0.04547107,-0.3123445,100.0115
19.44583,238.8274,14.42142,-11.86673,-0.04507185,-0.3096258,99.98243
19.45416,238.9144,14.4212,-11.86377,-0.04464993,-0.3067508,100.0005
19.4625,238.9972,14.421,-11.86098,-0.0442508,-0.304032,100.0205
19.47083,239.0801,14.42086,-11.85863,-0.04388858,-0.3015662,99.9585
19.47916,239.1619,14.42068,-11.85702,-0.04359076,-0.2995428,100.0256
19.4875,239.2484,14.42047,-11.85559,-0.04329789,-0.297553,100.0084
19.49583,239.3325,14.42028,-11.85335,-0.04294264,-0.2951342,99.99772
19.50417,239.4146,14.42011,-11.85122,-0.04260144,-0.2928116,99.99866
19.5125,239.5014,14.4199,-11.84963,-0.04229502,-0.2907276,99.98468
19.52084,239.5814,14.41967,-11.84828,-0.04202335,-0.2888824,100.0212
19.52917,239.6658,14.41949,-11.84723,-0.04176714,-0.287143,100.007
19.5375,239.7525,14.41934,-11.84605,-0.04149533,-0.285296,99.95937
19.54584,239.8338,14.41919,-11.8449,-0.04123778,-0.2835466,100.0141
19.55417,239.9155,14.41901,-11.84362,-0.04096882,-0.2817186,100.0107
19.5625,239.9964,14.41885,-11.84185,-0.0406602,-0.2796178,100.0182
19.57083,240.0833,14.41872,-11.84016,-0.04034576,-0.2774763,99.96991
19.57916,240.1672,14.41855,-11.83887,-0.04007172,-0.2756125,99.99018
19.5875,240.2522,14.41833,-11.83753,-0.03979082,-0.2737013,100.0406
19.59583,240.3351,14.41812,-11.83606,-0.03950366,-0.2717467,99.96168
19.60416,240.4198,14.41796,-11.83385,-0.03915054,-0.269338,100.0167
19.6125,240.5022,14.41779,-11.83157,-0.03879696,-0.2669258,100.0121
19.62083,240.5862,14.41757,-11.82943,-0.03845172,-0.2645704,99.99402
19.62917,240.6687,14.41736,-11.82701,-0.0380861,-0.2620745,99.9858
19.6375,240.7523,14.4172,-11.8251,-0.03776168,-0.259862,100.0341
19.64584,240.837,14.41701,-11.82298,-0.03741699,-0.2575095,99.98962
19.65417,240.9205,14.41678,-11.82132,-0.03711279,-0.2554354,100.0048
19.6625,241.0035,14.4165,-11.81907,-0.0367613,-0.2530356,99.99882
19.67084,241.087,14.41624,-11.81688,-0.03641306,-0.2506576,99.97824
19.67917,241.1717,14.416,-11.81489,-0.0360802,-0.2483852,100.0083
19.6875,241.254,14.41578,-11.81318,-0.03577442,-0.2462989,100.0271
19.69583,241.338,14.41556,-11.81121,-0.03544491,-0.2440487,99.98301
19.70416,241.4222,14.41532,-11.80982,-0.0351623,-0.2421211,100.0123
19.7125,241.506,14.41511,-11.80797,-0.03484294,-0.2399402,100.0082
19.72083,241.5895,14.4149,-11.80559,-0.03447965,-0.2374565,99.95047
19.72916,241.6764,14.4147,-11.80392,-0.03416898,-0.2353348,100.0266
19.7375,241.7579,14.41449,-11.80116,-0.03377858,-0.2326636,100.0494
19.74583,241.8431,14.41434,-11.79853,-0.03339198,-0.2300181,99.95418
19.75417,241.9252,14.41424,-11.79598,-0.03301834,-0.2274616,100.0126
19.7625,242.0082,14.41412,-11.79331,-0.03263307,-0.2248246,99.97484
19.77084,242.0915,14.41395,-11.79067,-0.03224954,-0.2221992,100.003
19.77917,242.1756,14.41379,-11.78892,-0.03193762,-0.2200668,100.0179
19.7875,242.2584,14.41367,-11.78677,-0.03159636,-0.217732,99.9814
19.79584,242.3448,14.41354,-11.78509,-0.03128692,-0.2156162,100.0212
19.80417,242.4282,14.41336,-11.78301,-0.03095008,-0.213311,99.98281
19.8125,242.5101,14.41313,-11.78106,-0.03062648,-0.2110969,100.0173
19.82083,242.5956,14.41292,-11.77968,-0.03034422,-0.2091673,99.94689
19.82916,242.6793,14.41276,-11.77888,-0.03011312,-0.2075899,100.0187
19.8375,242.7613,14.4126,-11.77771,-0.02985496,-0.205826,100.0236
19.84583,242.8462,14.41242,-11.77661,-0.0295967,-0.2040609,100.0136
19.85416,242.9302,14.41226,-11.77546,-0.02933562,-0.202276,99.98512
19.8625,243.0062,14.4121,-11.77374,-0.02904341,-0.2002765,100.0263
19.87083,243.091,14.41191,-11.77229,-0.02875705,-0.1983167,99.95609
19.87917,243.1773,14.4117,-11.7706,-0.02844795,-0.1961997,99.9961
19.8875,243.2655,14.41152,-11.76973,-0.02820205,-0.1945184,99.99734
19.89584,243.3444,14.41137,-11.76802,-0.02790556,-0.192488,99.99859
19.90417,243.4294,14.41123,-11.7666,-0.02762129,-0.1905415,99.99612
19.9125,243.5132,14.41104,-11.76486,-0.02731284,-0.188428,100.0318
19.92084,243.6003,14.41081,-11.7627,-0.02696354,-0.1860322,99.97032
19.92917,243.6817,14.41059,-11.76038,-0.02661174,-0.1836189,100.0093
19.9375,243.7653,14.41039,-11.75836,-0.0262799,-0.1813428,100.0489
19.94583,243.8498,14.41019,-11.75651,-0.02596167,-0.1791606,99.95809
19.95416,243.93,14.40996,-11.75469,-0.02565359,-0.177048,100.0051
19.9625,244.016,14.40975,-11.75305,-0.02535001,-0.1749661,99.98105
19.97083,244.0982,14.40957,-11.75087,-0.02500875,-0.1726238,100.0403
19.97916,244.1829,14.4094,-11.74881,-0.02467239,-0.170315,100.0026
19.9875,244.2661,14.4092,-11.7474,-0.02439305,-0.1683995,99.9771
19.99583,244.3512,14.40902,-11.74572,-0.02408719,-0.1663008,100.0146
20.00417,244.43,14.40886,-11.74457,-0.0238379,-0.1645921,99.96212
20.0125,244.5163,14.4087,-11.74364,-0.02359266,-0.162911,100.0205
20.02084,244.6006,14.40846,-11.74259,-0.02334104,-0.1611857,100.0236
20.02917,244.6842,14.4082,-11.74152,-0.02308843,-0.1594534,99.99051
20.0375,244.7686,14.40799,-11.7405,-0.02283969,-0.1577475,99.98566
20.04584,244.8472,14.4078,-11.73976,-0.02262406,-0.15627,99.98032
20.05417,244.9372,14.40757,-11.73885,-0.02237347,-0.1545507,100.0377
20.0625,245.0186,14.40734,-11.73766,-0.02211603,-0.1527838,99.96797
20.07083,245.1031,14.40713,-11.73593,-0.02180803,-0.1506674,100.0003
20.07916,245.1836,14.40694,-11.73385,-0.02147951,-0.1484088,100.0063
20.0875,245.2701,14.40673,-11.73244,-0.0211946,-0.1464513,99.99891
20.09583,245.3474,14.40652,-11.73093,-0.02091824,-0.1445525,99.99864
20.10416,245.4369,14.40632,-11.72961,-0.02063511,-0.1426068,100.0383
20.1125,245.5184,14.40615,-11.72755,-0.02030623,-0.1403445,99.98335
20.12083,245.6011,14.40598,-11.72541,-0.01996825,-0.1380189,99.96884
20.12917,245.6877,14.40581,-11.72372,-0.01966046,-0.135902,100.0093
20.1375,245.7691,14.40564,-11.7228,-0.01942584,-0.1342905,100.0258
20.14584,245.8541,14.40546,-11.72173,-0.01917154,-0.1325426,99.99319
20.15417,245.939,14.40524,-11.72067,-0.01891913,-0.1308074,99.99214
20.1625,246.0201,14.405,-11.71996,-0.01870186,-0.1293149,99.97418
20.17084,246.101,14.40478,-11.71874,-0.01844358,-0.1275385,100.0375
20.17917,246.1858,14.40456,-11.71732,-0.01816111,-0.1255947,99.98466
20.1875,246.2688,14.40439,-11.71588,-0.01788068,-0.1236647,99.98805
20.19583,246.3513,14.4042,-11.71495,-0.01764331,-0.122032,100.0022
20.20416,246.4389,14.40398,-11.71386,-0.0173837,-0.1202454,100.0039
20.2125,246.5227,14.40376,-11.71246,-0.01710503,-0.1183266,100.055
20.22083,246.6058,14.40356,-11.71054,-0.01678531,-0.1161238,99.97743
20.22916,246.6922,14.40338,-11.70896,-0.01648778,-0.114074,99.98007
20.2375,246.773,14.4032,-11.70735,-0.01619747,-0.1120739,99.98022
20.24583,246.8558,14.403,-11.70563,-0.01589469,-0.1099871,100.0249
20.25417,246.9398,14.4028,-11.70411,-0.01560687,-0.1080037,99.93824
20.2625,247.022,14.40263,-11.70292,-0.01534834,-0.1062227,100.0466
20.27084,247.1048,14.40243,-11.70169,-0.01508614,-0.1044159,100.0385
20.27917,247.189,14.40225,-11.70041,-0.01481696,-0.1025606,99.95261
20.2875,247.275,14.40208,-11.69981,-0.01460111,-0.1010743,100.0228
20.29584,247.36,14.40191,-11.69936,-0.01439866,-0.09968048,100.0122
20.30417,247.441,14.40168,-11.69875,-0.01419026,-0.09824528,99.98884
20.3125,247.5228,14.40139,-11.69802,-0.01397086,-0.09673347,100.015
20.32083,247.6093,14.40112,-11.6976,-0.01376769,-0.09533394,99.96728
20.32916,247.6884,14.4009,-11.6966,-0.01353156,-0.09370574,100.0079
20.3375,247.7773,14.40068,-11.69564,-0.01328017,-0.09197168,99.99386
20.34583,247.8553,14.40044,-11.69489,-0.01306617,-0.09049644,100.0088
20.35416,247.9413,14.40022,-11.69406,-0.01283086,-0.08887328,100.0246
20.3625,248.0213,14.4,-11.69325,-0.01260797,-0.08733591,99.98664
20.37083,248.1087,14.39977,-11.69218,-0.01235083,-0.08556109,99.93449
20.37917,248.1903,14.39957,-11.69138,-0.01212637,-0.08401259,100.0388
20.3875,248.2732,14.39941,-11.69089,-0.01192494,-0.08262345,100.0217
20.39584,248.3611,14.39931,-11.69033,-0.01170916,-0.0811345,100.0008
20.40417,248.4454,14.39919,-11.6894,-0.01146886,-0.0794755,100.0128
20.4125,248.5238,14.39905,-11.68918,-0.0112968,-0.078289,99.99657
20.42084,248.6094,14.39888,-11.68891,-0.01110878,-0.07699165,99.98585
20.42917,248.6906,14.39869,-11.68835,-0.01090367,-0.07557584,100.0073
20.4375,248.777,14.39851,-11.68776,-0.01068812,-0.07408725,99.98874
20.44583,248.8613,14.39835,-11.687,-0.01046173,-0.07252326,100.0022
20.45416,248.9428,14.39816,-11.68653,-0.01026452,-0.07116147,100.0001
20.4625,249.0285,14.39792,-11.68526,-9.99E-03,-0.06929038,100.0063
