Time (min),Temperature (degC),Weight (mg),Heat Flow (mW),Temperature Difference (degC),Temperature Difference (muV),Sample Purge Flow (mL/min)
0.2208333,50.17507,14.68866,-7.985554,-0.1181222,-0.5711755,99.97062
0.2291667,50.1701,14.68865,-7.983371,-0.1178647,-0.56991,99.96851
0.2375,50.15786,14.68859,-7.98065,-0.1175334,-0.5682887,100.0144
0.2458334,50.15378,14.68858,-7.978188,-0.1172356,-0.5668306,100.0694
0.2541666,50.14396,14.68858,-7.975678,-0.1169301,-0.5653357,99.93058
0.2625,50.14282,14.6885,-7.973139,-0.1166175,-0.5638082,99.98384
0.2708334,50.13457,14.68842,-7.970526,-0.1162942,-0.5622297,100.0123
0.2791667,50.12966,14.68842,-7.967747,-0.1159479,-0.5605407,100.0387
0.2875,50.11667,14.68845,-7.965108,-0.1156204,-0.558942,99.99609
0.2958333,50.11546,14.68845,-7.962481,-0.1152931,-0.5573459,99.98974
0.3041667,50.1136,14.68841,-7.9596,-0.1149286,-0.555571,100.0087
0.3125,50.10611,14.68842,-7.956606,-0.1145477,-0.553718,99.98364
0.3208333,50.10261,14.68848,-7.954444,-0.1142776,-0.5524011,99.99563
0.3291667,50.09704,14.68848,-7.951929,-0.1139593,-0.550852,99.97181
0.3375,50.09761,14.68848,-7.949296,-0.1136231,-0.549217,100.0094
0.3458333,50.09743,14.68853,-7.946378,-0.1132471,-0.5473908,100.0118
0.3541666,50.09229,14.68859,-7.943225,-0.1128385,-0.5454076,99.98253
0.3625,50.09227,14.6886,-7.940426,-0.1124758,-0.543647,100.0467
0.3708334,50.09208,14.68857,-7.937656,-0.1121142,-0.5418934,99.98106
0.3791666,50.09428,14.6885,-7.93519,-0.1117909,-0.5403264,99.99562
0.3875,50.0955,14.68849,-7.93246,-0.1114301,-0.5385791,99.99351
0.3958334,50.09707,14.68851,-7.929844,-0.1110833,-0.5369004,100.0164
0.4041666,50.09887,14.6885,-7.927026,-0.1107062,-0.5350771,99.99289
0.4125,50.09953,14.68847,-7.924226,-0.1103306,-0.533261,99.99464
0.4208333,50.10176,14.68845,-7.920919,-0.1098849,-0.5311078,100.0177
0.4291667,50.10609,14.68845,-7.918259,-0.1095248,-0.5293682,99.99796
0.4375,50.10782,14.68848,-7.916235,-0.1092484,-0.5280352,100.0178
0.4458333,50.11866,14.6885,-7.913812,-0.1089153,-0.5264287,99.9712
0.4541667,50.1155,14.68853,-7.910944,-0.1085214,-0.5245293,100.0081
0.4625,50.12394,14.6886,-7.908394,-0.108169,-0.5228312,99.98111
0.4708334,50.13334,14.68865,-7.906445,-0.1078951,-0.5215137,100.0263
0.4791666,50.14316,14.68868,-7.904355,-0.1075993,-0.5200914,100.0009
0.4875,50.15076,14.68869,-7.902305,-0.1073073,-0.5186887,99.97962
0.4958334,50.1554,14.68872,-7.900282,-0.1070168,-0.517294,99.99172
0.5041666,50.17179,14.68876,-7.898906,-0.1068089,-0.5163008,100.0138
0.5125,50.17893,14.68877,-7.897439,-0.1065874,-0.5152428,100.0081
0.5208332,50.19094,14.68875,-7.895775,-0.106336,-0.5140421,99.98749
0.5291666,50.20232,14.68872,-7.894394,-0.1061218,-0.5130212,100.029
0.5375,50.2147,14.68872,-7.893695,-0.1059961,-0.5124297,99.96255
0.5458334,50.22616,14.68874,-7.892579,-0.1058112,-0.5115538,100.0294
0.5541668,50.23697,14.68874,-7.89128,-0.105601,-0.510556,100.0098
0.5625,50.25406,14.6887,-7.89036,-0.1054411,-0.5098015,99.97228
0.5708332,50.26932,14.68867,-7.889762,-0.1053202,-0.5092375,99.97238
0.5791666,50.28784,14.68865,-7.889014,-0.1051755,-0.5085602,100.0195
0.5875,50.30652,14.68864,-7.888272,-0.1050296,-0.5078788,100.0134
0.5958334,50.3154,14.68862,-7.888,-0.1049464,-0.5075,100.0043
0.6041668,50.34145,14.68861,-7.887401,-0.1048162,-0.5068956,99.99381
0.6125,50.36106,14.68863,-7.887086,-0.1047206,-0.5064602,99.98829
0.6208334,50.37756,14.68866,-7.88663,-0.1046033,-0.5059216,100.02
0.6291666,50.39838,14.68866,-7.886443,-0.1045197,-0.5055469,99.97762
0.6375,50.41978,14.68866,-7.886411,-0.1044545,-0.5052624,100.0018
0.6458332,50.44259,14.6887,-7.886716,-0.104431,-0.5051816,100.0027
0.6541666,50.4606,14.68877,-7.886389,-0.1043219,-0.5046867,100.0231
0.6625,50.48578,14.6888,-7.886218,-0.1042313,-0.5042828,99.98155
0.6708334,50.50675,14.68877,-7.886595,-0.1042136,-0.5042316,100.0505
0.6791668,50.53666,14.68879,-7.887016,-0.1041967,-0.504187,99.93742
0.6875,50.56257,14.68887,-7.887954,-0.1042461,-0.5044652,100.0323
0.6958332,50.58767,14.6889,-7.889075,-0.1043196,-0.5048598,99.96655
0.7041666,50.61648,14.68889,-7.890278,-0.1044002,-0.505291,100.004
0.7125,50.64112,14.6889,-7.891571,-0.1044916,-0.505775,99.98481
0.7208334,50.67453,14.68892,-7.893055,-0.1046038,-0.5063627,100.0468
0.7291668,50.7077,14.68893,-7.894134,-0.1046586,-0.5066734,99.98739
0.7375,50.73419,14.68892,-7.895929,-0.1048064,-0.5074364,99.98939
0.7458334,50.76109,14.68894,-7.898535,-0.1050614,-0.5087196,99.99968
0.7541666,50.79774,14.689,-7.90149,-0.1053599,-0.5102153,100.023
0.7625,50.83037,14.68904,-7.90414,-0.105614,-0.5114981,99.97008
0.7708332,50.86212,14.68902,-7.906666,-0.105851,-0.5126981,99.98501
0.7791666,50.89532,14.68904,-7.909549,-0.1061318,-0.5141129,100.0085
0.7875,50.93076,14.68906,-7.913141,-0.1065064,-0.5159832,100.0053
0.7958334,50.9718,14.68905,-7.916984,-0.1069092,-0.517993,100.0027
0.8041668,51.00497,14.68904,-7.920449,-0.1072599,-0.5197514,100.0026
0.8125,51.04694,14.68898,-7.924994,-0.1077534,-0.5222034,100.0026
0.8208332,51.08256,14.68892,-7.929472,-0.1082344,-0.5245968,99.9847
0.8291666,51.12796,14.68892,-7.933974,-0.1087138,-0.5269861,100.0072
0.8375,51.16623,14.68891,-7.937797,-0.1090986,-0.5289187,100.0335
0.8458334,51.20377,14.68888,-7.942078,-0.1095443,-0.5311475,99.96528
0.8541668,51.24106,14.68887,-7.946884,-0.1100571,-0.5337037,100.0041
0.8625,51.2857,14.68887,-7.951536,-0.1105472,-0.5361514,100.0244
0.8708332,51.33352,14.68887,-7.956072,-0.1110164,-0.5385014,99.99559
0.8791668,51.37497,14.68889,-7.961001,-0.1115375,-0.5411042,99.99859
0.8875,51.41973,14.68894,-7.966542,-0.1121369,-0.5440898,99.98462
0.8958332,51.46662,14.68903,-7.971125,-0.1126064,-0.5464459,100.0034
0.9041666,51.51026,14.68913,-7.976324,-0.1131546,-0.549187,99.9798
0.9125,51.55716,14.68916,-7.981569,-0.1137075,-0.5519524,100.007
0.9208334,51.60591,14.68919,-7.987689,-0.1143758,-0.5552799,100.0104
0.9291668,51.65722,14.68923,-7.99377,-0.1150327,-0.5585562,99.98628
0.9375,51.70674,14.68926,-8.00009,-0.1157188,-0.561977,100.0251
0.9458332,51.75111,14.68931,-8.0065,-0.1164137,-0.5654426,99.9816
0.9541666,51.80737,14.68934,-8.0133,-0.1171602,-0.5691607,99.99316
0.9625,51.8612,14.68936,-8.020126,-0.1179043,-0.5728716,100.0432
0.9708334,51.91231,14.68938,-8.02728,-0.1186907,-0.5767899,99.97465
0.9791668,51.96835,14.68938,-8.035536,-0.1196198,-0.5814055,99.95837
0.9875,52.01822,14.68936,-8.043545,-0.1205139,-0.5858536,100.0422
0.9958332,52.07703,14.68936,-8.051875,-0.1214471,-0.590495,99.99621
1.004167,52.13328,14.68937,-8.060422,-0.1224049,-0.5952602,100.0307
1.0125,52.19043,14.68939,-8.069107,-0.1233801,-0.6001124,99.9537
1.020833,52.24248,14.68943,-8.077797,-0.1243529,-0.6049559,100.0242
1.029167,52.30476,14.68941,-8.087188,-0.1254157,-0.6102408,100.0174
1.0375,52.3634,14.68941,-8.096099,-0.1264096,-0.615195,100.0044
1.045834,52.42071,14.68942,-8.105225,-0.1274331,-0.6202949,99.96308
1.054167,52.47949,14.68944,-8.114538,-0.128477,-0.625498,99.98749
1.0625,52.54526,14.68946,-8.123564,-0.1294794,-0.6305027,99.98812
1.070833,52.61092,14.68946,-8.133106,-0.1305461,-0.6358254,100.0251
1.079166,52.67121,14.68947,-8.14286,-0.1316373,-0.6412716,100.0187
1.0875,52.73508,14.68948,-8.152536,-0.1327172,-0.6466656,100.0005
1.095833,52.79615,14.68947,-8.162362,-0.1338136,-0.652144,99.98212
1.104166,52.8634,14.68944,-8.17276,-0.1349822,-0.6579788,99.98546
1.1125,52.9262,14.68942,-8.183109,-0.1361409,-0.6637694,99.98297
1.120833,52.99516,14.6894,-8.194012,-0.1373717,-0.6699149,100.0275
1.129167,53.06476,14.68936,-8.204562,-0.1385509,-0.6758132,99.98681
1.1375,53.1278,14.68929,-8.215547,-0.1397834,-0.6819776,100.0188
1.145834,53.19931,14.68924,-8.227411,-0.1411321,-0.6887119,100.0057
1.154167,53.26627,14.68928,-8.239559,-0.1425165,-0.6956244,99.99642
1.1625,53.3362,14.68933,-8.251416,-0.1438586,-0.7023359,99.99476
1.170834,53.40652,14.68935,-8.263215,-0.1451899,-0.7089985,99.99613
1.179167,53.47445,14.68938,-8.275772,-0.1466191,-0.716144,100.0101
1.1875,53.54612,14.6894,-8.288172,-0.1480248,-0.7231794,99.99266
1.195833,53.62124,14.68943,-8.300574,-0.1494276,-0.7302053,99.97297
1.204166,53.6939,14.68945,-8.313184,-0.1508536,-0.7373509,100.0834
1.2125,53.76906,14.68948,-8.326111,-0.1523199,-0.7446969,99.95148
1.220833,53.84365,14.68956,-8.338726,-0.153741,-0.7518272,100.0777
1.229166,53.91639,14.68964,-8.351508,-0.1551807,-0.7590554,99.89507
1.2375,53.991,14.68966,-8.36419,-0.1566052,-0.7662134,100.0362
1.245833,54.06682,14.68964,-8.37684,-0.1580225,-0.773341,99.98836
1.254167,54.14448,14.68965,-8.390462,-0.159565,-0.7810871,99.9793
1.2625,54.22244,14.68967,-8.403906,-0.16108,-0.7887049,100.0223
1.270834,54.30003,14.68969,-8.417778,-0.1626488,-0.7965922,99.99809
1.279167,54.37783,14.68971,-8.431776,-0.1642312,-0.8045512,99.99482
1.2875,54.45576,14.68973,-8.445936,-0.1658334,-0.812612,100.0151
1.295834,54.53086,14.68974,-8.461194,-0.1675793,-0.821382,99.98516
1.304167,54.6114,14.68974,-8.476662,-0.1693513,-0.830285,99.98811
1.3125,54.69492,14.6897,-8.491375,-0.1710181,-0.8386799,100.0443
1.320833,54.77888,14.68966,-8.506219,-0.1726984,-0.8471474,99.97711
1.329166,54.85624,14.68966,-8.521707,-0.1744619,-0.8560284,99.97375
1.3375,54.94086,14.6897,-8.536634,-0.1761477,-0.8645347,100.0234
1.345833,55.01998,14.68973,-8.551848,-0.1778695,-0.8732234,99.96626
1.354166,55.10766,14.68973,-8.56716,-0.1796005,-0.8819647,100.0565
1.3625,55.18997,14.68973,-8.582694,-0.1813575,-0.8908398,99.97238
1.370833,55.27193,14.68974,-8.598032,-0.1830865,-0.8995826,99.99652
1.379167,55.35714,14.68974,-8.61296,-0.1847567,-0.9080451,100.0267
1.3875,55.43958,14.68975,-8.628158,-0.1864599,-0.9166762,99.98046
1.395834,55.5336,14.68974,-8.644205,-0.1882722,-0.9258499,100.0237
1.404167,55.61676,14.68972,-8.660506,-0.1901146,-0.9351788,99.97908
1.4125,55.70601,14.68972,-8.676801,-0.1919541,-0.9444999,99.99679
1.420834,55.79283,14.68969,-8.693696,-0.1938686,-0.9541976,100.0204
1.429167,55.88041,14.68966,-8.71034,-0.1957458,-0.9637202,99.97765
1.4375,55.96653,14.68965,-8.726753,-0.1975923,-0.9730958,100.0287
1.445833,56.05879,14.68964,-8.74357,-0.1994884,-0.9827239,99.99195
1.454166,56.14996,14.68963,-8.760634,-0.2014114,-0.9924936,99.98444
1.4625,56.23588,14.68961,-8.777785,-0.2033437,-1.002316,100.0391
1.470833,56.32834,14.68956,-8.795391,-0.2053328,-1.012426,99.98345
1.479166,56.41594,14.68958,-8.812407,-0.2072425,-1.02215,99.98799
1.4875,56.51062,14.68961,-8.829297,-0.2091328,-1.031787,99.98042
1.495833,56.60195,14.68958,-8.846382,-0.2110452,-1.04154,99.99299
1.504167,56.68961,14.68956,-8.863959,-0.2130213,-1.051614,100.0138
1.5125,56.78688,14.68956,-8.881538,-0.2149933,-1.061676,100.0209
1.520834,56.87572,14.6896,-8.899139,-0.2169654,-1.071746,99.97134
1.529167,56.9675,14.68964,-8.916566,-0.218913,-1.081702,100.0042
1.5375,57.06254,14.68967,-8.934464,-0.2209204,-1.091959,99.98486
1.545834,57.15666,14.68973,-8.952304,-0.2229168,-1.10217,100.0238
1.554167,57.24746,14.68978,-8.969826,-0.2248684,-1.112169,100.0135
1.5625,57.34408,14.68979,-8.987582,-0.226849,-1.122317,99.99531
1.570833,57.43672,14.6898,-9.005778,-0.2288843,-1.132744,99.96926
1.579166,57.5303,14.68983,-9.023882,-0.2309063,-1.14311,99.99141
1.5875,57.62684,14.68987,-9.0417,-0.2328872,-1.153284,100.0342
1.595833,57.72098,14.68987,-9.059653,-0.2348832,-1.163539,99.97553
1.604166,57.81596,14.68981,-9.077932,-0.2369199,-1.174002,100.0234
1.6125,57.91322,14.68976,-9.096576,-0.2390007,-1.184694,99.97266
1.620833,58.01211,14.68975,-9.114828,-0.2410285,-1.195129,100.0273
1.629167,58.11264,14.68977,-9.132642,-0.2429938,-1.205265,100.0021
1.6375,58.20751,14.68977,-9.150616,-0.2449784,-1.215503,99.98481
1.645834,58.304,14.68975,-9.168908,-0.2470006,-1.225937,99.9842
1.654167,58.40164,14.68974,-9.186992,-0.2489948,-1.236238,100.0021
1.6625,58.50047,14.68976,-9.205168,-0.2509964,-1.246586,100.0294
1.670834,58.59756,14.68976,-9.223339,-0.2529962,-1.256932,100.029
1.679166,58.6961,14.68976,-9.242014,-0.2550589,-1.267599,99.93068
1.6875,58.79259,14.68979,-9.261163,-0.2571816,-1.278572,100.0043
1.695834,58.8951,14.68985,-9.279718,-0.2592232,-1.289151,100.023
1.704166,58.99611,14.68988,-9.298694,-0.2613166,-1.299996,100.0079
1.7125,59.0939,14.68986,-9.318475,-0.2635146,-1.311367,99.99894
1.720833,59.19205,14.68982,-9.338622,-0.2657582,-1.322974,99.97568
1.729166,59.29444,14.68982,-9.358501,-0.2679647,-1.334404,100.0069
1.7375,59.39863,14.6898,-9.378288,-0.2701536,-1.345757,100.0245
1.745833,59.49424,14.68974,-9.398566,-0.2724064,-1.357436,99.97016
1.754167,59.59711,14.68966,-9.418478,-0.2746077,-1.368867,100.0195
1.7625,59.69706,14.68958,-9.437875,-0.2767402,-1.379962,100.0031
1.770834,59.79564,14.6895,-9.457045,-0.2788408,-1.390904,100.0231
1.779167,59.89799,14.68942,-9.477105,-0.2810572,-1.402426,99.95469
1.7875,60.00064,14.68935,-9.497024,-0.283254,-1.413854,100.0075
1.795834,60.10276,14.68931,-9.516403,-0.2853783,-1.424924,100.0334
1.804166,60.20586,14.68926,-9.535274,-0.2874344,-1.435658,99.98695
1.8125,60.3107,14.6892,-9.553926,-0.2894606,-1.446246,99.97149
1.820834,60.4082,14.68917,-9.572978,-0.291539,-1.457096,100.0017
1.829166,60.51365,14.6892,-9.591653,-0.2935675,-1.4677,100.0141
1.8375,60.61215,14.68923,-9.61062,-0.2956324,-1.478488,99.97496
1.845833,60.71362,14.68928,-9.630165,-0.2977722,-1.489654,100.0235
1.854166,60.81612,14.68936,-9.649313,-0.2998578,-1.500556,100.0123
1.8625,60.92122,14.68941,-9.667999,-0.3018809,-1.511154,99.99141
1.870833,61.01958,14.68944,-9.68683,-0.3039222,-1.521848,99.99076
1.879167,61.1246,14.68948,-9.705719,-0.30597,-1.53258,100.0048
1.8875,61.23,14.68957,-9.725332,-0.3081091,-1.543779,100.0116
1.895834,61.33014,14.68964,-9.745702,-0.3103454,-1.55547,99.97095
1.904167,61.43511,14.6897,-9.765561,-0.3125136,-1.566828,100.022
1.9125,61.53616,14.68974,-9.785266,-0.3146599,-1.578082,100.0058
1.920834,61.63668,14.68975,-9.804705,-0.3167709,-1.589166,99.99384
1.929166,61.74297,14.68971,-9.824184,-0.318884,-1.60027,99.99855
1.9375,61.84719,14.68965,-9.843628,-0.3209906,-1.611348,100.0064
1.945834,61.95214,14.68963,-9.863069,-0.3230946,-1.622421,99.97082
1.954166,62.05215,14.68962,-9.88233,-0.325174,-1.633376,100.0106
1.9625,62.15694,14.68957,-9.901681,-0.3272629,-1.644388,100.0566
1.970833,62.26656,14.68948,-9.920549,-0.3292875,-1.655083,99.96218
1.979166,62.36582,14.68943,-9.938781,-0.3312284,-1.665365,99.99499
1.9875,62.46887,14.6894,-9.957328,-0.3332089,-1.675851,99.99984
1.995833,62.57224,14.68935,-9.976775,-0.3353043,-1.686922,100.0256
2.004166,62.679,14.6893,-9.996118,-0.337382,-1.697915,99.98041
2.0125,62.78258,14.68932,-10.01511,-0.3394127,-1.708678,99.9535
2.020833,62.88496,14.68936,-10.03471,-0.3415234,-1.719847,99.99478
2.029167,62.99468,14.68935,-10.05368,-0.3435495,-1.7306,100.0292
2.0375,63.09394,14.68934,-10.07264,-0.3455717,-1.741339,99.99578
2.045834,63.19893,14.68933,-10.09145,-0.347575,-1.751988,100.0165
2.054166,63.3044,14.68934,-10.11027,-0.3495787,-1.762646,100.0222
2.0625,63.40586,14.68932,-10.12954,-0.3516383,-1.773591,99.98669
2.070834,63.50938,14.68924,-10.14859,-0.3536679,-1.784394,100.0022
2.079166,63.61278,14.68914,-10.16703,-0.355618,-1.794802,99.97707
2.0875,63.71878,14.68908,-10.18537,-0.3575544,-1.805144,100.0248
2.095833,63.82368,14.68903,-10.20359,-0.3594739,-1.81541,99.98925
2.104167,63.92534,14.68897,-10.22149,-0.3613506,-1.825466,99.9958
2.1125,64.03062,14.68889,-10.24022,-0.363333,-1.83606,100.0139
2.120834,64.13437,14.6888,-10.25872,-0.365286,-1.846512,100.0068
2.129166,64.24328,14.68876,-10.27756,-0.3672794,-1.857177,99.95549
2.1375,64.34458,14.68877,-10.29611,-0.3692343,-1.867652,100.0625
2.145833,64.44439,14.68878,-10.31429,-0.3711404,-1.877888,99.98026
2.154167,64.54703,14.68881,-10.33267,-0.3730732,-1.888262,99.99813
2.1625,64.65176,14.68888,-10.35082,-0.3749756,-1.898488,99.98589
2.170834,64.75495,14.68893,-10.36935,-0.3769232,-1.908951,99.99572
2.179166,64.85503,14.68898,-10.3874,-0.3788115,-1.919114,99.96666
2.1875,64.95991,14.68899,-10.40527,-0.3806752,-1.929161,100.0589
2.195834,65.06593,14.68898,-10.42318,-0.3825421,-1.939231,99.9814
2.204166,65.16918,14.68899,-10.44099,-0.3843946,-1.949233,100.0288
2.2125,65.27051,14.68898,-10.45846,-0.3862039,-1.95902,99.9575
2.220833,65.3728,14.68892,-10.47598,-0.3880208,-1.968849,100.0153
2.229167,65.47754,14.68886,-10.49349,-0.389834,-1.978668,99.98382
2.2375,65.57856,14.68885,-10.5107,-0.3916068,-1.988287,100.048
2.245834,65.68121,14.68883,-10.52807,-0.3933983,-1.998007,99.94921
2.254166,65.78503,14.6888,-10.54472,-0.3950978,-2.007264,100.0329
2.2625,65.88649,14.68875,-10.56165,-0.3968313,-2.0167,99.96911
2.270833,65.98736,14.68871,-10.57889,-0.3986056,-2.026348,100.031
2.279167,66.09375,14.68871,-10.59564,-0.4003162,-2.035676,99.978
2.2875,66.19132,14.6887,-10.61283,-0.4020807,-2.045285,100.0428
2.295834,66.29511,14.6887,-10.63016,-0.4038647,-2.054995,99.95019
2.304166,66.39432,14.68874,-10.6472,-0.4056109,-2.06452,100.0125
2.3125,66.49431,14.68874,-10.66442,-0.40738,-2.074163,100.0068
2.320834,66.59405,14.68875,-10.68153,-0.4091356,-2.08374,100.004
2.329166,66.70136,14.68874,-10.69801,-0.4108081,-2.092903,99.98732
2.3375,66.80103,14.68871,-10.7149,-0.4125312,-2.102328,99.96384
2.345833,66.90299,14.6887,-10.7315,-0.4142197,-2.11158,100.0154
2.354167,67.00538,14.68869,-10.74814,-0.4159102,-2.120849,100.0324
2.3625,67.10172,14.68866,-10.76448,-0.4175633,-2.12993,99.97928
2.370834,67.20503,14.68861,-10.78051,-0.4191772,-2.138813,100.0159
2.379166,67.30913,14.68858,-10.79649,-0.4207817,-2.147657,99.97749
2.3875,67.40345,14.68855,-10.81246,-0.4223856,-2.156502,100.0172
2.395833,67.50862,14.68849,-10.82825,-0.423964,-2.165221,100.0043
2.404167,67.60391,14.68838,-10.84385,-0.425519,-2.173826,99.98734
2.4125,67.7083,14.6883,-10.85985,-0.427125,-2.182692,100.015
2.420834,67.80913,14.68824,-10.87514,-0.4286404,-2.191102,99.99285
2.429166,67.91206,14.68816,-10.89069,-0.4301861,-2.199672,99.96782
2.4375,68.0075,14.68805,-10.90603,-0.4317062,-2.208113,100.027
2.445834,68.10476,14.68799,-10.9213,-0.4332184,-2.216515,100.0148
2.454166,68.20764,14.688,-10.93644,-0.4347122,-2.224831,99.98766
2.4625,68.30254,14.688,-10.95151,-0.4361977,-2.233104,99.99071
2.470833,68.40761,14.68798,-10.96648,-0.437669,-2.241312,100.0368
2.479167,68.50198,14.68798,-10.98136,-0.4391304,-2.24947,99.9909
2.4875,68.60024,14.688,-10.99635,-0.4406048,-2.2577,100.0022
2.495834,68.7023,14.68802,-11.01107,-0.4420433,-2.265749,99.9745
2.504166,68.79625,14.68802,-11.02626,-0.4435451,-2.274122,100.0056
2.5125,68.89432,14.68801,-11.04098,-0.4449878,-2.282194,99.98866
2.520833,68.99415,14.68801,-11.05517,-0.4463616,-2.289916,100.029
2.529167,69.09134,14.68798,-11.06963,-0.4477675,-2.29781,99.9779
2.5375,69.1889,14.68789,-11.08421,-0.4491902,-2.305792,100.0235
2.545834,69.29039,14.68779,-11.09863,-0.4505912,-2.313668,99.96876
2.554166,69.38471,14.68769,-11.11264,-0.4519406,-2.321281,100.036
2.5625,69.48099,14.68762,-11.12666,-0.4532922,-2.328906,99.98703
2.570834,69.58022,14.6876,-11.14063,-0.4546344,-2.336491,99.98809
2.579166,69.67441,14.68759,-11.15487,-0.4560147,-2.344268,99.9983
2.5875,69.7709,14.68755,-11.16884,-0.4573567,-2.351856,100.0063
2.595833,69.86648,14.68754,-11.18258,-0.4586716,-2.359306,99.96314
2.604167,69.96059,14.68754,-11.19644,-0.4600031,-2.366842,100.0461
2.6125,70.06308,14.68755,-11.20956,-0.46124,-2.373895,100.0231
2.620834,70.1593,14.68757,-11.22274,-0.4624821,-2.380982,99.97004
2.629166,70.2541,14.68756,-11.23566,-0.4636939,-2.387912,99.98376
2.6375,70.34574,14.68754,-11.24889,-0.464945,-2.395044,100.0021
2.645833,70.4391,14.68751,-11.26205,-0.4661879,-2.402138,99.98478
2.654167,70.53596,14.68747,-11.2751,-0.467419,-2.409169,100.0021
2.6625,70.63329,14.68739,-11.28774,-0.4685946,-2.415923,100.0256
2.670834,70.72016,14.68729,-11.30061,-0.4698012,-2.422835,99.99824
2.679166,70.81772,14.6872,-11.31396,-0.4710697,-2.430067,100.0038
2.6875,70.9097,14.68715,-11.32683,-0.4722762,-2.436984,100.0014
2.695834,71.00471,14.6871,-11.34047,-0.4735822,-2.444414,99.97574
2.704166,71.09959,14.68705,-11.35275,-0.4747171,-2.45096,100.0286
2.7125,71.19419,14.68703,-11.36508,-0.475859,-2.457546,100.0009
2.720833,71.28536,14.68702,-11.37779,-0.4770462,-2.46437,100.032
2.729167,71.38188,14.68698,-11.39001,-0.4781721,-2.47088,99.97668
2.7375,71.47647,14.68695,-11.40221,-0.4792944,-2.477376,99.99034
2.745834,71.56368,14.68692,-11.41394,-0.48036,-2.483577,100.0074
2.754166,71.65968,14.6869,-11.42507,-0.4813498,-2.48939,100.022
2.7625,71.75361,14.68689,-11.43579,-0.4822853,-2.494926,99.95594
2.770833,71.84376,14.68686,-11.44682,-0.4832613,-2.500674,100.028
2.779167,71.939,14.68683,-11.45762,-0.4842066,-2.506264,99.99318
2.7875,72.03088,14.68681,-11.46906,-0.4852352,-2.512286,99.93086
2.795834,72.12465,14.68677,-11.4803,-0.4862379,-2.518176,100.0527
2.804166,72.21363,14.68671,-11.49104,-0.4871766,-2.523736,99.99274
2.8125,72.30462,14.68666,-11.50168,-0.4881066,-2.529251,100.0062
2.820834,72.39739,14.68662,-11.51236,-0.4890392,-2.534782,99.98238
2.829166,72.4886,14.68661,-11.52317,-0.4899894,-2.540405,100.0173
2.8375,72.57446,14.68661,-11.53421,-0.4909683,-2.546178,99.97882
2.845833,72.66759,14.68659,-11.5453,-0.4919563,-2.551997,100.0262
2.854167,72.75813,14.68658,-11.55621,-0.492921,-2.557696,100.0137
2.8625,72.84703,14.68656,-11.56643,-0.4938,-2.562952,100.0055
2.870834,72.93952,14.68648,-11.57621,-0.4946244,-2.567924,99.97076
2.879166,73.02912,14.68637,-11.58598,-0.4954478,-2.572893,99.9978
2.8875,73.11807,14.6863,-11.59585,-0.4962838,-2.577928,99.99735
2.895833,73.20645,14.68627,-11.60547,-0.4970892,-2.582806,100.0114
2.904167,73.29853,14.68623,-11.6147,-0.4978459,-2.58743,99.99265
2.9125,73.3849,14.68617,-11.62383,-0.4985912,-2.591996,99.99845
