Time (min),Temperature (degC),Weight (mg),Heat Flow (mW),Temperature Difference (degC),Temperature Difference (muV),Sample Purge Flow (mL/min)
6.11E-04,50.72294,8.116201,-11.28152,0.0756052,0.4785191,100.021
0.004166667,50.71142,8.116169,-11.28195,0.07552681,0.4780003,99.99045
0.0125,50.69664,8.116134,-11.2821,0.07547989,0.4776802,100.0215
0.02083334,50.68188,8.116106,-11.28253,0.075402,0.4771644,99.98408
0.02916666,50.67211,8.116082,-11.28307,0.07531188,0.4765718,100.011
0.0375,50.65588,8.116066,-11.28396,0.07518,0.4757146,99.98119
0.04583334,50.64624,8.116064,-11.28458,0.07507981,0.4750586,100.0287
0.05416668,50.6319,8.116074,-11.28501,0.0750022,0.4745453,99.98301
0.0625,50.61695,8.116063,-11.28563,0.07490384,0.4739016,99.98803
0.07083332,50.60352,8.11603,-11.28604,0.07482834,0.473402,100.0175
0.07916666,50.5923,8.115999,-11.28628,0.07477344,0.4730334,100.0133
0.0875,50.5771,8.116013,-11.28684,0.07468076,0.472425,100.003
0.09583332,50.56859,8.11604,-11.287,0.07463544,0.4721172,100.0014
0.1041666,50.5557,8.116048,-11.28683,0.07462902,0.4720558,99.97197
0.1125,50.54176,8.116034,-11.28667,0.07462109,0.4719844,100.0208
0.1208333,50.5291,8.116019,-11.28604,0.07466754,0.4722572,99.97765
0.1291666,50.52414,8.116005,-11.28522,0.07473692,0.4726756,100.021
0.1375,50.50946,8.11598,-11.28409,0.07484382,0.4733324,99.98278
0.1458333,50.49864,8.115958,-11.28301,0.07494388,0.4739452,100.0098
0.1541667,50.48393,8.115961,-11.2817,0.07507126,0.4747312,100.0169
0.1625,50.47674,8.115958,-11.27993,0.07525119,0.4758493,99.96738
0.1708334,50.46866,8.11593,-11.27776,0.07548022,0.4772797,100.0309
0.1791666,50.46282,8.115889,-11.27607,0.0756545,0.4783639,99.97553
0.1875,50.4521,8.115857,-11.27432,0.07583584,0.4794933,100.0082
0.1958334,50.44477,8.11582,-11.27211,0.07607169,0.4809682,100.0104
0.2041667,50.4369,8.115772,-11.2699,0.07630926,0.4824543,99.99009
0.2125,50.43113,8.11574,-11.26713,0.07661111,0.4843472,99.97544
0.2208333,50.42667,8.115708,-11.26401,0.0769554,0.486509,100.0107
0.2291667,50.4219,8.115671,-11.2607,0.07732306,0.48882,99.99268
0.2375,50.41436,8.115625,-11.25689,0.07775024,0.4915083,100.0317
0.2458334,50.41363,8.115569,-11.25342,0.07813926,0.4939566,100.0201
0.2541666,50.411,8.115522,-11.2497,0.07855859,0.4965967,99.96101
0.2625,50.4082,8.115494,-11.24528,0.07906043,0.4997598,100.0091
0.2708334,50.40734,8.115447,-11.24084,0.0795658,0.5029458,99.9952
0.2791667,50.40356,8.115406,-11.23608,0.08010852,0.5063687,99.99608
0.2875,50.40391,8.115369,-11.23078,0.08071652,0.5102062,100.0088
0.2958333,50.40656,8.11533,-11.22572,0.08129774,0.513875,100.0002
0.3041667,50.41094,8.115295,-11.22052,0.08189701,0.5176594,99.9834
0.3125,50.41358,8.115253,-11.21485,0.08255305,0.5218044,100.0224
0.3208333,50.41417,8.11521,-11.20941,0.08318319,0.5257866,100.0084
0.3291667,50.42184,8.11516,-11.20316,0.08391051,0.5303852,99.94664
0.3375,50.42313,8.115111,-11.197,0.08462716,0.534917,100.0404
0.3458333,50.435,8.115063,-11.19073,0.08535816,0.5395416,100.0052
0.3541666,50.44332,8.115022,-11.18375,0.08617515,0.544712,99.98231
0.3625,50.45096,8.114982,-11.17642,0.08703475,0.5501538,99.9943
0.3708334,50.46144,8.114955,-11.16874,0.08793641,0.5558636,100.0228
0.3791666,50.47375,8.114906,-11.16063,0.08888965,0.5619016,99.99172
0.3875,50.485,8.114849,-11.1529,0.08980158,0.5676806,100.0099
0.3958334,50.50196,8.1148,-11.14446,0.09079629,0.573985,99.99269
0.4041666,50.51509,8.11476,-11.1356,0.09184344,0.5806246,100.0087
0.4125,50.52778,8.114734,-11.12676,0.09288985,0.5872608,100.0118
0.4208333,50.54317,8.114697,-11.11772,0.09396125,0.5940581,99.99397
0.4291667,50.56044,8.11466,-11.10806,0.09510712,0.6013285,99.96148
0.4375,50.58062,8.114619,-11.09843,0.09625093,0.6085882,100.0051
0.4458333,50.60046,8.114576,-11.08846,0.09743559,0.61611,100.0014
0.4541667,50.62074,8.114534,-11.07839,0.09863474,0.6237266,100.0116
0.4625,50.64044,8.114503,-11.06819,0.09985045,0.63145,99.97616
0.4708334,50.66781,8.114487,-11.05682,0.1012028,0.6400414,100.0376
0.4791666,50.69252,8.114472,-11.04578,0.1025215,0.6484238,99.97951
0.4875,50.72387,8.11442,-11.03448,0.1038708,0.6570039,99.99299
0.4958334,50.74864,8.114375,-11.02287,0.1052588,0.6658332,100.0292
0.5041666,50.77716,8.114328,-11.01074,0.1067107,0.6750711,99.98301
0.5125,50.80687,8.114259,-10.99854,0.1081724,0.684376,99.99559
0.5208332,50.84244,8.114212,-10.98627,0.109644,0.6937478,99.98455
0.5291666,50.86906,8.114192,-10.97414,0.1111005,0.7030278,100.0263
0.5375,50.90497,8.114166,-10.96135,0.1126374,0.7128218,100.0072
0.5458334,50.9426,8.11414,-10.94832,0.1142039,0.722809,99.9823
0.5541668,50.97658,8.114116,-10.93567,0.115729,0.7325401,100.002
0.5625,51.01294,8.114089,-10.92252,0.117313,0.7426472,100.0129
0.5708332,51.05556,8.114081,-10.90902,0.1189406,0.7530361,100.0055
0.5791666,51.10117,8.114075,-10.89534,0.12059,0.7635694,99.97724
0.5875,51.14094,8.114066,-10.88148,0.1222639,0.774265,99.99291
0.5958334,51.18606,8.114062,-10.86778,0.1239212,0.7848611,100.0011
0.6041668,51.23228,8.114045,-10.85378,0.1256154,0.7956978,99.98984
0.6125,51.28216,8.11401,-10.83936,0.1273612,0.8068691,100.0086
0.6208334,51.32946,8.113964,-10.8254,0.1290553,0.817721,100.0066
0.6291666,51.37981,8.113924,-10.81083,0.1308232,0.8290465,100.0091
0.6375,51.43009,8.113884,-10.7961,0.132611,0.8405054,99.98878
0.6458332,51.48366,8.113852,-10.78111,0.1344316,0.8521816,100.0074
0.6541666,51.53474,8.113814,-10.76622,0.1362424,0.8638028,99.99641
0.6625,51.59216,8.11376,-10.75077,0.1381193,0.8758501,100.0128
0.6708334,51.64944,8.113712,-10.73534,0.1399956,0.8879019,99.99022
0.6791668,51.7086,8.113657,-10.71955,0.1419168,0.900247,100.0188
0.6875,51.76826,8.11362,-10.70361,0.1438556,0.9127132,99.96992
0.6958332,51.8319,8.113588,-10.68732,0.145837,0.9254584,100.0323
0.7041666,51.89639,8.113557,-10.671,0.147825,0.9382554,99.97418
0.7125,51.96146,8.113525,-10.65464,0.1498197,0.9511054,100.017
0.7208334,52.02612,8.113494,-10.63808,0.1518392,0.9641214,99.99286
0.7291668,52.09434,8.113453,-10.62169,0.1538401,0.9770301,100.0203
0.7375,52.16434,8.113422,-10.60522,0.1558526,0.9900231,100.0019
0.7458334,52.23898,8.113394,-10.58881,0.1578606,1.002999,99.96436
0.7541666,52.31214,8.113366,-10.57202,0.1599151,1.016283,100.0257
0.7625,52.38156,8.113344,-10.55503,0.1619934,1.029728,99.98038
0.7708332,52.46355,8.113322,-10.5381,0.1640667,1.043154,100.0237
0.7791666,52.53976,8.113312,-10.52125,0.1661325,1.056545,99.99559
0.7875,52.61974,8.1133,-10.50416,0.1682281,1.070135,100.0101
0.7958334,52.696,8.113282,-10.4873,0.1702974,1.08357,99.99006
0.8041668,52.77842,8.113251,-10.46999,0.1724213,1.097366,100.0137
0.8125,52.86391,8.113234,-10.45238,0.1745809,1.111402,99.98642
0.8208332,52.95092,8.11322,-10.43462,0.1767606,1.12558,99.99576
0.8291666,53.04015,8.113197,-10.41677,0.1789508,1.139839,100.0012
0.8375,53.12406,8.113182,-10.39899,0.1811344,1.154068,100.0307
0.8458334,53.21228,8.113178,-10.38105,0.1833384,1.168441,99.96899
0.8541668,53.30808,8.113149,-10.36268,0.1855924,1.183148,99.99519
0.8625,53.39734,8.113116,-10.34404,0.1878786,1.198073,100.0037
0.8708332,53.49489,8.113086,-10.32539,0.1901677,1.213032,99.99884
0.8791668,53.59164,8.113048,-10.3065,0.1924863,1.228196,99.99742
0.8875,53.68988,8.113012,-10.28761,0.1948066,1.243388,99.98712
0.8958332,53.78858,8.11297,-10.26852,0.1971504,1.258745,100.0073
0.9041666,53.88992,8.112929,-10.2494,0.1994972,1.274135,100.013
0.9125,53.99338,8.112884,-10.23028,0.2018463,1.289558,99.96344
0.9208334,54.09712,8.112832,-10.21111,0.2042017,1.305038,100.0308
0.9291668,54.20078,8.112776,-10.1916,0.2065979,1.320795,100.0048
0.9375,54.31348,8.112747,-10.17214,0.2089899,1.336546,99.99121
0.9458332,54.42031,8.11272,-10.15262,0.2113885,1.352356,99.99972
0.9541666,54.52576,8.112694,-10.13292,0.2138088,1.36832,100.0038
0.9625,54.63932,8.112674,-10.11318,0.2162336,1.384332,99.98091
0.9708334,54.7503,8.112654,-10.09318,0.2186884,1.400554,100.03
0.9791668,54.8551,8.112622,-10.07336,0.2211233,1.416663,99.96788
0.9875,54.98025,8.112597,-10.05312,0.2236068,1.433104,100.0169
0.9958332,55.09468,8.112605,-10.03274,0.2261062,1.449667,100.0043
1.004167,55.21239,8.112624,-10.01212,0.2286339,1.466428,99.98735
1.0125,55.3354,8.112626,-9.991522,0.2311593,1.483198,99.97788
1.020833,55.45645,8.112609,-9.970519,0.2337308,1.500282,100.0031
1.029167,55.57861,8.112574,-9.949874,0.2362617,1.517125,100.0435
1.0375,55.70575,8.112534,-9.928784,0.238844,1.534321,99.98349
1.045834,55.834,8.112505,-9.907609,0.2414365,1.551604,99.97528
1.054167,55.95824,8.11248,-9.886575,0.244013,1.568806,100.0043
1.0625,56.08557,8.112475,-9.865174,0.2466326,1.586309,100.0244
1.070833,56.2197,8.112463,-9.843868,0.2492406,1.603758,99.99946
1.079166,56.34926,8.112438,-9.822186,0.251891,1.621501,99.98215
1.0875,56.48218,8.112395,-9.800605,0.2545302,1.639197,99.99819
1.095833,56.6166,8.112366,-9.779289,0.2571388,1.656716,100.0511
1.104166,56.75636,8.112343,-9.757831,0.259763,1.674361,99.95179
1.1125,56.88994,8.112324,-9.735864,0.2624456,1.692406,99.98191
1.120833,57.03289,8.112295,-9.713968,0.2651195,1.710418,100.0339
1.129167,57.16662,8.112244,-9.691913,0.2678098,1.728556,99.99464
1.1375,57.31387,8.112181,-9.669803,0.2705068,1.746764,99.99853
1.145834,57.45445,8.112124,-9.647751,0.2731968,1.764951,100.0191
1.154167,57.59885,8.112068,-9.625431,0.2759165,1.783356,99.94825
1.1625,57.74872,8.112021,-9.603118,0.278635,1.801778,100.0188
1.170834,57.8937,8.111978,-9.580506,0.2813869,1.820442,100.0019
1.179167,58.04224,8.111926,-9.557734,0.2841557,1.839241,100.0282
1.1875,58.18894,8.111884,-9.535318,0.2868834,1.857797,99.98429
1.195833,58.34266,8.111844,-9.512741,0.2896284,1.876493,100.0289
1.204166,58.49262,8.1118,-9.490078,0.292382,1.89527,99.97406
1.2125,58.64615,8.111764,-9.467472,0.2951283,1.914026,100.0146
1.220833,58.7997,8.11175,-9.444634,0.2978996,1.93297,99.98259
1.229166,58.95623,8.111728,-9.421329,0.3007226,1.952277,99.98679
1.2375,59.11277,8.111714,-9.398152,0.30353,1.971509,100.0111
1.245833,59.27418,8.111694,-9.375162,0.3063148,1.990622,100.0183
1.254167,59.43062,8.111668,-9.351836,0.309136,2.009996,99.99931
1.2625,59.59408,8.111665,-9.328613,0.3119444,2.029319,100.005
1.270834,59.7563,8.111656,-9.305325,0.3147595,2.048711,100.0052
1.279167,59.92261,8.111647,-9.28191,0.3175887,2.068216,99.92481
1.2875,60.0827,8.111642,-9.258696,0.3203958,2.087595,100.0576
1.295834,60.24896,8.111645,-9.235389,0.3232129,2.107053,100.0031
1.304167,60.41548,8.111653,-9.211881,0.3260533,2.126683,99.98859
1.3125,60.58218,8.111647,-9.188621,0.3288654,2.146142,100.024
1.320833,60.74713,8.111625,-9.165063,0.3317109,2.165838,99.99311
1.329166,60.92,8.111608,-9.141296,0.3345803,2.185703,99.98195
1.3375,61.0922,8.11161,-9.118058,0.3373904,2.2052,99.99179
1.345833,61.26201,8.111614,-9.094696,0.3402145,2.224803,99.98575
1.354166,61.43692,8.11161,-9.071145,0.34306,2.244562,100.0149
1.3625,61.6086,8.111592,-9.047589,0.3459041,2.264334,100.0376
1.370833,61.77821,8.111589,-9.023584,0.3487968,2.28445,99.95649
1.379167,61.95735,8.111586,-8.999401,0.3517078,2.304713,100.0114
1.3875,62.13357,8.111575,-8.975569,0.3545778,2.324734,100.0131
1.395834,62.31238,8.111574,-8.951486,0.3574743,2.34496,100.003
1.404167,62.49152,8.111563,-8.927726,0.3603329,2.364963,99.97584
1.4125,62.66703,8.111545,-8.904187,0.363165,2.384819,100.0248
1.420834,62.85241,8.111509,-8.880095,0.3660568,2.405095,99.96884
1.429167,63.0323,8.111456,-8.855816,0.3689678,2.425525,100.0042
1.4375,63.2141,8.111431,-8.831356,0.3718965,2.446098,100.0116
1.445833,63.39666,8.111436,-8.806958,0.3748164,2.466641,99.99266
1.454166,63.58356,8.111426,-8.782631,0.3777266,2.487152,99.97551
1.4625,63.76747,8.111412,-8.758124,0.380655,2.507816,100.0235
1.470833,63.95591,8.1114,-8.733395,0.383606,2.528652,100.0237
1.479166,64.14032,8.111382,-8.708814,0.386538,2.549394,99.97265
1.4875,64.33184,8.111376,-8.684262,0.3894648,2.570129,100.0119
1.495833,64.52495,8.111366,-8.659399,0.3924247,2.591116,100.0106
1.504167,64.71362,8.111352,-8.634444,0.3953919,2.612181,99.96842
1.5125,64.9011,8.111352,-8.60968,0.3983358,2.633118,100.0156
1.520834,65.09508,8.111352,-8.585336,0.4012306,2.65376,100.0248
1.529167,65.28198,8.111328,-8.560934,0.4041298,2.674462,99.97774
1.5375,65.4773,8.111305,-8.536348,0.4070463,2.695305,99.99162
1.545834,65.66606,8.11129,-8.512111,0.4099214,2.715901,100.0036
1.554167,65.86218,8.111279,-8.487908,0.4127906,2.736485,100.0014
1.5625,66.05676,8.111254,-8.46341,0.4156892,2.757295,100.0371
1.570833,66.24722,8.111225,-8.438491,0.4186324,2.778426,99.99988
1.579166,66.44619,8.111213,-8.413791,0.4215474,2.799394,99.98468
1.5875,66.64312,8.111197,-8.389232,0.4244446,2.820275,99.98548
1.595833,66.83631,8.111166,-8.364696,0.4273364,2.841147,100.011
1.604166,67.03813,8.111126,-8.33961,0.4302864,2.862436,99.96587
1.6125,67.2354,8.111093,-8.314576,0.4332278,2.883696,100.0448
1.620833,67.43437,8.111061,-8.289882,0.4361291,2.90472,99.98222
1.629167,67.63495,8.111035,-8.264657,0.439086,2.926146,99.99941
1.6375,67.83491,8.110981,-8.239379,0.4420466,2.947625,99.98719
1.645834,68.03734,8.110949,-8.214347,0.4449766,2.968929,100.0227
1.654167,68.2397,8.110938,-8.189495,0.4478844,2.990118,99.9803
1.6625,68.44039,8.11091,-8.164134,0.450845,3.01169,100.0429
1.670834,68.64155,8.110896,-8.139269,0.4537481,3.032901,99.97579
1.679166,68.84219,8.1109,-8.113862,0.4567079,3.054523,100.007
1.6875,69.04944,8.110894,-8.088757,0.4596314,3.075931,100.0092
1.695834,69.25089,8.110878,-8.063398,0.4625796,3.097532,99.96075
1.704166,69.46018,8.110868,-8.038012,0.4655279,3.119165,99.98348
1.7125,69.65726,8.110837,-8.012921,0.4684404,3.140586,100.034
1.720833,69.8677,8.110822,-7.988155,0.4713146,3.161775,99.9934
1.729166,70.0704,8.110803,-7.963144,0.4742124,3.183153,99.99208
1.7375,70.27875,8.110772,-7.938122,0.4771079,3.204543,100.0278
1.745833,70.48449,8.110749,-7.913222,0.4799872,3.225855,99.94858
1.754167,70.6898,8.110718,-7.887842,0.4829154,3.24752,100.0073
1.7625,70.89605,8.11067,-7.862422,0.485845,3.269226,100.0271
1.770834,71.10934,8.110611,-7.836679,0.4888065,3.291178,100.0085
1.779167,71.31158,8.110571,-7.811252,0.49173,3.312902,99.98755
1.7875,71.52332,8.11054,-7.785647,0.49467,3.334763,99.99068
1.795834,71.73024,8.11052,-7.760332,0.497575,3.356418,99.99844
1.804166,71.9399,8.110482,-7.734509,0.5005322,3.378454,99.98211
1.8125,72.14939,8.11045,-7.708793,0.5034744,3.400416,100.0377
1.820834,72.35676,8.110414,-7.682794,0.5064436,3.422588,100.0037
1.829166,72.56819,8.110384,-7.65775,0.5093062,3.444064,99.9758
1.8375,72.78388,8.110378,-7.632374,0.5122019,3.465804,100.0401
1.845833,72.98832,8.110363,-7.607251,0.515066,3.487354,99.96548
1.854166,73.20356,8.110358,-7.581894,0.5179524,3.509081,100.0168
1.8625,73.41266,8.110356,-7.556665,0.5208214,3.53072,99.98899
1.870833,73.62212,8.11035,-7.53156,0.5236738,3.552273,99.99836
1.879167,73.83056,8.110318,-7.506356,0.5265332,3.573895,100.0114
1.8875,74.04199,8.110281,-7.481196,0.5293845,3.595488,99.98119
1.895834,74.25702,8.110234,-7.456278,0.5322066,3.616914,100.0326
1.904167,74.4657,8.1102,-7.431311,0.5350304,3.638377,99.96274
1.9125,74.68366,8.110168,-7.405478,0.5379446,3.660486,100.0206
1.920834,74.89599,8.11011,-7.380035,0.5408128,3.682306,100.0147
1.929166,75.10879,8.110063,-7.355074,0.5436261,3.703781,100.0158
1.9375,75.3144,8.11003,-7.330451,0.5463991,3.725004,99.95578
1.945834,75.52874,8.109978,-7.305368,0.5492182,3.746566,100.0062
1.954166,75.74032,8.10992,-7.28045,0.552016,3.768007,99.96828
1.9625,75.95451,8.109892,-7.25562,0.5548018,3.789395,100.0526
1.970833,76.16712,8.109887,-7.231091,0.5575515,3.810566,99.95441
1.979166,76.38074,8.109882,-7.206753,0.5602774,3.831592,100.0408
1.9875,76.59107,8.109876,-7.182676,0.5629722,3.852435,99.97706
1.995833,76.80412,8.109859,-7.158868,0.5656342,3.87307,100.007
2.004166,77.01924,8.109831,-7.134757,0.5683254,3.893934,99.9913
2.0125,77.22879,8.109825,-7.110937,0.5709824,3.91458,100.0356
2.020833,77.44278,8.109801,-7.087244,0.5736224,3.935141,99.96921
2.029167,77.65656,8.109772,-7.064275,0.576182,3.955174,100.0105
2.0375,77.86798,8.10974,-7.041298,0.578739,3.975212,100.0144
2.045834,78.0836,8.109692,-7.0185,0.5812742,3.995122,99.99032
2.054166,78.29588,8.109647,-6.99542,0.583836,4.015238,100.0163
2.0625,78.50743,8.109612,-6.97212,0.586418,4.035515,99.97629
2.070834,78.72138,8.109581,-6.949199,0.5889574,4.055516,99.99415
2.079166,78.93186,8.109549,-6.926282,0.5914956,4.075515,99.9985
2.0875,79.14669,8.109524,-6.903821,0.5939856,4.095175,99.99356
2.095833,79.35852,8.109482,-6.880956,0.596519,4.115138,100.0062
2.104167,79.56758,8.109431,-6.858326,0.5990274,4.134919,100.0104
2.1125,79.7834,8.109394,-6.8354,0.6015676,4.154922,99.98879
2.120834,79.99298,8.109381,-6.812214,0.6041358,4.175113,100.0137
2.129166,80.20806,8.109387,-6.788974,0.6067102,4.195346,99.98632
2.1375,80.41838,8.109384,-6.766602,0.6091929,4.214936,100.0277
2.145833,80.63001,8.109364,-6.744526,0.6116446,4.23431,100.006
2.154167,80.84425,8.10931,-6.722188,0.614124,4.253876,99.94786
2.1625,81.05731,8.109262,-6.700066,0.6165784,4.273288,100.0329
2.170834,81.27176,8.109222,-6.67839,0.6189829,4.292374,99.98828
2.179166,81.48255,8.109179,-6.656734,0.6213825,4.311441,99.99197
2.1875,81.68839,8.109148,-6.634958,0.623792,4.330598,100.0227
2.195834,81.90536,8.109104,-6.613894,0.6261235,4.349228,99.9816
2.204166,82.11234,8.109045,-6.593157,0.6284178,4.367617,99.97648
2.2125,82.32606,8.108972,-6.572485,0.6307024,4.385956,99.99672
2.220833,82.53437,8.10889,-6.55147,0.6330206,4.404545,100.0267
2.229167,82.7453,8.108809,-6.530172,0.6353661,4.423338,100.0009
2.2375,82.9579,8.10876,-6.509207,0.6376739,4.44189,100.0281
2.245834,83.16866,8.108728,-6.487995,0.6400046,4.460616,99.96253
2.254166,83.37882,8.108697,-6.46686,0.642325,4.47928,100.0103
2.2625,83.59186,8.10866,-6.446155,0.6445972,4.497632,100.0157
2.270833,83.79719,8.108619,-6.4257,0.646841,4.5158,100.0044
2.279167,84.00639,8.108598,-6.404846,0.6491236,4.534253,99.99634
2.2875,84.21361,8.108575,-6.384128,0.6513898,4.552604,99.96799
2.295834,84.42384,8.108532,-6.36289,0.6537075,4.571328,100.0296
2.304166,84.63228,8.108511,-6.341838,0.6560034,4.589922,100.0022
2.3125,84.83758,8.108501,-6.321332,0.6582391,4.608106,100.0193
2.320834,85.05061,8.108458,-6.301179,0.6604356,4.626028,99.99678
2.329166,85.26059,8.1084,-6.281426,0.6625876,4.643654,99.99609
2.3375,85.4665,8.10834,-6.261587,0.6647464,4.661346,99.94625
2.345833,85.67632,8.108298,-6.241457,0.666933,4.679239,100.015
2.354167,85.87586,8.10826,-6.221184,0.6691318,4.697234,100.0018
2.3625,86.08319,8.1082,-6.201048,0.6713139,4.715123,100.0281
2.370834,86.29145,8.108112,-6.181132,0.6734705,4.732847,100.0021
2.379166,86.49926,8.108062,-6.16156,0.675589,4.750322,100.0193
2.3875,86.70469,8.108016,-6.142315,0.6776706,4.767548,99.98784
2.395833,86.90731,8.107962,-6.123142,0.6797428,4.784722,99.99319
2.404167,87.11472,8.107926,-6.10364,0.681847,4.80213,99.95764
2.4125,87.3197,8.107891,-6.08431,0.6839306,4.819404,100.0254
2.420834,87.52538,8.107846,-6.065022,0.6860076,4.836644,100.0072
2.429166,87.7289,8.107766,-6.045742,0.6880813,4.853872,100.0296
2.4375,87.93496,8.107678,-6.02689,0.6901084,4.870788,99.95238
2.445834,88.13781,8.107624,-6.008112,0.6921256,4.887649,99.98968
2.454166,88.33709,8.107603,-5.98904,0.6941706,4.904716,100.0023
2.4625,88.54566,8.107547,-5.970132,0.6961966,4.921658,100.032
2.470833,88.74681,8.107482,-5.950959,0.6982478,4.938791,99.99719
2.479167,88.949,8.107419,-5.931816,0.7002937,4.955899,99.99995
2.4875,89.14736,8.107368,-5.912944,0.7023093,4.9728,99.98086
2.495834,89.35312,8.107309,-5.894004,0.7043296,4.989748,100.0262
2.504166,89.54955,8.107266,-5.87558,0.7062944,5.006304,99.96762
2.5125,89.75624,8.107244,-5.85739,0.7082328,5.02269,100.0181
2.520833,89.95519,8.107224,-5.839428,0.710146,5.038906,99.99546
2.529167,90.1538,8.107175,-5.82169,0.7120331,5.054946,100.0267
2.5375,90.3517,8.107109,-5.804052,0.7139081,5.07091,99.97656
2.545834,90.552,8.107066,-5.786939,0.715727,5.086482,100.0159
2.554166,90.75514,8.107026,-5.76991,0.717535,5.101991,99.9622
2.5625,90.95216,8.107,-5.753174,0.7193109,5.117276,100.0461
2.570834,91.15024,8.106966,-5.737028,0.7210243,5.13213,99.96442
2.579166,91.34816,8.106925,-5.7209,0.7227337,5.146959,99.98866
2.5875,91.54551,8.106886,-5.70443,0.7244766,5.162041,100.0226
2.595833,91.74095,8.106839,-5.687942,0.7262194,5.177124,100.0097
2.604167,91.93922,8.106775,-5.67162,0.7279434,5.192078,99.99776
2.6125,92.13758,8.106705,-5.655704,0.7296238,5.20673,99.99236
2.620834,92.33119,8.106662,-5.640348,0.7312446,5.220972,99.99084
2.629166,92.53,8.106616,-5.625068,0.7328561,5.23515,100.0369
2.6375,92.72006,8.106569,-5.610064,0.7344374,5.249114,99.98202
2.645833,92.91801,8.106497,-5.594937,0.7360297,5.263166,99.98553
2.654167,93.11246,8.106415,-5.579179,0.737685,5.277676,100.0111
2.6625,93.30418,8.106324,-5.564031,0.7392761,5.291729,99.98507
2.670834,93.49634,8.106226,-5.549008,0.7408524,5.305681,99.99955
2.679166,93.68886,8.106132,-5.534458,0.7423789,5.319282,99.99744
2.6875,93.88652,8.106054,-5.51961,0.743934,5.333099,99.99991
2.695834,94.0783,8.105999,-5.50423,0.745542,5.347302,100.0192
2.704166,94.27297,8.105928,-5.489228,0.7471099,5.361221,99.96997
2.7125,94.46118,8.10585,-5.474049,0.7486939,5.375263,100.0271
2.720833,94.65601,8.105772,-5.459092,0.7502541,5.389144,100.0251
2.729167,94.84256,8.105718,-5.444223,0.7518034,5.402946,99.99184
2.7375,95.03554,8.10565,-5.429722,0.7533138,5.416474,99.98188
2.745834,95.22009,8.105576,-5.415142,0.7548304,5.43005,100.0339
2.754166,95.41545,8.105496,-5.40078,0.7563235,5.44347,99.93975
2.7625,95.6015,8.105445,-5.386676,0.7577887,5.45669,99.99551
2.770833,95.79155,8.105405,-5.372849,0.7592244,5.4697,100.0598
2.779167,95.98032,8.105344,-5.359421,0.7606178,5.48241,99.98139
2.7875,96.16828,8.10529,-5.346044,0.7620045,5.495071,99.97387
2.795834,96.35656,8.105247,-5.332813,0.763375,5.507623,100.0247
2.804166,96.53999,8.105182,-5.319799,0.7647222,5.520007,100.0186
2.8125,96.73187,8.105101,-5.306421,0.7661048,5.532657,99.98394
2.820834,96.919,8.105028,-5.293316,0.7674584,5.5451,100.002
2.829166,97.10478,8.104989,-5.280798,0.7687512,5.557114,99.97191
2.8375,97.29191,8.104946,-5.268326,0.770038,5.569088,100.0132
2.845833,97.47402,8.104874,-5.255373,0.7713728,5.581403,100.0208
2.854167,97.65694,8.10479,-5.242388,0.7727124,5.593735,99.98658
2.8625,97.84324,8.104692,-5.229446,0.7740494,5.606026,99.99953
2.870834,98.03243,8.104575,-5.21634,0.7754051,5.618441,99.99103
2.879166,98.21222,8.104449,-5.20372,0.7767141,5.63049,100.0023
2.8875,98.39554,8.10435,-5.190471,0.7780887,5.642999,100.0026
2.895833,98.58153,8.104265,-5.17812,0.7793744,5.654836,100.004
2.904167,98.76122,8.104186,-5.16598,0.7806412,5.666516,100.0078
2.9125,98.94235,8.104106,-5.153758,0.7819186,5.678242,100.0028
2.920834,99.12546,8.104031,-5.14138,0.7832139,5.690079,99.98732
2.929166,99.30284,8.10396,-5.129717,0.7844384,5.701382,100.0034
2.9375,99.48485,8.103886,-5.118489,0.7856188,5.712365,99.99882
2.945834,99.66824,8.10383,-5.107668,0.7867569,5.723046,99.98212
2.954166,99.84813,8.103784,-5.09666,0.7879126,5.733851,100.0007
2.9625,100.0259,8.103736,-5.08529,0.7891039,5.744919,100.0128
2.970833,100.2097,8.103672,-5.07449,0.7902364,5.755562,99.9953
2.979167,100.3881,8.10359,-5.063846,0.7913525,5.766089,99.99347
2.9875,100.5661,8.103516,-5.0529,0.7924978,5.77683,99.99725
2.995834,100.7465,8.103422,-5.041244,0.7937134,5.788091,100.023
3.004166,100.9228,8.10332,-5.030115,0.7948751,5.798954,99.98413
3.0125,101.0987,8.10322,-5.018705,0.796064,5.810022,100.0071
3.020833,101.2784,8.10312,-5.00744,0.7972374,5.820981,100.0206
3.029167,101.4569,8.103019,-4.995894,0.798438,5.832138,99.97134
3.0375,101.6329,8.10291,-4.98469,0.7996031,5.843039,99.97356
3.045834,101.8043,8.102813,-4.97372,0.8007436,5.85376,100.0081
3.054166,101.9827,8.10273,-4.962606,0.8018975,5.86458,100.0092
3.0625,102.1545,8.102656,-4.951476,0.803052,5.8754,100.0323
3.070834,102.3322,8.102569,-4.940805,0.8041595,5.885875,99.97804
3.079166,102.5063,8.102489,-4.930413,0.805238,5.896144,100.002
3.0875,102.6814,8.102424,-4.919794,0.8063384,5.906574,99.98859
3.095833,102.8591,8.102348,-4.909922,0.807363,5.916456,100.0098
3.104167,103.0294,8.10226,-4.899754,0.8084166,5.926549,100.0092
