Time (min),Temperature (degC),Weight (mg),Heat Flow (mW),Temperature Difference (degC),Temperature Difference (muV),Sample Purge Flow (mL/min)
0.7041666,51.7422,11.48298,-8.007438,-0.1168138,-0.5672166,99.9978
0.7125,51.812,11.48304,-7.998544,-0.1154155,-0.5605422,99.95006
0.7208334,51.88212,11.48308,-7.98921,-0.1139531,-0.5535568,100.0163
0.7291668,51.94915,11.48313,-7.979382,-0.112421,-0.5462325,100.0261
0.7375,52.02045,11.48321,-7.969397,-0.110864,-0.5387868,100.0264
0.7458334,52.09674,11.48329,-7.960362,-0.1094293,-0.5319348,100.0022
0.7541666,52.17646,11.48333,-7.951864,-0.1080592,-0.5253974,99.9528
0.7625,52.249,11.48338,-7.942993,-0.1066354,-0.5185988,100.0023
0.7708332,52.337,11.48343,-7.93427,-0.1052258,-0.5118684,100.0192
0.7791666,52.41236,11.48344,-7.925588,-0.1038159,-0.5051364,99.998
0.7875,52.49565,11.48341,-7.91723,-0.1024443,-0.4985903,100.0152
0.7958334,52.57716,11.48341,-7.908712,-0.1010479,-0.4919228,100.0094
0.8041668,52.66875,11.48345,-7.900708,-0.09971436,-0.4855602,99.97345
0.8125,52.74808,11.48351,-7.892585,-0.09836026,-0.4790969,100.0248
0.8208332,52.83838,11.48355,-7.88439,-0.09699238,-0.4725649,99.97391
0.8291666,52.92885,11.48359,-7.876168,-0.09561449,-0.465984,99.99785
0.8375,53.02182,11.48364,-7.867742,-0.09420746,-0.4592588,100.0191
0.8458334,53.11178,11.4837,-7.859941,-0.09287751,-0.4529088,100.0184
0.8541668,53.20352,11.48377,-7.852349,-0.09157335,-0.4466816,99.98908
0.8625,53.30474,11.48388,-7.844538,-0.09023609,-0.440291,99.96256
0.8708332,53.40414,11.484,-7.836719,-0.08889156,-0.4338646,100.0423
0.8791668,53.49847,11.4841,-7.829031,-0.08755988,-0.4274992,99.99232
0.8875,53.60016,11.48417,-7.82115,-0.08619962,-0.4209917,99.96272
0.8958332,53.70525,11.48424,-7.813635,-0.0848823,-0.4146925,100.0424
0.9041666,53.80816,11.48429,-7.806248,-0.08357649,-0.4084479,99.986
0.9125,53.91416,11.48431,-7.799124,-0.08230262,-0.4023568,100.0136
0.9208334,54.0169,11.48433,-7.791929,-0.08101558,-0.3961991,99.97486
0.9291668,54.12713,11.48434,-7.784708,-0.07972108,-0.390003,99.99531
0.9375,54.2301,11.48432,-7.777564,-0.07843228,-0.3838326,99.99092
0.9458332,54.34988,11.48429,-7.770962,-0.07721082,-0.3779892,100.0367
0.9541666,54.46024,11.4843,-7.764092,-0.07594937,-0.3719476,100.005
0.9625,54.57468,11.48435,-7.7569,-0.07464189,-0.3656775,99.98494
0.9708334,54.68813,11.48438,-7.749636,-0.07332071,-0.3593369,100.0098
0.9791668,54.80527,11.48438,-7.742455,-0.07200792,-0.3530344,100.0067
0.9875,54.92222,11.48442,-7.735543,-0.07072692,-0.3468847,99.99126
0.9958332,55.04466,11.4845,-7.72859,-0.0694358,-0.340683,100.0074
1.004167,55.16758,11.48456,-7.721534,-0.06812639,-0.3343884,99.99
1.0125,55.29717,11.48463,-7.714574,-0.06682342,-0.328123,99.9946
1.020833,55.41597,11.48474,-7.707525,-0.065505,-0.3217784,100.0164
1.029167,55.53977,11.48485,-7.70063,-0.06420421,-0.315517,99.98524
1.0375,55.66746,11.48489,-7.69355,-0.0628769,-0.3091206,100.0072
1.045834,55.79492,11.48492,-7.68719,-0.06163996,-0.3031654,100.0105
1.054167,55.9259,11.48497,-7.681055,-0.06042991,-0.2973379,99.9671
1.0625,56.05986,11.48504,-7.675085,-0.05923526,-0.291584,99.98376
1.070833,56.18901,11.48506,-7.66889,-0.05800843,-0.2856674,100.0225
1.079166,56.3277,11.4851,-7.662475,-0.05674903,-0.2795865,99.98671
1.0875,56.46382,11.48514,-7.656298,-0.05551734,-0.2736378,99.98681
1.095833,56.60078,11.48515,-7.650368,-0.05431601,-0.2678352,99.9842
1.104166,56.7394,11.48513,-7.644556,-0.05312586,-0.2620834,100.0021
1.1125,56.88428,11.48514,-7.638603,-0.05191265,-0.2562144,100.0347
1.120833,57.02179,11.48517,-7.633154,-0.05076134,-0.2506468,99.96915
1.129167,57.16586,11.48519,-7.627551,-0.0495868,-0.2449608,99.99259
1.1375,57.30776,11.48519,-7.622089,-0.04842648,-0.2393406,100.0011
1.145834,57.453,11.48521,-7.616209,-0.04721039,-0.2334398,99.99493
1.154167,57.60428,11.48524,-7.610631,-0.0460282,-0.2277026,100.0113
1.1625,57.74843,11.48526,-7.605256,-0.04487041,-0.2220811,99.99276
1.170834,57.90128,11.48529,-7.600134,-0.04374241,-0.2166026,100.0189
1.179167,58.04942,11.48534,-7.594452,-0.04253867,-0.2107444,99.98139
1.1875,58.2041,11.48539,-7.589188,-0.04138558,-0.2051326,99.97772
1.195833,58.35302,11.48541,-7.58379,-0.04021352,-0.1994216,100.0555
1.204166,58.50447,11.48542,-7.578435,-0.03904492,-0.193723,100.0184
1.2125,58.6647,11.48544,-7.572796,-0.0378355,-0.1878167,99.96616
1.220833,58.81528,11.48542,-7.567169,-0.03662554,-0.1819021,99.98363
1.229166,58.97882,11.48539,-7.561775,-0.0354421,-0.1761141,100.0059
1.2375,59.13484,11.48537,-7.556384,-0.03425716,-0.1703131,99.99507
1.245833,59.29582,11.48539,-7.551216,-0.03309868,-0.1646385,100.0126
1.254167,59.46135,11.4854,-7.545871,-0.03191394,-0.1588284,99.99144
1.2625,59.62166,11.48542,-7.541119,-0.0308033,-0.1533817,99.9984
1.270834,59.78574,11.48547,-7.535974,-0.02963959,-0.1476651,99.98591
1.279167,59.94894,11.48552,-7.53125,-0.02852864,-0.1422056,100.0124
1.2875,60.11494,11.48556,-7.526593,-0.02742242,-0.1367642,100.0119
1.295834,60.2859,11.48559,-7.522081,-0.02633338,-0.1314017,99.98506
1.304167,60.45328,11.48566,-7.517798,-0.02527001,-0.1261618,100.0276
1.3125,60.623,11.48574,-7.513306,-0.0241779,-0.1207716,99.96766
1.320833,60.79191,11.48578,-7.508838,-0.02308693,-0.1153811,100.0016
1.329166,60.96028,11.48579,-7.503934,-0.02193834,-0.1096962,99.99374
1.3375,61.13183,11.48581,-7.499131,-0.02080106,-0.1040616,100.0279
1.345833,61.30999,11.48583,-7.494288,-0.0196563,-0.09838409,99.98038
1.354166,61.481,11.48582,-7.489786,-0.01855366,-0.0929117,99.99938
1.3625,61.65678,11.4858,-7.485044,-0.01741724,-0.08726481,100.0128
1.370833,61.83453,11.48583,-7.480374,-0.0162875,-0.08164643,100.0119
1.379167,62.009,11.48583,-7.475599,-0.0151431,-0.07594806,99.99903
1.3875,62.19302,11.48581,-7.470645,-0.01397358,-0.07011798,99.96932
1.395834,62.36656,11.4858,-7.466491,-0.01290584,-0.06479335,100.0106
1.404167,62.54328,11.48582,-7.462494,-0.0118575,-0.05956084,99.99266
1.4125,62.72693,11.48585,-7.4591,-0.01088438,-0.05470074,100.0278
1.420834,62.91082,11.48584,-7.454984,-9.82E-03,-0.04935289,99.99703
1.429167,63.09198,11.48584,-7.450688,-8.72E-03,-0.04387338,100.0089
1.4375,63.27543,11.48584,-7.446602,-7.65E-03,-0.03851898,99.96582
1.445833,63.46047,11.48586,-7.442387,-6.57E-03,-0.03306238,100.0143
1.454166,63.64223,11.48586,-7.437968,-5.45E-03,-0.0274666,99.98512
1.4625,63.82966,11.48586,-7.434351,-4.44E-03,-0.02237912,100.0212
1.470833,64.01488,11.48591,-7.431109,-3.48E-03,-0.01752296,100.0096
1.479166,64.20509,11.48594,-7.42728,-2.43E-03,-0.0122684,99.97738
1.4875,64.39101,11.48594,-7.423199,-1.36E-03,-6.83E-03,100.007
1.495833,64.58145,11.48596,-7.418988,-2.62E-04,-1.30E-03,100.0195
1.504167,64.76972,11.48598,-7.41593,6.86E-04,0.003493398,99.99295
1.5125,64.95829,11.48598,-7.412558,0.001674096,0.008496762,100.0061
1.520834,65.15224,11.48599,-7.408624,0.002736353,0.01388172,99.9721
1.529167,65.34168,11.486,-7.40485,0.003778594,0.01917198,100.0055
1.5375,65.5309,11.48601,-7.401297,0.004793883,0.02433163,100.0142
1.545834,65.72499,11.48603,-7.397092,0.005893778,0.02992584,100.0107
1.554167,65.91915,11.48604,-7.393155,0.006960294,0.03535564,99.97991
1.5625,66.11628,11.48605,-7.38935,0.008011276,0.04071328,99.99931
1.570833,66.3097,11.48604,-7.385656,0.009048828,0.04600936,100.023
1.579166,66.508,11.48604,-7.381448,0.01015317,0.051652,99.96097
1.5875,66.70195,11.48605,-7.37745,0.0112315,0.05716678,99.99113
1.595833,66.9003,11.48607,-7.37375,0.01227326,0.06250294,100.0151
1.604166,67.09584,11.4861,-7.369934,0.01332963,0.06792105,100.0196
1.6125,67.29707,11.48611,-7.36625,0.01437074,0.07326797,99.9918
1.620833,67.49161,11.48613,-7.362841,0.01537719,0.07844358,100.001
1.629167,67.69,11.48614,-7.359353,0.01639441,0.08368126,99.98351
1.6375,67.89028,11.48615,-7.355386,0.0174733,0.08923931,100.0174
1.645834,68.09356,11.48613,-7.351616,0.01852728,0.09467639,99.98132
1.654167,68.29228,11.48614,-7.34773,0.01959711,0.1002016,100.0096
1.6625,68.49856,11.48614,-7.344638,0.02056632,0.1052192,100.0143
1.670834,68.69305,11.48612,-7.341046,0.02159946,0.1105689,100.0056
1.679166,68.89641,11.4861,-7.337218,0.02266206,0.1160766,99.99264
1.6875,69.09866,11.48607,-7.334043,0.02364221,0.1211689,100.0151
1.695834,69.29912,11.48606,-7.331121,0.0245902,0.1261023,100.0222
1.704166,69.50159,11.48605,-7.327872,0.02557988,0.1312546,99.97769
1.7125,69.7041,11.48601,-7.325116,0.02650705,0.1360928,99.97759
1.720833,69.90989,11.48599,-7.322397,0.02743071,0.1409194,99.99164
1.729166,70.11601,11.48596,-7.319349,0.02839528,0.1459624,99.99969
1.7375,70.3162,11.48592,-7.31662,0.02931896,0.1508016,100.0409
1.745833,70.52424,11.48588,-7.313684,0.03026832,0.1557783,99.98212
1.754167,70.72613,11.48585,-7.310736,0.03122008,0.1607735,100.002
1.7625,70.92947,11.48582,-7.308209,0.03211816,0.1654991,99.99236
1.770834,71.1387,11.48581,-7.305671,0.03301758,0.1702368,99.97678
1.779167,71.34753,11.4858,-7.302631,0.03398152,0.1753138,100.0543
1.7875,71.54821,11.48579,-7.299434,0.03496464,0.1804962,99.99274
1.795834,71.75866,11.48578,-7.296166,0.03595764,0.1857355,99.96541
1.804166,71.96411,11.48575,-7.292722,0.03697148,0.1910892,100.0091
1.8125,72.17051,11.48572,-7.290002,0.03789348,0.1959739,100.0298
1.820834,72.38097,11.48571,-7.287491,0.03879001,0.2007326,99.94474
1.829166,72.58697,11.48572,-7.28479,0.03970996,0.2056188,100.0239
1.8375,72.794,11.48572,-7.28234,0.04059847,0.2103476,99.98286
1.845833,73.00232,11.4857,-7.279672,0.04151478,0.2152274,100.012
1.854166,73.21126,11.48568,-7.276648,0.04247469,0.2203388,100.0182
1.8625,73.41849,11.48564,-7.27427,0.04335226,0.2250293,100.0069
1.870833,73.62761,11.4856,-7.271636,0.0442626,0.2298973,100.0104
1.879167,73.83853,11.48556,-7.268755,0.0452027,0.234926,99.96578
1.8875,74.04134,11.48551,-7.266643,0.04604513,0.2394523,100.0117
1.895834,74.25229,11.48548,-7.264206,0.04692852,0.2441965,99.98511
1.904167,74.4641,11.48546,-7.261032,0.04790367,0.2494246,100.0212
1.9125,74.66794,11.48543,-7.258481,0.04879996,0.2542475,99.98912
1.920834,74.87986,11.48538,-7.255593,0.0497371,0.259289,100.0073
1.929166,75.08692,11.48535,-7.252659,0.05067902,0.2643624,99.99902
1.9375,75.29578,11.48532,-7.250054,0.0515796,0.2692264,100.0025
1.945834,75.5039,11.48528,-7.247018,0.05253226,0.2743675,99.98341
1.954166,75.71478,11.48524,-7.244614,0.05340514,0.2790984,100.0148
1.9625,75.92324,11.48521,-7.24213,0.05428739,0.2838852,99.98266
1.970833,76.12914,11.48522,-7.239304,0.05521192,0.2888978,99.9816
1.979166,76.34028,11.48522,-7.236611,0.05611849,0.293821,100.0045
1.9875,76.54869,11.48523,-7.23459,0.05693989,0.2983047,100.0193
1.995833,76.7637,11.48523,-7.232328,0.05779239,0.3029563,99.99045
2.004166,76.96619,11.48523,-7.230255,0.05862012,0.3074835,100.0201
2.0125,77.17805,11.48518,-7.228619,0.05939243,0.3117258,99.98275
2.020833,77.39106,11.48511,-7.226774,0.0601905,0.316109,100.0224
2.029167,77.5989,11.48505,-7.224732,0.06101216,0.3206226,99.98545
2.0375,77.80618,11.48502,-7.222531,0.06185235,0.3252385,100.0161
2.045834,78.02062,11.485,-7.221215,0.06258282,0.3292825,99.97235
2.054166,78.22456,11.48499,-7.219795,0.0633253,0.3333946,100.0145
2.0625,78.43678,11.48498,-7.21823,0.06408516,0.3376028,100.0133
2.070834,78.64488,11.48496,-7.216736,0.0648355,0.3417649,99.99019
2.079166,78.85494,11.48493,-7.214607,0.0656626,0.3463354,99.98194
2.0875,79.06063,11.48489,-7.212186,0.06652488,0.3510952,99.98925
2.095833,79.27202,11.48489,-7.210153,0.06733919,0.355604,100.0201
2.104167,79.47828,11.48491,-7.20859,0.06809406,0.3598013,99.99425
2.1125,79.68581,11.4849,-7.207019,0.06884878,0.3640019,100.0139
2.120834,79.89661,11.4849,-7.205961,0.06954063,0.3678723,99.99916
2.129166,80.10191,11.48488,-7.20463,0.07026421,0.371911,100.0166
2.1375,80.31312,11.48484,-7.20373,0.0709348,0.3756711,99.99669
2.145833,80.5198,11.48478,-7.20292,0.0715944,0.3793753,99.98337
2.154167,80.72726,11.4847,-7.201968,0.07227001,0.3831664,99.98289
2.1625,80.93406,11.48465,-7.201382,0.07289949,0.3867178,100.0327
2.170834,81.1416,11.48462,-7.201472,0.07344514,0.3898285,99.99208
2.179166,81.34639,11.48457,-7.201068,0.07405001,0.3932563,100.001
2.1875,81.55699,11.48453,-7.200904,0.07462504,0.396528,99.9796
2.195834,81.75821,11.4845,-7.200884,0.075181,0.3997036,100.0083
2.204166,81.97014,11.48446,-7.20033,0.07580072,0.403221,100.0016
2.2125,82.17658,11.48442,-7.199651,0.07643628,0.4068264,100.0026
2.220833,82.3795,11.48438,-7.198822,0.07708757,0.4105178,99.99881
2.229167,82.5895,11.48434,-7.198019,0.07773538,0.4141943,99.98349
2.2375,82.78992,11.4843,-7.197676,0.07832556,0.4175667,100.0174
2.245834,82.99669,11.48424,-7.196744,0.0789849,0.4213125,99.9865
2.254166,83.20408,11.48419,-7.195672,0.07966194,0.4251564,99.99319
2.2625,83.40579,11.48415,-7.194708,0.0803244,0.4289263,100.0228
2.270833,83.6127,11.48409,-7.193722,0.08098748,0.432701,99.98668
2.279167,83.81964,11.48403,-7.193819,0.08151922,0.4357774,100.0124
2.2875,84.02106,11.48399,-7.194106,0.08202638,0.4387257,99.99144
2.295834,84.2268,11.48394,-7.194292,0.08254364,0.4417309,99.99725
2.304166,84.43194,11.48389,-7.194438,0.08306619,0.4447676,100.0267
2.3125,84.63199,11.48382,-7.194874,0.08355118,0.4476048,99.98672
2.320834,84.83849,11.48378,-7.195061,0.08406524,0.4506,100.0098
2.329166,85.04141,11.48373,-7.196006,0.08448791,0.4531105,99.9747
2.3375,85.24503,11.48366,-7.19692,0.08491207,0.455631,100.026
2.345833,85.44678,11.48362,-7.197808,0.08533861,0.4581674,99.97278
2.354167,85.64741,11.4836,-7.198493,0.08578849,0.4608305,100.0106
2.3625,85.84889,11.48357,-7.19854,0.08631372,0.4638996,99.98501
2.370834,86.05006,11.48351,-7.198864,0.08680419,0.466784,100.0046
2.379166,86.25012,11.48344,-7.199756,0.08722453,0.4692934,99.99639
2.3875,86.45475,11.48337,-7.200706,0.08763696,0.4717624,100.005
2.395833,86.65465,11.48334,-7.201506,0.08806718,0.4743291,100.027
2.404167,86.85178,11.4833,-7.202312,0.08849478,0.4768838,99.99062
2.4125,87.05461,11.48326,-7.2035,0.08887495,0.4791848,100.0074
2.420834,87.24793,11.48321,-7.204828,0.08923618,0.481385,99.96831
2.429166,87.4509,11.48314,-7.20616,0.08959526,0.4835762,100.0207
2.4375,87.64749,11.48305,-7.207702,0.08992852,0.4856296,99.98531
2.445834,87.84944,11.48297,-7.209215,0.09026437,0.4876989,100.0276
2.454166,88.04705,11.4829,-7.21052,0.09062424,0.4899,99.9664
2.4625,88.24562,11.48284,-7.211687,0.09100009,0.4921887,100.0016
2.470833,88.43969,11.48278,-7.213246,0.09132691,0.4942125,100.0154
2.479167,88.63546,11.4827,-7.214702,0.09166359,0.496291,99.98382
2.4875,88.8347,11.48263,-7.216016,0.09201722,0.4984637,100.0084
2.495834,89.02734,11.48257,-7.217556,0.09234162,0.5004784,99.98889
2.504166,89.22447,11.4825,-7.219107,0.09266415,0.5024847,100.0137
2.5125,89.42326,11.48246,-7.220736,0.09297657,0.5044386,100.0158
2.520833,89.61728,11.4824,-7.221792,0.09335662,0.5067612,99.97879
2.529167,89.81171,11.48233,-7.223422,0.09366626,0.5087024,100.0198
2.5375,90.01016,11.48228,-7.225162,0.09396172,0.5105682,99.99678
2.545834,90.19786,11.48224,-7.226816,0.09426555,0.51248,99.99492
2.554166,90.39168,11.4822,-7.228382,0.09457844,0.5144414,100.0228
2.5625,90.58759,11.48216,-7.230062,0.09487766,0.5163303,99.96362
2.570834,90.77894,11.48211,-7.231728,0.09517694,0.5182216,100.0193
2.579166,90.97587,11.48203,-7.23293,0.09553082,0.5204116,99.99672
2.5875,91.16418,11.48187,-7.234402,0.09585109,0.5224189,99.98712
2.595833,91.35632,11.48166,-7.236216,0.09612922,0.5241978,100.0188
2.604167,91.55053,11.48142,-7.238824,0.09631132,0.5254536,100.0338
2.6125,91.74053,11.48119,-7.240894,0.09655669,0.5270557,99.9384
2.620834,91.93416,11.48095,-7.242389,0.09686909,0.5290258,100.0121
2.629166,92.11986,11.4807,-7.243147,0.09726746,0.5314674,99.98882
2.6375,92.31574,11.48049,-7.243589,0.09770299,0.5341139,100.0316
2.645833,92.50398,11.48026,-7.243662,0.09818158,0.5369981,99.99071
2.654167,92.6922,11.48002,-7.243958,0.09863153,0.5397274,99.99461
2.6625,92.88188,11.47979,-7.243876,0.0991243,0.5426934,99.99594
2.670834,93.07378,11.47965,-7.242892,0.09972368,0.546246,100.0126
2.679166,93.26465,11.47956,-7.241265,0.1003988,0.5502162,100.0005
2.6875,93.44879,11.47947,-7.239059,0.1011404,0.5545528,100.0038
2.695834,93.63429,11.47942,-7.23708,0.1018531,0.5587324,99.96191
2.704166,93.82024,11.47937,-7.235556,0.1025089,0.5626024,100.0333
2.7125,94.00792,11.47931,-7.234155,0.1031498,0.5663954,100.01
2.720833,94.1966,11.47921,-7.232828,0.1037805,0.5701342,99.97988
2.729167,94.38301,11.47912,-7.23161,0.1043961,0.573793,100.0185
2.7375,94.56944,11.47906,-7.230255,0.1050271,0.5775387,100.0223
2.745834,94.75181,11.47899,-7.229426,0.1055943,0.5809363,99.96499
2.754166,94.93993,11.47892,-7.228707,0.1061463,0.5842537,100.0372
2.7625,95.12316,11.47888,-7.228318,0.1066573,0.5873474,99.97445
2.770833,95.30519,11.47886,-7.22829,0.1071242,0.5901997,100.0133
2.779167,95.49078,11.4788,-7.227932,0.1076292,0.5932637,100.0004
2.7875,95.67378,11.47874,-7.227887,0.1080972,0.5961256,99.98468
2.795834,95.85464,11.47869,-7.228251,0.1085146,0.5987109,100.0008
2.804166,96.03956,11.47861,-7.228903,0.1088964,0.6011,100.0166
2.8125,96.22374,11.47852,-7.230026,0.1092221,0.6031812,99.96093
2.820834,96.40772,11.47842,-7.23125,0.109535,0.6051938,100.0103
2.829166,96.58538,11.47833,-7.23204,0.1098974,0.6074804,99.98749
2.8375,96.77226,11.47823,-7.233386,0.1101935,0.6094026,100.0009
2.845833,96.94751,11.47811,-7.23486,0.1104728,0.611233,100.0192
2.854167,97.1298,11.478,-7.236437,0.1107392,0.6129922,100.0006
2.8625,97.30826,11.47791,-7.23827,0.1109744,0.61458,99.97059
2.870834,97.48644,11.4778,-7.23994,0.1112273,0.6162638,100.0157
2.879166,97.66824,11.47772,-7.241965,0.1114382,0.6177129,99.97114
2.8875,97.84199,11.47768,-7.243906,0.1116584,0.6192111,100.0336
2.895833,98.02569,11.47765,-7.246048,0.1118537,0.6205678,99.96028
2.904167,98.20258,11.47757,-7.248441,0.1120189,0.621755,100.0294
2.9125,98.38402,11.4775,-7.251031,0.1121613,0.6228155,100.024
2.920834,98.55847,11.47743,-7.253931,0.1122659,0.6236624,99.97778
2.929166,98.73168,11.47738,-7.257025,0.1123474,0.6243781,99.99926
2.9375,98.91109,11.4773,-7.259753,0.1124706,0.6253234,99.99742
2.945834,99.08856,11.47724,-7.26254,0.112587,0.6262284,99.99476
