Time (min),Temperature (degC),Weight (mg),Heat Flow (mW),Temperature Difference (degC),Temperature Difference (muV),Sample Purge Flow (mL/min)
9.6625,232.5366,15.40899,-5.324444,-0.06851578,-0.603166,100.0104
9.670834,232.7079,15.40862,-5.318043,-0.06746387,-0.5940062,99.9582
9.679168,232.8776,15.40819,-5.311636,-0.06641374,-0.5848594,100.0114
9.6875,233.0448,15.40785,-5.305106,-0.06535786,-0.5756586,100.0374
9.695832,233.2152,15.40757,-5.298544,-0.0642976,-0.5664158,99.98192
9.704166,233.3879,15.40723,-5.29181,-0.0632225,-0.5570391,100.0007
9.7125,233.5568,15.40691,-5.285408,-0.06218066,-0.5479524,100.014
9.720834,233.7234,15.40671,-5.279096,-0.0611499,-0.5389605,99.96851
9.729168,233.8928,15.40653,-5.272711,-0.06011272,-0.5299086,100.0246
9.7375,234.0614,15.40628,-5.266758,-0.05911402,-0.5211929,99.97524
9.745834,234.2293,15.40599,-5.260859,-0.05812229,-0.5125359,99.99789
9.754166,234.3998,15.40574,-5.254342,-0.05707766,-0.503409,100.0229
9.7625,234.5672,15.40544,-5.247495,-0.05601034,-0.494079,99.99684
9.770832,234.7374,15.40512,-5.241335,-0.05499938,-0.485243,99.99481
9.779166,234.9074,15.40484,-5.234988,-0.05397446,-0.4762806,100.0037
9.7875,235.077,15.4046,-5.22843,-0.05293462,-0.467183,100.0116
9.795834,235.2448,15.40431,-5.221594,-0.05187459,-0.4579042,99.98369
9.804168,235.4136,15.40391,-5.214668,-0.05080772,-0.4485622,100.0123
9.8125,235.5772,15.40348,-5.207574,-0.04973334,-0.4391503,99.99789
9.820832,235.7486,15.403,-5.20026,-0.04863579,-0.429531,100.0089
9.829166,235.9193,15.40248,-5.192559,-0.04750748,-0.4196367,99.99766
9.8375,236.0877,15.40198,-5.185237,-0.04641507,-0.4100561,100.0038
9.845834,236.2542,15.40156,-5.177989,-0.04533191,-0.400554,99.98103
9.854168,236.4253,15.40118,-5.170216,-0.04420276,-0.3906424,100.0045
9.8625,236.5957,15.40078,-5.162802,-0.04310594,-0.3810128,100.0039
9.870834,236.7634,15.40038,-5.15554,-0.04202544,-0.3715236,99.99501
9.879166,236.9313,15.40005,-5.147732,-0.04090148,-0.3616464,99.97941
9.8875,237.1027,15.39976,-5.140525,-0.03982596,-0.3521944,100.0262
9.895832,237.2713,15.39944,-5.133746,-0.03878952,-0.3430846,100.0046
9.904166,237.4376,15.39917,-5.126688,-0.03773352,-0.3337984,99.98866
9.9125,237.6104,15.39897,-5.11957,-0.03666914,-0.3244342,99.98566
9.920834,237.7792,15.39874,-5.112233,-0.03559058,-0.3149412,100.0212
9.929168,237.9452,15.39844,-5.104574,-0.03448987,-0.3052484,99.98413
9.9375,238.1179,15.39805,-5.09736,-0.0334223,-0.2958456,99.98547
9.945832,238.2827,15.39769,-5.089594,-0.03231707,-0.2861062,100.0264
9.954166,238.4527,15.39733,-5.081797,-0.03120701,-0.2763208,99.99056
9.9625,238.6223,15.39691,-5.074711,-0.03015762,-0.2670698,100.0188
9.970834,238.7885,15.39651,-5.067138,-0.02907228,-0.2574978,99.97249
9.979168,238.9602,15.39614,-5.059204,-0.02795449,-0.2476355,100.0323
9.9875,239.132,15.39574,-5.050906,-0.0268074,-0.2375104,99.98825
9.995834,239.2948,15.39524,-5.042838,-0.02568822,-0.2276294,100.0022
10.00417,239.4686,15.39478,-5.035226,-0.02460055,-0.2180246,99.9873
10.0125,239.6354,15.39444,-5.027537,-0.02351268,-0.2084148,100.0073
10.02083,239.804,15.39414,-5.019496,-0.02239653,-0.1985516,100.013
10.02917,239.9735,15.39378,-5.011944,-0.02132142,-0.189049,99.98632
10.0375,240.142,15.3934,-5.004248,-0.02023701,-0.1794607,100.0635
10.04583,240.3117,15.39309,-4.99591,-0.01909967,-0.1694002,99.92158
10.05417,240.4782,15.3928,-4.987611,-0.01796991,-0.1594041,100.0154
10.0625,240.6445,15.39248,-4.979281,-0.01683964,-0.1494004,99.95703
10.07083,240.8184,15.39218,-4.971634,-0.01576168,-0.1398576,100.0306
10.07917,240.9845,15.39196,-4.964035,-0.01469501,-0.1304121,100.0086
10.0875,241.1476,15.39168,-4.955874,-0.01358655,-0.1205928,99.98494
10.09583,241.3202,15.39132,-4.947972,-0.01249436,-0.1109148,100.025
10.10417,241.4922,15.39096,-4.940222,-0.01141541,-0.1013514,99.99059
10.1125,241.659,15.3906,-4.932541,-0.01034763,-0.09188442,99.97551
10.12083,241.8296,15.39018,-4.924859,-9.28E-03,-0.08240275,100.0248
10.12917,241.9922,15.38971,-4.917702,-8.26E-03,-0.07337368,99.99574
10.1375,242.166,15.38928,-4.910284,-7.21E-03,-0.06408838,100.0011
10.14583,242.333,15.38882,-4.902722,-6.16E-03,-0.05474851,100.0076
10.15417,242.5033,15.38834,-4.895218,-5.11E-03,-0.04544038,99.98749
10.1625,242.6664,15.38792,-4.887232,-4.03E-03,-0.03584392,99.99571
10.17083,242.8401,15.38759,-4.879392,-2.96E-03,-0.02628935,100.019
10.17917,243.006,15.38728,-4.871708,-1.90E-03,-0.01690662,100.007
10.1875,243.1738,15.38694,-4.863562,-8.11E-04,-7.20E-03,99.98745
10.19583,243.3435,15.38657,-4.85478,3.34E-04,0.002982235,100.0034
10.20417,243.5127,15.38629,-4.846262,0.001454632,0.01295368,99.97201
10.2125,243.6782,15.38599,-4.837533,0.002588666,0.02304554,100.0464
10.22083,243.8495,15.38557,-4.828889,0.003718322,0.0331015,99.99632
10.22917,244.0177,15.38516,-4.820318,0.004838059,0.04307225,99.97301
10.2375,244.189,15.38484,-4.811328,0.005993009,0.05335955,99.9813
10.24583,244.3563,15.3845,-4.802432,0.007136364,0.06354679,100.007
10.25417,244.5262,15.38408,-4.793976,0.00824395,0.07341856,100.0104
10.2625,244.692,15.38362,-4.785774,0.009326407,0.08306915,99.98876
10.27083,244.8616,15.3832,-4.777969,0.01037789,0.09244703,100.0265
10.27917,245.0278,15.38275,-4.770215,0.01142078,0.1017516,99.98934
10.2875,245.1992,15.38227,-4.762288,0.01247987,0.1112035,100.0061
10.29583,245.363,15.38187,-4.754104,0.01355303,0.1207836,100.0206
10.30417,245.5376,15.38158,-4.745858,0.01463798,0.1304717,99.97251
10.3125,245.7028,15.38127,-4.737645,0.01571194,0.1400647,99.99664
10.32083,245.8709,15.38086,-4.72983,0.01675337,0.1493709,99.97949
10.32917,246.043,15.38042,-4.722168,0.01778368,0.1585807,100.0773
10.3375,246.2112,15.38005,-4.714375,0.01882118,0.1678573,99.96791
10.34583,246.38,15.3797,-4.706006,0.01990478,0.1775478,99.96707
10.35417,246.5443,15.37936,-4.697725,0.02097604,0.187131,100.0066
10.3625,246.7131,15.37914,-4.689544,0.02204058,0.1966574,100.0144
10.37083,246.883,15.3789,-4.681474,0.02309551,0.206101,99.98257
10.37917,247.0534,15.37857,-4.673175,0.02416899,0.2157134,99.99684
10.3875,247.2219,15.37821,-4.665124,0.02521867,0.2251162,100.0191
10.39583,247.387,15.37789,-4.657142,0.02625894,0.2344376,100.0018
10.40417,247.556,15.37759,-4.648956,0.02731717,0.2439224,99.97707
10.4125,247.7216,15.3772,-4.640862,0.02836378,0.2533058,100.0083
10.42083,247.8934,15.37679,-4.632926,0.02939999,0.2625992,100.0066
10.42917,248.0539,15.37641,-4.625162,0.03041312,0.2716892,99.99516
10.4375,248.2244,15.37595,-4.617344,0.0314355,0.2808644,100.0356
10.44583,248.3908,15.37538,-4.609848,0.0324285,0.28978,100.0114
10.45417,248.5616,15.37487,-4.602067,0.03344557,0.2989138,99.94032
10.4625,248.7295,15.37447,-4.594492,0.03444207,0.3078665,100.0148
10.47083,248.8965,15.37412,-4.587082,0.03542355,0.3166876,99.98769
10.47917,249.0665,15.37376,-4.579442,0.03642458,0.3256862,100.0252
10.4875,249.2354,15.37341,-4.571953,0.03741159,0.3345622,100.002
10.49584,249.4052,15.37312,-4.564406,0.03840273,0.343478,100.0155
10.50416,249.5705,15.37273,-4.556314,0.03943358,0.3527515,100.0133
10.5125,249.739,15.37225,-4.547812,0.04049814,0.3623297,99.97735
10.52083,249.9038,15.37184,-4.539068,0.0415788,0.3720547,99.99421
10.52916,250.0736,15.37157,-4.530683,0.04263205,0.3815369,99.97559
10.5375,250.2416,15.37124,-4.522453,0.04367011,0.3908865,100.035
10.54584,250.4128,15.37081,-4.514413,0.04469388,0.400111,100.0292
10.55417,250.5798,15.37038,-4.505803,0.0457598,0.4097156,99.97405
10.5625,250.7458,15.36998,-4.497275,0.0468168,0.419243,100.0004
10.57083,250.9163,15.36958,-4.488906,0.04786197,0.4286674,99.9898
10.57916,251.0842,15.36921,-4.480722,0.04888944,0.4379356,99.98951
10.5875,251.2516,15.3689,-4.472178,0.04994421,0.4474518,100.0073
10.59584,251.4198,15.36859,-4.463953,0.05097269,0.4567354,99.97208
10.60417,251.5925,15.36821,-4.456426,0.0519469,0.4655356,100.0464
10.6125,251.7535,15.36774,-4.448528,0.05294282,0.4745324,99.99769
10.62084,251.9226,15.36729,-4.441166,0.05389859,0.4831719,99.98074
10.62916,252.0861,15.3669,-4.433775,0.05485159,0.4917891,99.99297
10.6375,252.2562,15.36645,-4.426895,0.05576572,0.5000604,100.0074
10.64583,252.4278,15.36598,-4.419877,0.05669124,0.5084366,100.0321
10.65416,252.5963,15.36554,-4.412633,0.05763229,0.5169548,99.96906
10.6625,252.7632,15.36511,-4.404772,0.05861992,0.5258934,100.0105
10.67084,252.9304,15.36462,-4.397878,0.05952941,0.5341339,99.95691
10.67917,253.0944,15.36416,-4.3915,0.0603943,0.5419762,100.019
10.6875,253.2635,15.36379,-4.385117,0.06126032,0.5498306,99.99932
10.69583,253.4309,15.36348,-4.378692,0.06212822,0.5577043,100.023
10.70416,253.5986,15.36311,-4.372062,0.06301142,0.5657176,100.0071
10.7125,253.7669,15.3627,-4.364966,0.06393152,0.5740654,99.98361
10.72084,253.9333,15.36234,-4.357928,0.06484512,0.582357,99.97906
10.72917,254.0993,15.362,-4.351202,0.0657309,0.5904008,100.012
10.7375,254.2732,15.3616,-4.344965,0.06658106,0.5981271,100.0016
10.74584,254.4355,15.3612,-4.339078,0.06739624,0.6055418,99.9885
10.75416,254.6014,15.36089,-4.333187,0.06821192,0.6129632,100.0086
10.7625,254.769,15.36056,-4.326718,0.06907353,0.6207992,100.0283
10.77083,254.9398,15.36014,-4.319633,0.0699852,0.629088,99.95108
10.77916,255.1055,15.3597,-4.3129,0.07086496,0.637092,100.0496
10.7875,255.2722,15.35934,-4.306732,0.07169903,0.6446872,99.97089
10.79584,255.4394,15.35896,-4.300956,0.07250074,0.6519941,99.99903
10.80417,255.61,15.35854,-4.295066,0.0733123,0.6593918,100.0115
10.8125,255.7721,15.35813,-4.289098,0.07412515,0.6668032,99.971
10.82083,255.9407,15.35772,-4.283396,0.07491794,0.6740364,100.031
10.82916,256.1067,15.35725,-4.277689,0.0757088,0.6812539,99.96014
10.8375,256.274,15.35672,-4.272002,0.07649808,0.6884594,100.0498
10.84584,256.4465,15.35625,-4.266508,0.07727379,0.6955453,100.0092
10.85417,256.6082,15.35591,-4.261146,0.07803231,0.7024789,99.9709
10.8625,256.7753,15.35556,-4.255482,0.07881578,0.7096388,100.0118
10.87084,256.9466,15.35517,-4.249482,0.0796275,0.7170551,99.95824
10.87916,257.1111,15.35482,-4.243922,0.0803999,0.7241197,100.032
10.8875,257.2806,15.35444,-4.238312,0.0811774,0.7312324,99.98311
10.89583,257.4489,15.35401,-4.232705,0.08195356,0.738335,100.0059
10.90416,257.6133,15.35361,-4.226746,0.0827546,0.745663,100.004
10.9125,257.7797,15.35327,-4.22098,0.08354028,0.752854,99.99501
10.92084,257.9487,15.35297,-4.215296,0.08431985,0.7599911,99.99345
10.92917,258.1124,15.3526,-4.209789,0.08508137,0.7669662,99.99336
10.9375,258.2816,15.35222,-4.20489,0.08579662,0.7735255,100.0164
10.94583,258.446,15.35184,-4.199718,0.08653036,0.7802528,100.0196
10.95416,258.6132,15.35145,-4.194492,0.08726837,0.7870196,99.98018
10.9625,258.7794,15.35101,-4.18883,0.08803934,0.7940845,100.007
10.97084,258.951,15.3506,-4.183696,0.08877042,0.800791,100.0079
10.97917,259.119,15.35023,-4.178284,0.08952086,0.8076734,99.99389
10.9875,259.2826,15.34981,-4.173132,0.09024784,0.8143456,99.99341
10.99584,259.4478,15.34931,-4.168267,0.09095186,0.8208124,99.99848
11.00416,259.6144,15.34881,-4.163505,0.09164708,0.8272008,100.0229
11.0125,259.7844,15.34837,-4.158144,0.09239045,0.8340265,99.9854
11.02083,259.947,15.34789,-4.15275,0.09313191,0.8408361,99.9791
11.02916,260.1155,15.34739,-4.147583,0.09385719,0.8475019,100.0389
11.0375,260.2842,15.34695,-4.14275,0.09455558,0.8539266,99.99356
11.04584,260.4508,15.34656,-4.138133,0.09523541,0.8601859,99.97931
11.05417,260.6165,15.34601,-4.133172,0.09594042,0.8666739,100.0147
11.0625,260.786,15.34507,-4.128848,0.09659559,0.8727132,99.98906
11.07083,260.9508,15.3438,-4.124463,0.09725294,0.8787741,99.98051
11.07916,261.1175,15.34244,-4.119234,0.09797668,0.8854366,100.0287
11.0875,261.2846,15.34102,-4.113739,0.09872063,0.8922838,99.99324
11.09584,261.4546,15.33957,-4.108711,0.09942801,0.8988025,100.0048
11.10417,261.6208,15.33812,-4.102786,0.1002037,0.9059412,100.0474
11.1125,261.7882,15.33663,-4.096653,0.1009951,0.9132231,99.93891
11.12084,261.957,15.33498,-4.090365,0.1017982,0.9206138,99.98024
11.12916,262.1251,15.33327,-4.083318,0.1026595,0.9285324,100.0338
11.1375,262.2917,15.33179,-4.076257,0.1035205,0.9364508,100.0138
11.14583,262.4592,15.33071,-4.068908,0.1044033,0.9445678,100.0043
11.15416,262.6205,15.33004,-4.061005,0.1053254,0.9530422,99.99884
11.1625,262.7944,15.32954,-4.053698,0.1062053,0.9611378,99.99609
11.17084,262.956,15.3291,-4.04645,0.1070746,0.9691384,99.99224
11.17917,263.1262,15.32867,-4.039311,0.1079372,0.9770809,99.98437
11.1875,263.2922,15.32821,-4.033018,0.1087313,0.9844062,100.0084
11.19583,263.4572,15.32781,-4.027102,0.1094942,0.9914504,99.97734
11.20416,263.6244,15.32754,-4.02086,0.1102823,0.9987244,100.0389
11.2125,263.7902,15.3273,-4.01593,0.1109662,1.005056,99.97944
11.22084,263.9598,15.32698,-4.011131,0.1116404,1.011302,100.0211
11.22917,264.1186,15.32662,-4.006552,0.112292,1.017344,99.95338
11.2375,264.2924,15.32625,-4.002355,0.1129191,1.023167,100.0407
11.24584,264.4584,15.32584,-3.997905,0.1135623,1.029138,99.95788
11.25416,264.6253,15.32539,-3.993166,0.1142272,1.035307,100.0561
11.2625,264.7947,15.32497,-3.988758,0.114867,1.04125,99.99019
11.27083,264.9593,15.32454,-3.984044,0.1155274,1.047381,99.98309
11.27916,265.125,15.32406,-3.97979,0.1161516,1.053186,100.0135
11.2875,265.2916,15.32357,-3.975828,0.1167527,1.058783,99.97743
11.29584,265.4605,15.32312,-3.971688,0.1173678,1.064507,100.058
11.30417,265.6245,15.32266,-3.967818,0.117959,1.070017,99.97241
11.3125,265.7886,15.32211,-3.964038,0.1185427,1.07546,99.96716
11.32083,265.9535,15.32151,-3.960947,0.1190718,1.080409,100.0169
11.32916,266.1252,15.32099,-3.958153,0.1195796,1.085166,99.95586
11.3375,266.2914,15.32056,-3.95603,0.1200326,1.089427,100.0957
11.34584,266.458,15.32012,-3.95407,0.1204724,1.093568,99.94553
11.35417,266.621,15.31972,-3.95268,0.1208652,1.097285,100.0315
11.3625,266.7856,15.31937,-3.951129,0.1212707,1.101118,99.96656
11.37084,266.9552,15.31901,-3.95019,0.1216297,1.10453,99.99768
11.37916,267.1208,15.31862,-3.949075,0.1220002,1.108046,100.0166
11.3875,267.2895,15.31822,-3.948361,0.1223405,1.11129,99.98519
11.39583,267.4485,15.31785,-3.947696,0.1226722,1.114456,100.0072
11.40416,267.6206,15.31737,-3.947008,0.1230107,1.117685,99.99768
11.4125,267.7864,15.31675,-3.94628,0.123349,1.120914,100.0012
11.42084,267.9549,15.31612,-3.945896,0.1236609,1.123902,99.97832
11.42917,268.1197,15.31556,-3.945738,0.1239534,1.126716,100.0172
11.4375,268.2847,15.31504,-3.945505,0.1242512,1.129578,99.998
11.44583,268.4524,15.31449,-3.945541,0.1245286,1.132255,100.037
11.45416,268.6142,15.31398,-3.945248,0.1248289,1.135142,99.9641
11.4625,268.7849,15.31351,-3.945498,0.1250894,1.137667,100.0423
11.47084,268.9491,15.31302,-3.945772,0.1253451,1.14015,99.9515
11.47917,269.116,15.31253,-3.9464,0.1255744,1.142392,99.99088
11.4875,269.2826,15.31216,-3.9468,0.1258205,1.144788,100.0482
11.49584,269.4467,15.31193,-3.9479,0.1260106,1.146675,99.96831
11.50416,269.6162,15.31166,-3.948761,0.1262206,1.148743,100.0322
11.5125,269.78,15.31131,-3.949386,0.1264462,1.150955,99.987
11.52083,269.9486,15.31094,-3.950482,0.1266369,1.152848,99.98682
11.52916,270.1154,15.31057,-3.952063,0.1267892,1.154394,99.99571
11.5375,270.2781,15.31017,-3.95377,0.1269298,1.155833,99.99859
11.54584,270.4444,15.30977,-3.95556,0.1270643,1.157216,99.98719
11.55417,270.6096,15.30939,-3.957424,0.1271924,1.158542,99.9996
11.5625,270.7771,15.30901,-3.95908,0.1273369,1.160016,100.0115
11.57083,270.9475,15.30862,-3.961242,0.1274434,1.161146,100.0042
11.57916,271.107,15.3082,-3.963532,0.1275352,1.162142,100.0243
11.5875,271.2774,15.30777,-3.965831,0.1276298,1.163164,99.96754
11.59584,271.4406,15.3073,-3.96852,0.1276913,1.163884,100.0092
11.60417,271.6086,15.30672,-3.971165,0.1277575,1.164646,99.98113
11.6125,271.7736,15.30616,-3.973416,0.1278523,1.16567,100.0083
11.62084,271.9414,15.30566,-3.975998,0.1279223,1.166468,100.0092
11.62916,272.1037,15.30518,-3.978541,0.1279929,1.167272,99.98247
11.6375,272.2722,15.30469,-3.981044,0.1280684,1.168121,100.002
11.64583,272.4348,15.30422,-3.984181,0.1280928,1.168503,100
11.65416,272.6011,15.30381,-3.987114,0.1281328,1.169028,100.0064
11.6625,272.7712,15.3034,-3.990122,0.1281688,1.169516,99.9912
11.67084,272.9352,15.30299,-3.993302,0.128189,1.16986,100.0266
11.67917,273.1015,15.30262,-3.996524,0.1282062,1.170178,99.99194
11.6875,273.266,15.30231,-3.999756,0.1282215,1.170477,99.98697
11.69583,273.4352,15.30191,-4.003027,0.1282351,1.170761,100.0265
11.70416,273.6006,15.3014,-4.006633,0.1282215,1.170797,99.98678
11.7125,273.7656,15.30087,-4.010095,0.1282186,1.170932,99.98166
11.72084,273.9333,15.30041,-4.013825,0.1281957,1.170882,99.99305
11.72917,274.099,15.29995,-4.017372,0.1281857,1.170951,100.0023
11.7375,274.2628,15.29944,-4.02113,0.1281588,1.170866,100.0563
11.74584,274.4282,15.29893,-4.024997,0.1281233,1.170701,99.98137
11.75416,274.5934,15.2984,-4.029348,0.12805,1.170191,100.0045
11.7625,274.7622,15.29782,-4.033728,0.1279756,1.169671,99.97843
11.77083,274.9228,15.29728,-4.037811,0.1279209,1.169331,100.007
11.77916,275.091,15.29685,-4.042074,0.1278542,1.168881,99.94782
11.7875,275.2595,15.2965,-4.046298,0.1277904,1.168457,100.0622
11.79584,275.4238,15.2961,-4.050972,0.1276905,1.167703,99.97001
11.80417,275.5924,15.29568,-4.055154,0.1276294,1.167304,100.0156
11.8125,275.7602,15.29528,-4.059289,0.1275713,1.166932,99.98894
11.82083,275.9232,15.29489,-4.063971,0.1274698,1.166162,99.99199
11.82916,276.0882,15.29447,-4.068388,0.1273885,1.165578,100.0125
11.8375,276.2539,15.29406,-4.072628,0.1273209,1.165119,100.0208
11.84584,276.4194,15.29369,-4.076898,0.1272502,1.164631,100.0096
11.85417,276.5866,15.2933,-4.081639,0.1271442,1.16382,99.96582
11.8625,276.7534,15.29283,-4.086502,0.1270287,1.162921,99.98749
11.87084,276.9191,15.29236,-4.091217,0.1269236,1.162118,100.0111
11.87916,277.085,15.29192,-4.096036,0.1268101,1.161237,100.0258
11.8875,277.2466,15.29144,-4.101333,0.1266584,1.160005,99.97016
11.89583,277.4169,15.29092,-4.106615,0.1265098,1.158803,100.0054
11.90416,277.5855,15.29042,-4.111722,0.1263744,1.157721,100.0206
11.9125,277.7446,15.28994,-4.11689,0.1262309,1.156564,99.96744
11.92084,277.9112,15.28944,-4.122263,0.1260736,1.15528,100.0143
11.92917,278.0795,15.28892,-4.127659,0.1259151,1.153984,100.0119
11.9375,278.2454,15.28844,-4.132893,0.1257679,1.152792,99.9825
11.94583,278.4091,15.288,-4.13838,0.1256004,1.151414,100.0455
11.95416,278.5752,15.28749,-4.14393,0.125428,1.149989,99.97204
11.9625,278.7425,15.28696,-4.149041,0.1252897,1.148876,99.9953
11.97084,278.9052,15.28647,-4.15447,0.1251259,1.147527,99.99219
11.97917,279.073,15.28602,-4.159906,0.1249626,1.146182,99.99976
11.9875,279.239,15.2855,-4.165187,0.12481,1.144932,99.98212
11.99584,279.4066,15.28491,-4.170554,0.1246518,1.14363,100.0442
12.00416,279.57,15.2844,-4.17605,0.1244825,1.142224,99.97588
12.0125,279.7394,15.28392,-4.181522,0.1243168,1.140851,99.99402
12.02083,279.9033,15.28339,-4.18689,0.1241566,1.139526,99.99981
12.02916,280.0689,15.28284,-4.192215,0.1240003,1.138236,100.0165
12.0375,280.2352,15.28236,-4.197694,0.1238324,1.136838,100.0005
12.04584,280.4019,15.2819,-4.203487,0.1236406,1.13522,99.98336
12.05417,280.5696,15.2814,-4.208808,0.1234846,1.133932,100.0186
12.0625,280.7368,15.28092,-4.21423,0.123321,1.132573,100.0313
12.07083,280.8978,15.28052,-4.219482,0.1231675,1.131306,99.92688
12.07916,281.0669,15.28013,-4.225064,0.1229913,1.129831,100.0424
12.0875,281.231,15.27966,-4.230276,0.1228411,1.128593,99.99239
12.09584,281.397,15.2791,-4.235942,0.122657,1.127044,99.99726
12.10417,281.562,15.27862,-4.242056,0.1224384,1.125177,99.99736
12.1125,281.731,15.27822,-4.248002,0.1222335,1.123436,99.98204
12.12084,281.8974,15.27777,-4.253652,0.1220502,1.121893,100.0212
12.12916,282.0602,15.27731,-4.25939,0.1218585,1.120272,99.96371
12.1375,282.2291,15.27686,-4.265462,0.1216431,1.118434,100.041
12.14583,282.3938,15.27634,-4.271508,0.1214282,1.116598,100.018
12.15416,282.5572,15.27574,-4.277859,0.1211898,1.114547,99.97246
12.1625,282.7227,15.27519,-4.28422,0.1209505,1.112486,99.99663
12.17084,282.8924,15.27471,-4.290746,0.1207004,1.110325,100.0216
12.17917,283.055,15.27427,-4.297083,0.1204618,1.108271,99.9968
12.1875,283.2247,15.27381,-4.303285,0.1202356,1.106329,99.97563
12.19583,283.3926,15.2733,-4.309574,0.1200023,1.104322,99.97621
12.20416,283.5599,15.27277,-4.316306,0.1197351,1.102002,100.0375
12.2125,283.7246,15.27217,-4.323254,0.119451,1.099526,100.0228
12.22084,283.8898,15.27156,-4.330004,0.1191813,1.097182,99.9675
12.22917,284.0567,15.27106,-4.336585,0.1189247,1.094959,99.99766
12.2375,284.2205,15.27066,-4.343094,0.1186726,1.092775,99.98974
12.24584,284.3864,15.27018,-4.349704,0.1184132,1.090525,100.0239
12.25416,284.5516,15.26964,-4.356482,0.1181405,1.088151,100.0135
12.2625,284.7188,15.26911,-4.363294,0.1178657,1.085757,99.98766
12.27083,284.8866,15.26856,-4.370179,0.1175855,1.083312,99.98046
12.27916,285.0532,15.26792,-4.37691,0.117316,1.080966,100.0416
12.2875,285.2175,15.26726,-4.383844,0.1170302,1.078469,99.96554
12.29584,285.385,15.26672,-4.390058,0.116799,1.076474,100.0116
12.30417,285.5497,15.26627,-4.396547,0.1165465,1.074281,100.017
12.3125,285.718,15.26579,-4.402998,0.1162975,1.072122,99.96088
12.32083,285.8818,15.26527,-4.40928,0.1160596,1.070064,100.0218
12.32916,286.0463,15.26478,-4.415256,0.1158446,1.068216,99.98159
12.3375,286.2126,15.26434,-4.421394,0.1156177,1.066258,99.99431
12.34584,286.3794,15.26385,-4.42777,0.1153731,1.064137,100.0216
12.35417,286.5455,15.26337,-4.433743,0.1151577,1.062284,100.025
12.3625,286.7122,15.26295,-4.439406,0.1149658,1.060648,99.95869
12.37084,286.8796,15.2625,-4.44487,0.1147886,1.059146,100.0166
12.37916,287.0464,15.26194,-4.45055,0.114595,1.057493,99.99164
12.3875,287.2041,15.26136,-4.456791,0.1143562,1.055422,100.0919
12.39583,287.3738,15.26079,-4.463326,0.1140981,1.053172,99.93895
12.40416,287.542,15.26022,-4.469852,0.1138406,1.050927,99.99555
12.4125,287.7088,15.25962,-4.476487,0.1135748,1.048606,100.0037
12.42084,287.8743,15.25902,-4.483234,0.1133,1.0462,99.96306
12.42917,288.0378,15.2585,-4.489796,0.1130377,1.04391,100.0052
12.4375,288.2062,15.25798,-4.496768,0.1127464,1.04135,100.0385
12.44583,288.37,15.25744,-4.503944,0.112438,1.038632,99.96042
12.45416,288.5352,15.25702,-4.511062,0.1121339,1.035954,100.0026
12.4625,288.7038,15.25666,-4.518916,0.1117757,1.032774,100.0167
12.47084,288.8686,15.25624,-4.525912,0.1114806,1.030178,100.0197
12.47917,289.0341,15.25574,-4.532514,0.1112152,1.027855,99.9891
12.4875,289.1977,15.25529,-4.539224,0.1109402,1.025442,99.99712
12.49584,289.3671,15.25486,-4.546144,0.110651,1.022898,99.96805
12.50416,289.5344,15.25441,-4.5526,0.110396,1.020668,100.0105
12.5125,289.6978,15.25389,-4.559094,0.1101367,1.0184,100.0272
12.52083,289.8669,15.25338,-4.565631,0.1098757,1.016114,99.97659
12.52916,290.0314,15.2529,-4.572269,0.1096057,1.013745,99.97241
12.5375,290.1966,15.25233,-4.578635,0.1093559,1.011562,100.0387
12.54584,290.3628,15.25174,-4.584668,0.109131,1.009608,99.97828
12.55417,290.528,15.25117,-4.591097,0.1088758,1.007374,100.0261
12.5625,290.6972,15.25062,-4.597738,0.108606,1.005004,99.99449
12.57083,290.8636,15.25004,-4.604263,0.1083442,1.002708,99.99726
12.57916,291.029,15.24946,-4.610631,0.1080934,1.000514,100.0126
12.5875,291.1958,15.2489,-4.617398,0.1078127,0.9980407,99.9953
12.59584,291.36,15.24831,-4.624008,0.1075433,0.9956722,99.9565
12.60417,291.526,15.24767,-4.6304,0.1072898,0.9934499,100.042
12.6125,291.6906,15.24705,-4.636922,0.1070261,0.9911328,99.98466
12.62084,291.8602,15.24651,-4.643817,0.106736,0.9885708,99.99569
12.62916,292.0267,15.24597,-4.64988,0.1065068,0.9865722,99.99864
12.6375,292.191,15.24539,-4.655812,0.1062865,0.9846558,100.0102
12.64583,292.3569,15.24482,-4.661922,0.1060529,0.9826153,100.0156
12.65416,292.5237,15.2443,-4.668127,0.1058122,0.9805092,99.96728
12.6625,292.6896,15.24373,-4.674444,0.1055626,0.9783188,100.0246
12.67084,292.8575,15.24314,-4.680246,0.1053518,0.9764884,99.97906
12.67917,293.0193,15.24262,-4.685882,0.1051511,0.9747504,100.0518
12.6875,293.1875,15.24211,-4.691312,0.1049673,0.9731688,99.96324
12.69583,293.3526,15.24157,-4.696797,0.1047782,0.9715387,99.99624
12.70416,293.519,15.24102,-4.702649,0.1045622,0.969657,100.0229
12.7125,293.6873,15.24047,-4.70927,0.1042895,0.96725,99.99439
12.72084,293.8528,15.23995,-4.715343,0.1040563,0.965208,99.99855
12.72917,294.0175,15.23939,-4.721387,0.1038249,0.963183,99.9923
12.7375,294.186,15.23881,-4.7276,0.1035818,0.9610482,100.0637
