Time (min),Temperature (degC),Weight (mg),Heat Flow (mW),Temperature Difference (degC),Temperature Difference (muV),Sample Purge Flow (mL/min)
0.3208333,49.03508,15.65353,-8.753444,-1.336909,-8.297258,100.0558
0.3291667,49.03704,15.65348,-8.751444,-1.336632,-8.29559,99.96722
0.3375,49.04565,15.65342,-8.749207,-1.336318,-8.293707,99.96064
0.3458333,49.04014,15.65347,-8.746428,-1.335932,-8.291386,100.0166
0.3541666,49.05782,15.65362,-8.743856,-1.33557,-8.28922,99.98394
0.3625,49.06641,15.65372,-8.741482,-1.335219,-8.287171,100.0237
0.3708334,49.08738,15.65377,-8.738775,-1.334809,-8.284806,99.99946
0.3791666,49.0918,15.65383,-8.735475,-1.334316,-8.281945,99.99097
0.3875,49.10392,15.6539,-8.732047,-1.333802,-8.278965,100.0048
0.3958334,49.117,15.65392,-8.728497,-1.33326,-8.275853,100.0052
0.4041666,49.13474,15.65392,-8.724845,-1.332695,-8.272628,99.97334
0.4125,49.14892,15.65394,-8.721522,-1.332166,-8.26965,100.0017
0.4208333,49.16714,15.65393,-8.717834,-1.33158,-8.266347,100.0371
0.4291667,49.186,15.65388,-8.714601,-1.331037,-8.263366,99.9871
0.4375,49.20437,15.65382,-8.710791,-1.330408,-8.259882,100.0405
0.4458333,49.22648,15.65376,-8.706489,-1.32971,-8.255986,99.95269
0.4541667,49.24638,15.65368,-8.702288,-1.32902,-8.252156,100.0189
0.4625,49.2703,15.65361,-8.698408,-1.328362,-8.248556,99.99938
0.4708334,49.29852,15.65355,-8.694512,-1.327686,-8.2449,100.0115
0.4791666,49.31716,15.65352,-8.690814,-1.327027,-8.241376,99.95699
0.4875,49.3498,15.65343,-8.687242,-1.326378,-8.237934,100.0127
0.4958334,49.37988,15.65329,-8.683288,-1.325661,-8.234126,100.0222
0.5041666,49.40834,15.6532,-8.679614,-1.324974,-8.23053,100.0058
0.5125,49.4441,15.65314,-8.675509,-1.324215,-8.226535,100.0103
0.5208332,49.47496,15.65304,-8.671799,-1.323498,-8.22283,99.96199
0.5291666,49.50037,15.65296,-8.668438,-1.322819,-8.219388,99.99109
0.5375,49.54198,15.65292,-8.66461,-1.322067,-8.21553,100.0329
0.5458334,49.57738,15.6529,-8.660644,-1.321283,-8.211519,99.97286
0.5541668,49.6135,15.65284,-8.656406,-1.320456,-8.207261,99.99788
0.5625,49.65583,15.65276,-8.652176,-1.319614,-8.202966,100.051
0.5708332,49.69371,15.65276,-8.647442,-1.318695,-8.198224,99.99009
0.5791666,49.733,15.65279,-8.643281,-1.317846,-8.193934,99.94852
0.5875,49.77616,15.65281,-8.638876,-1.316954,-8.189411,100.0099
0.5958334,49.82481,15.65282,-8.634621,-1.316071,-8.18498,100.017
0.6041668,49.87124,15.65286,-8.630022,-1.315128,-8.180222,99.94819
0.6125,49.92279,15.65289,-8.625356,-1.314159,-8.175356,100.0291
0.6208334,49.96464,15.65286,-8.620955,-1.313214,-8.170678,100.0316
0.6291666,50.01734,15.65283,-8.616553,-1.312263,-8.165974,99.96655
0.6375,50.06874,15.65284,-8.612372,-1.311325,-8.161406,99.99387
0.6458332,50.12227,15.65285,-8.607905,-1.310339,-8.156574,100.0101
0.6541666,50.18205,15.65279,-8.603784,-1.309384,-8.151978,100.0067
0.6625,50.22922,15.65272,-8.599152,-1.30835,-8.146926,100.0078
0.6708334,50.28779,15.65259,-8.594899,-1.307355,-8.142151,100.0066
0.6791668,50.35019,15.65237,-8.590363,-1.30631,-8.13711,99.98609
0.6875,50.41145,15.65211,-8.585881,-1.305262,-8.132079,99.98297
0.6958332,50.47517,15.65195,-8.581636,-1.304233,-8.127202,100.0021
0.7041666,50.53871,15.65189,-8.577296,-1.303177,-8.122205,99.96947
0.7125,50.60432,15.65183,-8.572747,-1.302078,-8.116988,100.0553
0.7208334,50.67174,15.65172,-8.568274,-1.300979,-8.111801,100.017
0.7291668,50.7425,15.65164,-8.563905,-1.299876,-8.106647,99.98769
0.7375,50.81418,15.65164,-8.559244,-1.298725,-8.101222,99.97918
0.7458334,50.88591,15.6517,-8.555072,-1.297622,-8.096149,100.0263
0.7541666,50.9603,15.6518,-8.550294,-1.296424,-8.09053,99.98676
0.7625,51.0331,15.65193,-8.545707,-1.29524,-8.085034,100.0289
0.7708332,51.10857,15.65194,-8.541394,-1.294081,-8.079726,99.98426
0.7791666,51.18713,15.65175,-8.537042,-1.292905,-8.074348,100.0161
0.7875,51.26508,15.65152,-8.532769,-1.291725,-8.068991,99.95449
0.7958334,51.34476,15.65139,-8.529068,-1.290612,-8.064074,100.0023
0.8041668,51.42946,15.65135,-8.524702,-1.289396,-8.058566,100.0218
0.8125,51.5134,15.65125,-8.520844,-1.288237,-8.053438,99.97507
0.8208332,51.60213,15.6511,-8.51713,-1.287082,-8.048382,100.0209
0.8291666,51.68402,15.65101,-8.512962,-1.285857,-8.042925,99.99043
0.8375,51.77348,15.65094,-8.509278,-1.284685,-8.037826,100.0061
0.8458334,51.86484,15.65088,-8.505181,-1.283444,-8.032344,100.027
0.8541668,51.96037,15.65098,-8.500647,-1.282131,-8.026458,99.97274
0.8625,52.04678,15.65123,-8.496238,-1.280825,-8.020641,99.96984
0.8708332,52.14514,15.65144,-8.492218,-1.279556,-8.015102,100.0361
0.8791668,52.23838,15.65155,-8.487832,-1.278227,-8.009222,100.0012
0.8875,52.34117,15.65162,-8.483911,-1.276944,-8.003671,100.0102
0.8958332,52.43524,15.65174,-8.479438,-1.27558,-7.997644,99.96836
0.9041666,52.54123,15.65184,-8.4749,-1.274195,-7.991524,99.98621
0.9125,52.64226,15.65184,-8.470712,-1.272841,-7.98564,100.0084
0.9208334,52.74343,15.65183,-8.466601,-1.271484,-7.979776,100.0092
0.9291668,52.84776,15.65179,-8.463007,-1.270187,-7.97431,99.9953
0.9375,52.95761,15.65166,-8.459978,-1.268951,-7.96926,100.0382
0.9458332,53.0627,15.6515,-8.456516,-1.267643,-7.963811,99.99345
0.9541666,53.17453,15.65139,-8.452959,-1.266313,-7.95825,99.98064
0.9625,53.28528,15.65128,-8.449745,-1.265013,-7.952918,99.99939
0.9708334,53.39918,15.65111,-8.446415,-1.263688,-7.947461,99.98468
0.9791668,53.51157,15.65088,-8.442984,-1.262338,-7.941884,100.0122
0.9875,53.62905,15.65076,-8.439901,-1.261022,-7.93655,100.0119
0.9958332,53.7453,15.65074,-8.436909,-1.259708,-7.931256,99.99781
1.004167,53.8644,15.65076,-8.433322,-1.258302,-7.925429,100.0166
1.0125,53.98286,15.65082,-8.430216,-1.256945,-7.91995,99.96468
1.020833,54.10411,15.65096,-8.426822,-1.255542,-7.914206,100.0564
1.029167,54.2236,15.65111,-8.423239,-1.254106,-7.908282,99.94164
1.0375,54.35243,15.65119,-8.419806,-1.252676,-7.90243,100.0097
1.045834,54.4777,15.65128,-8.416251,-1.251219,-7.896443,100.008
1.054167,54.61236,15.65142,-8.412612,-1.249737,-7.890339,99.98749
1.0625,54.73657,15.65156,-8.40916,-1.248264,-7.884337,100.001
1.070833,54.8668,15.65161,-8.406076,-1.246832,-7.87861,100.0089
1.079166,54.99438,15.65157,-8.402931,-1.245382,-7.8728,99.99018
1.0875,55.12198,15.65152,-8.400316,-1.243994,-7.867395,100.0074
1.095833,55.26062,15.65144,-8.397132,-1.242522,-7.861491,100.0334
1.104166,55.39457,15.65134,-8.393731,-1.241007,-7.855359,100.0125
1.1125,55.53477,15.65126,-8.390899,-1.239553,-7.849649,99.98129
1.120833,55.67191,15.65118,-8.387582,-1.238029,-7.843515,99.98024
1.129167,55.80815,15.65101,-8.384314,-1.236502,-7.837385,100.0173
1.1375,55.95736,15.6508,-8.381171,-1.234981,-7.831326,99.9865
1.145834,56.09402,15.65067,-8.378318,-1.233491,-7.825474,99.97785
1.154167,56.24264,15.65063,-8.375034,-1.231928,-7.819216,100.007
1.1625,56.38186,15.6506,-8.371764,-1.23036,-7.81294,100.0194
1.170834,56.5342,15.65056,-8.368639,-1.228795,-7.806731,100.0185
1.179167,56.68012,15.65058,-8.365795,-1.227255,-7.800712,99.96601
1.1875,56.82874,15.65064,-8.363507,-1.225778,-7.795113,100.0104
1.195833,56.97801,15.65067,-8.360656,-1.22422,-7.78902,100.0221
1.204166,57.1341,15.6507,-8.357962,-1.222672,-7.783022,99.99301
1.2125,57.27889,15.6508,-8.355414,-1.221134,-7.777109,99.99211
1.220833,57.43776,15.65089,-8.35311,-1.219621,-7.771369,99.98442
1.229166,57.59239,15.65087,-8.350768,-1.218092,-7.76556,99.99824
1.2375,57.74771,15.65079,-8.348363,-1.216547,-7.759669,100.0012
1.245833,57.90056,15.65077,-8.34587,-1.214982,-7.753674,99.99363
1.254167,58.06627,15.65075,-8.343335,-1.213403,-7.747609,100.0305
1.2625,58.23056,15.65064,-8.34095,-1.211831,-7.741626,99.98946
1.270834,58.39078,15.65051,-8.338293,-1.210215,-7.735385,100.0112
1.279167,58.54876,15.65042,-8.33587,-1.208622,-7.729308,99.99269
1.2875,58.71432,15.6503,-8.333326,-1.207007,-7.723103,100.0036
1.295834,58.87764,15.65014,-8.330928,-1.2054,-7.716982,99.99618
1.304167,59.04271,15.65007,-8.328684,-1.203804,-7.71095,99.97179
1.3125,59.20744,15.65014,-8.326294,-1.202186,-7.70478,100.045
1.320833,59.37198,15.65022,-8.32394,-1.200564,-7.698614,99.95541
1.329166,59.54467,15.65021,-8.32174,-1.198953,-7.692535,100.0089
1.3375,59.71187,15.6502,-8.319476,-1.197329,-7.686381,99.99005
1.345833,59.88113,15.65029,-8.316753,-1.195646,-7.679834,100.0048
1.354166,60.055,15.65037,-8.314053,-1.193967,-7.673284,99.98736
1.3625,60.23037,15.65037,-8.311405,-1.19229,-7.666734,100.0405
1.370833,60.40236,15.6504,-8.309299,-1.190682,-7.660599,99.98082
1.379167,60.57558,15.65048,-8.307176,-1.189071,-7.65442,99.99308
1.3875,60.75527,15.65048,-8.3048,-1.187427,-7.648007,100.1175
1.395834,60.93148,15.65039,-8.302306,-1.185765,-7.64146,99.86814
1.404167,61.11046,15.65033,-8.299796,-1.1841,-7.63487,100.0099
1.4125,61.28603,15.65029,-8.296984,-1.182398,-7.628006,100.0296
1.420834,61.46412,15.6502,-8.294418,-1.180729,-7.621328,100.0035
1.429167,61.64132,15.65004,-8.292179,-1.179098,-7.614888,99.97844
1.4375,61.82868,15.64995,-8.290076,-1.177478,-7.60853,100.0198
1.445833,62.00992,15.64993,-8.287934,-1.175849,-7.60212,99.98797
1.454166,62.19701,15.64982,-8.285509,-1.174174,-7.595438,100.0047
1.4625,62.37888,15.64964,-8.283011,-1.172485,-7.588676,100.0015
1.470833,62.56462,15.64956,-8.280464,-1.170785,-7.58185,99.98472
1.479166,62.74739,15.64956,-8.278238,-1.169124,-7.575275,99.99308
1.4875,62.93765,15.64955,-8.276018,-1.167456,-7.568668,99.98829
1.495833,63.11832,15.64954,-8.27398,-1.165809,-7.5622,100.0111
1.504167,63.3102,15.6496,-8.271778,-1.164133,-7.555562,99.99269
1.5125,63.49537,15.64964,-8.269514,-1.162445,-7.548852,100.0343
1.520834,63.68679,15.64956,-8.267066,-1.16073,-7.541972,99.98701
1.529167,63.87836,15.64944,-8.265145,-1.159077,-7.535501,100.0022
1.5375,64.06825,15.64945,-8.2633,-1.15743,-7.529074,100.0077
1.545834,64.25856,15.64957,-8.261172,-1.155746,-7.522405,99.97845
1.554167,64.45156,15.64963,-8.259278,-1.154088,-7.515903,100.0185
1.5625,64.64598,15.64961,-8.257226,-1.152402,-7.50924,99.99413
1.570833,64.83972,15.64952,-8.255093,-1.150704,-7.5025,100.0011
1.579166,65.03618,15.64934,-8.25295,-1.148998,-7.495719,100.0076
1.5875,65.23094,15.64914,-8.250663,-1.14727,-7.4888,100.013
1.595833,65.42387,15.64906,-8.24825,-1.145524,-7.481762,99.95194
1.604166,65.61806,15.64909,-8.245866,-1.14378,-7.474734,100.0036
1.6125,65.81842,15.64913,-8.24322,-1.141999,-7.467476,100.0128
1.620833,66.01134,15.64909,-8.240289,-1.140182,-7.459974,100.0247
1.629167,66.2124,15.64903,-8.237444,-1.138371,-7.452518,99.96378
1.6375,66.40984,15.64901,-8.234844,-1.136587,-7.445239,100.0321
1.645834,66.6101,15.64894,-8.232379,-1.134819,-7.438062,99.98188
1.654167,66.8045,15.6489,-8.229981,-1.133059,-7.430932,100.0046
1.6625,67.00758,15.64896,-8.22752,-1.131288,-7.423728,100.0218
1.670834,67.20418,15.64907,-8.224757,-1.129482,-7.416284,99.96876
1.679166,67.40857,15.64909,-8.22272,-1.127759,-7.409399,100.013
1.6875,67.6118,15.64899,-8.22075,-1.12604,-7.402543,100.0068
1.695834,67.8125,15.64894,-8.21852,-1.124288,-7.395465,99.97856
1.704166,68.01538,15.64897,-8.216484,-1.122557,-7.388526,100.0083
1.7125,68.21978,15.64898,-8.214312,-1.120807,-7.38146,100.0016
1.720833,68.4232,15.64892,-8.212038,-1.119043,-7.374301,100.0013
1.729166,68.62868,15.64892,-8.209564,-1.117252,-7.366962,100.0218
1.7375,68.8274,15.64892,-8.207119,-1.115462,-7.359636,100.0122
1.745833,69.03266,15.64888,-8.204415,-1.113642,-7.35209,99.94932
1.754167,69.23606,15.64883,-8.202371,-1.111898,-7.345058,100.0266
1.7625,69.43989,15.64879,-8.19985,-1.110099,-7.337641,99.99061
1.770834,69.65121,15.64878,-8.197293,-1.108293,-7.330179,100.0368
1.779167,69.85228,15.6487,-8.194936,-1.106512,-7.322872,99.9755
1.7875,70.06304,15.6486,-8.192087,-1.104668,-7.31515,99.98647
1.795834,70.26701,15.64854,-8.189276,-1.102829,-7.30745,100.0303
1.804166,70.47131,15.64851,-8.186226,-1.100961,-7.299551,99.94345
1.8125,70.67999,15.64846,-8.18298,-1.099072,-7.291491,100.048
1.820834,70.88518,15.64843,-8.179849,-1.097193,-7.283506,99.97722
1.829166,71.09347,15.64844,-8.177369,-1.095393,-7.276038,99.98774
1.8375,71.306,15.64839,-8.174349,-1.093526,-7.268116,100.0443
1.845833,71.50879,15.64831,-8.17127,-1.091649,-7.260132,99.96426
1.854166,71.72163,15.64831,-8.168212,-1.089779,-7.252172,99.98994
1.8625,71.92403,15.64834,-8.164588,-1.08784,-7.24374,100.0264
1.870833,72.13816,15.6483,-8.161624,-1.08598,-7.235839,99.98422
1.879167,72.34736,15.6482,-8.15878,-1.084137,-7.228025,100.0417
1.8875,72.5544,15.64813,-8.156087,-1.08231,-7.220322,99.97701
1.895834,72.76558,15.64811,-8.153542,-1.080502,-7.212732,99.98644
1.904167,72.9766,15.64804,-8.150922,-1.078683,-7.205069,100.0149
1.9125,73.1855,15.64794,-8.1477,-1.076791,-7.19691,100.0209
1.920834,73.40034,15.64788,-8.14482,-1.074942,-7.189022,99.99169
1.929166,73.60456,15.64783,-8.141578,-1.073049,-7.180835,99.9678
1.9375,73.81452,15.64771,-8.138189,-1.071141,-7.172528,100.0054
1.945834,74.01981,15.64756,-8.135486,-1.069319,-7.164776,100.0244
1.954166,74.24176,15.64752,-8.132476,-1.067458,-7.156766,99.96881
1.9625,74.446,15.64748,-8.129375,-1.065587,-7.148672,100.0131
1.970833,74.65891,15.64735,-8.126191,-1.063708,-7.140516,100.017
1.979166,74.8667,15.6472,-8.123215,-1.061856,-7.132522,99.99024
1.9875,75.07984,15.64715,-8.119805,-1.059953,-7.124174,99.9767
1.995833,75.29092,15.64712,-8.116531,-1.058068,-7.115931,100.0401
2.004166,75.5008,15.64704,-8.11312,-1.056168,-7.107578,100.0012
2.0125,75.70686,15.64697,-8.109911,-1.054298,-7.099395,99.98341
2.020833,75.92397,15.64694,-8.107099,-1.052473,-7.091522,100.0059
2.029167,76.13044,15.64692,-8.103989,-1.050612,-7.083395,99.97074
2.0375,76.34228,15.64682,-8.101026,-1.048774,-7.075401,100.0106
2.045834,76.55413,15.64677,-8.097832,-1.046912,-7.067222,99.97612
2.054166,76.76616,15.64681,-8.094641,-1.045048,-7.05903,100.0159
2.0625,76.9757,15.64685,-8.091589,-1.043204,-7.050955,100.0159
2.070834,77.18594,15.6468,-8.08871,-1.041383,-7.043018,100.0031
2.079166,77.39594,15.64672,-8.085694,-1.039549,-7.034974,99.98349
2.0875,77.61044,15.64668,-8.082618,-1.03771,-7.026881,99.99822
2.095833,77.8153,15.64662,-8.079355,-1.035849,-7.018628,99.98468
2.104167,78.02813,15.6465,-8.075666,-1.033941,-7.010038,100.0085
2.1125,78.23861,15.64642,-8.071982,-1.032035,-7.001447,100.0271
2.120834,78.45184,15.64639,-8.068384,-1.030141,-6.992922,99.96891
2.129166,78.65919,15.64629,-8.06491,-1.028264,-6.9845,100.063
2.1375,78.86819,15.6461,-8.061147,-1.026363,-6.975855,99.93553
2.145833,79.0775,15.64594,-8.056912,-1.024412,-6.966825,100.0337
2.154167,79.29168,15.64584,-8.052532,-1.022453,-6.957679,99.987
2.1625,79.49785,15.64574,-8.048396,-1.02053,-6.94873,99.98931
2.170834,79.70976,15.64559,-8.044314,-1.018623,-6.939828,100.0176
2.179166,79.91796,15.64552,-8.040549,-1.016761,-6.931184,100.0146
2.1875,80.1293,15.64548,-8.037112,-1.014945,-6.922803,99.9583
2.195834,80.33494,15.64539,-8.033413,-1.013108,-6.91422,100.0332
2.204166,80.54707,15.64526,-8.02934,-1.011234,-6.905334,100.001
2.2125,80.75258,15.64519,-8.025141,-1.009357,-6.89636,99.96166
2.220833,80.96437,15.64514,-8.021172,-1.007508,-6.887562,100.0461
2.229167,81.169,15.64503,-8.017222,-1.005665,-6.878784,99.98091
2.2375,81.3753,15.64492,-8.013605,-1.003867,-6.870293,100.002
2.245834,81.5852,15.64486,-8.009691,-1.002037,-6.861566,99.97699
2.254166,81.79168,15.64479,-8.005988,-1.000235,-6.853014,99.99289
2.2625,82.00144,15.64463,-8.00212,-0.9984165,-6.844331,100.0406
2.270833,82.20345,15.64448,-7.997774,-0.9965455,-6.83527,100.0115
2.279167,82.41522,15.64441,-7.99364,-0.9947028,-6.826384,99.95941
2.2875,82.62228,15.64436,-7.989293,-0.9928374,-6.817328,99.9898
2.295834,82.82856,15.64429,-7.98557,-0.9910465,-6.808774,100.0304
2.304166,83.04038,15.64423,-7.981431,-0.9892099,-6.799888,99.98945
2.3125,83.24389,15.64422,-7.977387,-0.9873876,-6.791082,100.0266
2.320834,83.4504,15.64416,-7.973495,-0.9855841,-6.782397,99.9842
2.329166,83.65918,15.64406,-7.969762,-0.9838012,-6.77384,100.006
2.3375,83.86304,15.644,-7.966051,-0.9820241,-6.765306,99.97208
2.345833,84.06798,15.64403,-7.961984,-0.9802102,-6.756495,100.0157
2.354167,84.27418,15.64406,-7.957774,-0.9783816,-6.74757,100.0056
2.3625,84.47506,15.64402,-7.95351,-0.9765507,-6.738609,100.0206
2.370834,84.68316,15.64393,-7.949682,-0.9747751,-6.73001,99.94953
2.379166,84.88674,15.64383,-7.945194,-0.9729266,-6.720886,100.0254
2.3875,85.09178,15.64368,-7.940774,-0.9710894,-6.711822,99.97139
2.395833,85.29468,15.64352,-7.936404,-0.9692618,-6.702808,99.99918
2.404167,85.49531,15.64337,-7.931824,-0.9674144,-6.693634,100.0089
2.4125,85.7008,15.64324,-7.926984,-0.9655411,-6.68426,100.022
2.420834,85.90406,15.64303,-7.922016,-0.963657,-6.674792,100.0071
2.429166,86.10636,15.64275,-7.91709,-0.9617797,-6.665358,100.0247
2.4375,86.30746,15.64251,-7.912901,-0.9599926,-6.65653,99.95345
2.445834,86.50634,15.64232,-7.908715,-0.9582098,-6.647712,99.99337
2.454166,86.71138,15.64213,-7.904276,-0.956403,-6.638706,100.0266
2.4625,86.91082,15.64192,-7.900225,-0.9546434,-6.630014,99.97022
2.470833,87.11434,15.64178,-7.896256,-0.9528991,-6.621405,99.99907
2.479167,87.31349,15.64169,-7.891879,-0.9511089,-6.612462,100.0741
2.4875,87.51124,15.64157,-7.887634,-0.9493399,-6.603645,99.95116
2.495834,87.71138,15.64146,-7.88377,-0.9476188,-6.595142,100.0395
2.504166,87.90929,15.64144,-7.879594,-0.9458668,-6.586404,99.95903
2.5125,88.11332,15.64141,-7.87545,-0.94412,-6.577688,100.0153
2.520833,88.30816,15.64128,-7.87076,-0.9423141,-6.56854,99.97875
2.529167,88.50762,15.64112,-7.866165,-0.9405231,-6.559478,100.0325
2.5375,88.70366,15.64101,-7.861181,-0.9386897,-6.550104,99.98694
2.545834,88.90156,15.64091,-7.856079,-0.9368488,-6.540652,99.97278
2.554166,89.10275,15.64077,-7.85096,-0.9350082,-6.53119,100.0042
2.5625,89.29938,15.64059,-7.846426,-0.9332413,-6.522218,100.0271
2.570834,89.49711,15.64042,-7.84196,-0.9314813,-6.513289,99.96762
2.579166,89.6935,15.6402,-7.837216,-0.9296944,-6.50415,99.99394
2.5875,89.88852,15.63997,-7.832392,-0.9279016,-6.494952,99.99726
2.595833,90.08356,15.63982,-7.827729,-0.9261329,-6.485902,100.0012
2.604167,90.27944,15.63975,-7.822594,-0.9243144,-6.47648,100.0154
2.6125,90.47101,15.63965,-7.81721,-0.9224702,-6.466861,99.9967
2.620834,90.66651,15.63952,-7.812481,-0.9207062,-6.457786,99.99608
2.629166,90.86293,15.6394,-7.807832,-0.9189545,-6.44878,100.019
2.6375,91.05438,15.63934,-7.803071,-0.9171961,-6.439702,100.0019
2.645833,91.24921,15.63931,-7.797626,-0.9153614,-6.430074,99.9604
2.654167,91.4432,15.63926,-7.792118,-0.9135242,-6.420406,100.0051
2.6625,91.63593,15.63923,-7.787218,-0.9117619,-6.411246,100.0269
2.670834,91.82697,15.63918,-7.782641,-0.9100391,-6.402351,100.0034
2.679166,92.02094,15.63906,-7.777507,-0.9082571,-6.393018,99.98726
2.6875,92.21128,15.63892,-7.772949,-0.9065438,-6.384152,99.99832
2.695834,92.40156,15.63882,-7.768491,-0.9048478,-6.375388,100.0293
2.704166,92.59394,15.63872,-7.763868,-0.9031359,-6.366494,99.97407
2.7125,92.78469,15.63857,-7.758859,-0.9013824,-6.357291,100.0209
2.720833,92.97149,15.63839,-7.753894,-0.8996392,-6.348141,99.96106
2.729167,93.15924,15.6382,-7.749308,-0.8979453,-6.339314,100.0128
2.7375,93.3508,15.638,-7.744519,-0.896233,-6.330337,100.0081
2.745834,93.54462,15.63777,-7.739246,-0.8944662,-6.320966,99.9938
2.754166,93.73125,15.63759,-7.733876,-0.8926918,-6.311524,100.0024
2.7625,93.92059,15.63746,-7.728829,-0.8909576,-6.30235,99.99738
2.770833,94.10636,15.6373,-7.72364,-0.8892132,-6.293079,99.99609
2.779167,94.29134,15.63708,-7.718682,-0.8874984,-6.284004,99.99994
2.7875,94.48399,15.63689,-7.71337,-0.8857465,-6.274648,100.0115
2.795834,94.66743,15.63681,-7.708034,-0.8839966,-6.265284,100.0042
2.804166,94.85499,15.63672,-7.703093,-0.882296,-6.256254,100.0154
2.8125,95.04061,15.6366,-7.69818,-0.8805999,-6.247244,100.0004
2.820834,95.22351,15.63651,-7.692962,-0.8788732,-6.238,99.99618
2.829166,95.40594,15.63645,-7.687881,-0.877171,-6.228896,99.96679
2.8375,95.59409,15.63635,-7.682636,-0.8754528,-6.219666,100.0335
2.845833,95.77645,15.63616,-7.677603,-0.8737647,-6.210628,99.99469
2.854167,95.9617,15.63604,-7.672724,-0.8720959,-6.201714,99.99345
2.8625,96.14234,15.636,-7.667897,-0.870437,-6.192854,100.0177
2.870834,96.33151,15.63592,-7.663262,-0.8688038,-6.184158,99.96738
2.879166,96.51384,15.63575,-7.658676,-0.8671791,-6.17551,99.99389
2.8875,96.69595,15.63558,-7.654048,-0.8655524,-6.166831,100.0241
2.895833,96.87431,15.63542,-7.649329,-0.8639219,-6.158102,100.0097
2.904167,97.0579,15.6352,-7.64458,-0.8622912,-6.149356,100.0093
2.9125,97.23546,15.63495,-7.639331,-0.8606062,-6.140209,99.96962
2.920834,97.41936,15.63482,-7.634397,-0.8589624,-6.131332,99.99266
2.929166,97.60292,15.63472,-7.629111,-0.8572816,-6.122168,99.9972
2.9375,97.78066,15.63451,-7.623738,-0.8555988,-6.112944,100.0216
2.945834,97.95907,15.63424,-7.618144,-0.8538984,-6.103552,99.9828
2.954166,98.14044,15.63405,-7.612493,-0.8522003,-6.09413,99.99694
2.9625,98.31715,15.63393,-7.60706,-0.8505366,-6.084907,99.99355
2.970833,98.49881,15.63381,-7.601446,-0.848858,-6.07554,100.0343
2.979167,98.67597,15.63371,-7.596,-0.8472032,-6.066308,99.98184
2.9875,98.85542,15.63364,-7.590576,-0.8455586,-6.057105,99.99049
2.995834,99.03532,15.63356,-7.585095,-0.8439124,-6.047854,100.0112
