Time (min),Temperature (degC),Weight (mg),Heat Flow (mW),Temperature Difference (degC),Temperature Difference (muV),Sample Purge Flow (mL/min)
0.3708334,50.33535,11.4861,-7.293322,-0.02471098,-0.1195439,99.99434
0.3791666,50.32818,11.48616,-7.293455,-0.02474594,-0.1197108,99.96278
0.3875,50.32324,11.4862,-7.292995,-0.0247012,-0.1194921,100.0282
0.3958334,50.3248,11.48622,-7.292744,-0.02468135,-0.1193943,99.99325
0.4083334,50.31851,11.48624,-7.291531,-0.02453639,-0.1186908,100.0203
0.4208333,50.31142,11.48624,-7.29009,-0.02436108,-0.1178404,99.96704
0.4291667,50.31219,11.48622,-7.289222,-0.02425627,-0.1173319,100.0016
0.4375,50.31082,11.48621,-7.288434,-0.02416064,-0.116868,100.0282
0.4458333,50.30581,11.4862,-7.287774,-0.02408304,-0.1164912,99.98808
0.4583334,50.30844,11.4862,-7.286161,-0.02387937,-0.1155044,99.99421
0.4708334,50.30467,11.48618,-7.284515,-0.02366729,-0.1144775,100.0197
0.4791666,50.30435,11.48617,-7.283418,-0.0235268,-0.1137971,100.0082
0.4875,50.304,11.48619,-7.282142,-0.02336168,-0.1129976,99.9683
0.4958334,50.3053,11.48621,-7.281172,-0.0232354,-0.1123863,100.0042
0.5083333,50.30047,11.48622,-7.280063,-0.02309212,-0.1116926,100.0031
0.5208332,50.30656,11.48625,-7.278803,-0.02292667,-0.110892,100.0274
0.5291666,50.30522,11.48629,-7.277866,-0.02280124,-0.1102852,99.97784
0.5375,50.30855,11.48633,-7.27746,-0.0227472,-0.1100238,99.99038
0.5458334,50.31238,11.48634,-7.277155,-0.02270484,-0.109819,99.99586
0.5583334,50.3136,11.48638,-7.276291,-0.02258635,-0.1092462,99.99689
0.5708332,50.31624,11.48638,-7.275743,-0.02250698,-0.108863,100.0275
0.5791666,50.32818,11.48637,-7.274934,-0.02239259,-0.1083103,99.97659
0.5875,50.33089,11.48636,-7.274045,-0.02226414,-0.1076901,99.99926
0.5958334,50.33058,11.48636,-7.273554,-0.02218874,-0.1073265,100.0294
0.6083334,50.3369,11.48632,-7.273339,-0.02214593,-0.107121,99.98941
0.6208334,50.34696,11.48624,-7.272538,-0.0220215,-0.1065212,99.99076
0.6291666,50.34766,11.48621,-7.272168,-0.02196089,-0.1062293,100.0163
0.6375,50.35622,11.48619,-7.271841,-0.02190384,-0.1059549,99.97625
0.6458332,50.36403,11.4862,-7.271601,-0.02185705,-0.1057302,100.0504
0.6583332,50.37304,11.48624,-7.271884,-0.021871,-0.1058005,99.98053
0.6708334,50.38278,11.48628,-7.272309,-0.02190352,-0.1059606,100.0162
0.6791668,50.39507,11.48627,-7.2719,-0.02183024,-0.1056082,100.0108
0.6875,50.40357,11.48629,-7.271059,-0.02169632,-0.1049627,99.96337
0.6958332,50.41628,11.48634,-7.270492,-0.02159601,-0.1044802,99.99755
0.7083332,50.42725,11.48641,-7.269944,-0.02148653,-0.1039546,100.0041
0.7208334,50.43652,11.48645,-7.269445,-0.02138036,-0.1034454,99.99068
0.7291668,50.45313,11.48645,-7.269419,-0.02134978,-0.1033006,100.0035
0.7375,50.46124,11.48645,-7.269788,-0.02137066,-0.1034049,99.99247
0.7458334,50.47858,11.48645,-7.270278,-0.0214055,-0.1035771,100.0074
0.7583332,50.49076,11.48646,-7.271124,-0.02147082,-0.1038987,100.0197
0.7708332,50.50742,11.48652,-7.273025,-0.02167708,-0.1049025,100.0042
0.7791666,50.51746,11.48652,-7.274618,-0.02185886,-0.1057859,99.97711
0.7875,50.53019,11.48655,-7.276142,-0.02202989,-0.1066175,99.98519
0.7958334,50.55092,11.48657,-7.277325,-0.02215273,-0.1072162,100.0084
0.8083332,50.57016,11.48658,-7.2787,-0.02227864,-0.1078324,99.98929
0.8208332,50.59168,11.48658,-7.280008,-0.0223942,-0.1083988,100.0172
0.8291666,50.61331,11.4866,-7.280516,-0.02242024,-0.1085298,99.99156
0.8375,50.62402,11.48662,-7.281324,-0.0224852,-0.1088495,99.9959
0.8458334,50.63688,11.48662,-7.281906,-0.02251886,-0.1090176,100.0037
0.8583334,50.66398,11.48664,-7.282753,-0.0225633,-0.1092411,100.0072
0.8708332,50.68762,11.48669,-7.28427,-0.02269274,-0.1098769,100.0001
0.8791668,50.70966,11.48671,-7.285322,-0.02278364,-0.1103232,99.99614
0.8875,50.72838,11.48673,-7.286548,-0.0228971,-0.1108787,100.005
0.8958332,50.74787,11.48675,-7.288176,-0.02306199,-0.1116838,100.0104
0.9083332,50.77558,11.48676,-7.289966,-0.02322016,-0.1124598,99.99695
0.9208334,50.80782,11.48678,-7.292182,-0.02343375,-0.1135047,100.0178
0.9291668,50.8305,11.48682,-7.293974,-0.02361453,-0.1143877,99.99159
0.9375,50.8454,11.48684,-7.295812,-0.02379921,-0.11529,99.97159
0.9458332,50.86887,11.48684,-7.297375,-0.02394773,-0.1160173,100.026
0.9583332,50.90141,11.48683,-7.299753,-0.02417159,-0.1171142,100.0004
0.9708334,50.93218,11.48682,-7.302564,-0.02445178,-0.1184841,100.0051
0.9791668,50.95463,11.48685,-7.30453,-0.02465041,-0.1194552,99.96437
0.9875,50.977,11.48688,-7.307228,-0.02494594,-0.1208962,100.0193
0.9958332,51.0011,11.4869,-7.309492,-0.02518114,-0.1220451,100.0019
1.008333,51.03918,11.4869,-7.312882,-0.0255318,-0.1237586,99.99332
1.020833,51.07754,11.4869,-7.316772,-0.02594616,-0.1257818,100.0067
1.029167,51.10277,11.48689,-7.319687,-0.0262625,-0.1273258,99.99769
1.0375,51.12511,11.48687,-7.322162,-0.0265198,-0.1285837,100.0089
1.045834,51.14809,11.48686,-7.325079,-0.02683592,-0.130127,99.96968
1.058334,51.19023,11.48685,-7.32901,-0.02724705,-0.132137,100.0116
1.070833,51.23537,11.48685,-7.332224,-0.02755674,-0.1336564,100.0084
1.079166,51.25714,11.48687,-7.334954,-0.02784088,-0.1350465,99.98113
1.0875,51.28761,11.48689,-7.338466,-0.02822861,-0.1369396,100.0352
1.095833,51.31506,11.4869,-7.341304,-0.02852572,-0.1383934,99.96913
1.108334,51.36316,11.48691,-7.34541,-0.02894686,-0.1404564,99.9908
1.120833,51.40002,11.48698,-7.350361,-0.02947898,-0.1430589,100.0168
1.129167,51.43367,11.487,-7.353437,-0.02980075,-0.1446346,100.021
1.1375,51.46616,11.487,-7.357274,-0.03022234,-0.1466956,99.97644
1.145834,51.49653,11.48701,-7.361184,-0.03065343,-0.1488028,100.0338
1.154167,51.52366,11.48705,-7.365303,-0.03111235,-0.1510456,99.98316
1.166667,51.57283,11.48706,-7.37063,-0.03168348,-0.153842,100.0132
1.179167,51.6251,11.48704,-7.375995,-0.03225517,-0.1566424,99.9521
1.1875,51.65081,11.48706,-7.38032,-0.03273666,-0.1589974,100.0036
1.195833,51.68913,11.48707,-7.384098,-0.03314347,-0.1609905,100.0257
1.204166,51.72046,11.48708,-7.387739,-0.03352926,-0.1628823,100.0059
1.216667,51.77137,11.4871,-7.39358,-0.03415668,-0.1659577,99.99121
1.229166,51.82546,11.48712,-7.399276,-0.03476259,-0.16893,100.0325
1.2375,51.85703,11.48711,-7.403301,-0.03519467,-0.1710494,99.98822
1.245833,51.89329,11.4871,-7.407556,-0.0356558,-0.1733107,99.983
1.254167,51.92917,11.48712,-7.411978,-0.03613872,-0.1756784,99.98282
1.266666,51.984,11.48719,-7.418979,-0.03690926,-0.1794564,100.0104
1.279167,52.03504,11.4872,-7.425958,-0.03767481,-0.1832116,99.9921
1.2875,52.07097,11.48719,-7.43115,-0.03825669,-0.1860637,99.98192
1.295834,52.10876,11.48721,-7.436228,-0.0388219,-0.1888356,100.0275
1.304167,52.14494,11.48724,-7.441782,-0.03944887,-0.191909,99.99191
1.316666,52.20332,11.48727,-7.449462,-0.04030111,-0.1960913,99.99
1.329166,52.26106,11.4873,-7.456881,-0.04111557,-0.2000916,100.0574
1.3375,52.29903,11.48728,-7.462311,-0.04172172,-0.2030672,99.97364
1.345833,52.33716,11.48725,-7.467553,-0.04230225,-0.205919,100.0082
1.354166,52.37406,11.48723,-7.473224,-0.04293941,-0.2090474,99.99649
1.366666,52.43286,11.48726,-7.481861,-0.04390886,-0.2138094,99.99853
1.379167,52.49607,11.48727,-7.490124,-0.04482598,-0.2183183,100.0014
1.3875,52.53736,11.48728,-7.495464,-0.04541266,-0.2212054,99.99363
1.395834,52.58064,11.4873,-7.501186,-0.04604822,-0.2243317,99.97809
1.404167,52.61991,11.48731,-7.506995,-0.04669426,-0.2275098,99.99931
1.416667,52.6795,11.48731,-7.515212,-0.04759634,-0.2319524,100.0035
1.429167,52.7438,11.48737,-7.523426,-0.04849597,-0.2363852,100.001
1.4375,52.78502,11.4874,-7.528408,-0.04902734,-0.239009,100.0192
1.445833,52.82786,11.48741,-7.533308,-0.04954739,-0.2415786,99.96741
1.454166,52.86752,11.48743,-7.539222,-0.05020022,-0.2447969,100.036
1.466667,52.9364,11.48743,-7.547509,-0.05110022,-0.2492398,99.9888
1.479166,53.00515,11.48743,-7.555903,-0.05201256,-0.2537452,99.99351
1.4875,53.04314,11.48743,-7.561812,-0.0526624,-0.2569526,100.0215
1.495833,53.09084,11.48744,-7.5685,-0.05341305,-0.260654,99.98914
1.504167,53.13596,11.48741,-7.575508,-0.05420482,-0.2645574,100.0277
1.516666,53.1977,11.48739,-7.584974,-0.0552525,-0.2697311,99.9752
1.529167,53.26387,11.4874,-7.594661,-0.05632891,-0.2750472,100.0247
1.5375,53.31637,11.48739,-7.601218,-0.05705652,-0.2786428,100.025
1.545834,53.3584,11.4874,-7.608352,-0.05786,-0.2826101,99.98543
1.554167,53.40391,11.48742,-7.615186,-0.05862335,-0.2863824,99.99569
1.566666,53.47268,11.48741,-7.625474,-0.0597728,-0.2920646,100.0021
1.579166,53.53857,11.4874,-7.635454,-0.06087904,-0.2975385,99.99056
1.5875,53.5875,11.48745,-7.64206,-0.0616094,-0.3011548,99.98434
1.595833,53.63305,11.4875,-7.648968,-0.06237861,-0.3049622,100.011
1.604166,53.68136,11.48749,-7.655744,-0.06312818,-0.3086754,100.0182
1.616666,53.75672,11.48748,-7.6657,-0.06422081,-0.3140932,99.98578
1.629167,53.82312,11.48748,-7.674551,-0.06516776,-0.3188005,100.0166
1.6375,53.87161,11.4875,-7.680629,-0.06582116,-0.3220485,99.9877
1.645834,53.91763,11.4875,-7.687194,-0.06653858,-0.325611,100.0226
1.654167,53.9679,11.48751,-7.693808,-0.06726245,-0.3292063,100.0007
1.666667,54.03946,11.4875,-7.703512,-0.06831504,-0.3344403,100.0028
1.679166,54.11056,11.48749,-7.713232,-0.06936889,-0.3396828,99.9715
1.6875,54.15686,11.48752,-7.719751,-0.07007671,-0.3432048,100.017
1.695834,54.21096,11.48755,-7.726379,-0.07079898,-0.3467986,99.98648
1.704166,54.2582,11.48757,-7.732816,-0.071494,-0.3502609,99.9983
1.716667,54.33096,11.48759,-7.74376,-0.07270621,-0.3562878,100.0062
1.729166,54.40465,11.48764,-7.755294,-0.07399425,-0.3626903,99.99169
1.7375,54.4542,11.48768,-7.762394,-0.07477344,-0.366571,100.0252
1.745833,54.50632,11.48771,-7.769179,-0.07551085,-0.3702478,99.99445
1.754167,54.556,11.48773,-7.77597,-0.0762474,-0.3739222,99.99478
1.766666,54.62948,11.48774,-7.786694,-0.07742153,-0.3797766,99.99903
1.779167,54.70657,11.48774,-7.797364,-0.0785867,-0.3855903,99.9889
1.7875,54.7517,11.48774,-7.804407,-0.07935507,-0.3894257,99.98686
1.795834,54.80352,11.48774,-7.811444,-0.08012204,-0.3932558,100.0047
1.804166,54.85308,11.48773,-7.818531,-0.0808935,-0.3971104,100.0321
1.816666,54.93222,11.4877,-7.828675,-0.08198491,-0.4025726,100.0106
1.829166,55.00848,11.48771,-7.840128,-0.08324876,-0.408884,99.92818
1.8375,55.0515,11.48771,-7.848321,-0.08416614,-0.4134605,100.0297
1.845833,55.11296,11.4877,-7.856094,-0.08502556,-0.4177543,100.0098
1.854166,55.1579,11.4877,-7.86332,-0.08581158,-0.421689,100.0105
1.866666,55.23754,11.48766,-7.874936,-0.08709276,-0.4280959,99.99441
1.879167,55.32142,11.48762,-7.886005,-0.08829781,-0.4341324,99.99074
1.8875,55.3655,11.48763,-7.892676,-0.08900719,-0.4376967,100.0266
1.895834,55.4192,11.48764,-7.899356,-0.08971776,-0.4412678,99.97012
1.904167,55.47184,11.48764,-7.90632,-0.09046501,-0.445021,100.008
1.916667,55.5477,11.48764,-7.915974,-0.09147919,-0.4501296,100.0063
1.929166,55.6249,11.48764,-7.92569,-0.09250151,-0.4552807,99.97137
1.9375,55.67598,11.48764,-7.932728,-0.09325662,-0.4590782,100.0222
1.945834,55.73057,11.48765,-7.939369,-0.09395886,-0.462617,99.99556
1.954166,55.78128,11.4877,-7.946189,-0.09468399,-0.4662698,99.98709
1.966667,55.86164,11.4877,-7.957874,-0.0959632,-0.4726952,99.98812
1.979166,55.93935,11.48768,-7.969519,-0.09723484,-0.4790865,100.0125
1.9875,55.99088,11.48766,-7.976889,-0.09803079,-0.483094,100.0413
1.995833,56.04262,11.48766,-7.984438,-0.09885059,-0.4872201,99.98338
2.004166,56.09201,11.48764,-7.991888,-0.09965652,-0.4912794,100.0071
2.016666,56.17026,11.4876,-8.003038,-0.1008616,-0.4973526,99.99999
2.029167,56.24855,11.48756,-8.014626,-0.1021241,-0.5037116,99.99891
2.0375,56.30268,11.48756,-8.022518,-0.1029865,-0.5080552,99.97186
2.045834,56.35356,11.48758,-8.029921,-0.103785,-0.512085,100.0208
2.054166,56.40618,11.48757,-8.036694,-0.1045012,-0.5157094,100.0032
2.066666,56.48956,11.48755,-8.047705,-0.1056838,-0.5216851,99.99952
2.079166,56.56248,11.48754,-8.058745,-0.1068694,-0.5276787,99.97681
2.0875,56.62368,11.48756,-8.066489,-0.1077084,-0.5319168,100.0031
2.095833,56.6686,11.48758,-8.074158,-0.1085373,-0.5361067,100.0001
2.104167,56.72528,11.4876,-8.0815,-0.1093227,-0.5400832,100.0013
2.116667,56.80337,11.48758,-8.092229,-0.1104632,-0.545865,100.0152
2.129166,56.88,11.48751,-8.102828,-0.1115861,-0.551562,99.99476
2.1375,56.93797,11.48752,-8.109913,-0.1123357,-0.5553674,99.96278
2.145833,56.98698,11.48756,-8.116724,-0.1130503,-0.559,100.0002
2.154167,57.03871,11.48759,-8.123239,-0.1137276,-0.5624487,100.0102
2.166666,57.11956,11.48759,-8.133544,-0.1148101,-0.567955,100.0032
2.179166,57.20184,11.48758,-8.14322,-0.1158089,-0.5730506,100.0093
2.1875,57.25561,11.48758,-8.15,-0.1165163,-0.5766556,100.0194
2.195834,57.30652,11.4876,-8.156658,-0.1172083,-0.580185,99.98914
2.204166,57.35682,11.48764,-8.16337,-0.1179074,-0.583751,100.0214
2.216667,57.43783,11.48766,-8.17367,-0.118986,-0.58925,99.97528
2.229167,57.5178,11.48765,-8.184205,-0.1200946,-0.5949004,100.0308
2.2375,57.56968,11.48761,-8.190972,-0.1207993,-0.5984989,99.97931
2.245834,57.62658,11.48759,-8.197712,-0.1214993,-0.602076,99.98664
2.254166,57.67403,11.48758,-8.203986,-0.1221396,-0.6053576,100.0252
2.266666,57.75306,11.48757,-8.213403,-0.123102,-0.6102906,100.0017
2.279167,57.83234,11.48757,-8.222976,-0.124084,-0.6153235,100.0039
2.2875,57.88672,11.48758,-8.229813,-0.1247978,-0.6189744,99.96944
2.295834,57.93919,11.48758,-8.236925,-0.1255453,-0.6227947,100.017
2.304166,57.99132,11.48757,-8.24367,-0.1262466,-0.6263856,100.0057
2.3125,58.04498,11.48756,-8.250546,-0.1269644,-0.6300598,100.0219
2.325,58.12405,11.48756,-8.260726,-0.1280229,-0.6354835,99.99292
2.3375,58.19926,11.48756,-8.27068,-0.1290526,-0.6407656,100.0054
2.345833,58.25322,11.48757,-8.277762,-0.1297969,-0.6445761,99.99884
2.354167,58.30787,11.48756,-8.284611,-0.13051,-0.6482326,99.98078
2.3625,58.3561,11.48754,-8.290825,-0.1311394,-0.6514747,99.99812
2.375,58.43419,11.48752,-8.299658,-0.1320222,-0.6560347,100.0002
2.3875,58.51829,11.48748,-8.308572,-0.1329149,-0.6606468,100.0045
2.395833,58.56949,11.48747,-8.31405,-0.1334483,-0.6634158,100.0052
2.404167,58.6234,11.48748,-8.319582,-0.1339883,-0.6662192,99.99631
2.4125,58.67436,11.48748,-8.325022,-0.1345161,-0.6689624,99.98322
2.425,58.74682,11.48742,-8.333661,-0.1353724,-0.6733991,100.0012
2.4375,58.82305,11.4874,-8.342314,-0.1362305,-0.6778472,100.0137
2.445834,58.87661,11.4874,-8.34847,-0.1368542,-0.6810693,100.0018
2.454166,58.92976,11.48738,-8.354655,-0.1374803,-0.684306,100.0205
2.4625,58.97576,11.48736,-8.360831,-0.1381044,-0.687534,99.96105
2.475,59.05547,11.48734,-8.370246,-0.1390637,-0.692491,100.0132
2.4875,59.13239,11.48731,-8.380269,-0.1401042,-0.697853,99.99103
2.495834,59.18357,11.4873,-8.386876,-0.1407876,-0.7013774,99.99074
2.504166,59.2407,11.4873,-8.393355,-0.1414511,-0.7048062,100.0061
2.5125,59.28672,11.4873,-8.399312,-0.1420472,-0.7078997,100.0193
2.525,59.3672,11.48728,-8.408236,-0.1429397,-0.7125339,99.99371
2.5375,59.4457,11.48726,-8.417312,-0.1438499,-0.7172594,99.97958
2.545834,59.49182,11.48726,-8.422876,-0.144395,-0.7201024,100.0376
2.554166,59.54116,11.48724,-8.428531,-0.1449514,-0.7230024,99.99603
2.5625,59.5937,11.48726,-8.433725,-0.1454477,-0.725604,99.94239
2.575,59.66714,11.48725,-8.441918,-0.1462454,-0.7297726,100.0161
2.5875,59.74007,11.48725,-8.450478,-0.1470935,-0.7341914,100.0218
2.595833,59.79235,11.48724,-8.456475,-0.1476979,-0.7373306,100.0045
2.604167,59.84316,11.4872,-8.462286,-0.1482771,-0.7403444,99.96821
2.6125,59.89063,11.48719,-8.467859,-0.1488279,-0.743215,99.99898
2.625,59.96669,11.48719,-8.475835,-0.1496049,-0.7472734,99.9933
2.6375,60.03894,11.4872,-8.484019,-0.150408,-0.7514629,100.0219
2.645833,60.09299,11.48719,-8.489602,-0.1509604,-0.7543398,99.99303
2.654167,60.1375,11.48716,-8.495195,-0.1515146,-0.7572249,100.0241
2.6625,60.18988,11.48717,-8.500549,-0.1520372,-0.7599528,100.0084
2.675,60.2614,11.48717,-8.507519,-0.1526836,-0.763358,99.99574
2.6875,60.33508,11.48719,-8.514968,-0.1533943,-0.7670844,100.0085
2.695834,60.3849,11.48718,-8.519741,-0.1538424,-0.7694419,99.97348
2.704166,60.43368,11.48716,-8.524784,-0.1543256,-0.771975,99.9992
2.7125,60.4841,11.48715,-8.529932,-0.1548226,-0.7745784,100.0025
2.725,60.55546,11.48713,-8.537531,-0.1555525,-0.7784053,100.0139
2.7375,60.63174,11.48715,-8.54475,-0.1562324,-0.781984,99.97303
2.745834,60.67888,11.48715,-8.549322,-0.1566546,-0.784215,99.98634
2.754166,60.72776,11.48714,-8.554425,-0.1571454,-0.7867905,99.99953
2.7625,60.77372,11.48713,-8.559032,-0.1575731,-0.789049,99.99995
2.775,60.84534,11.48712,-8.565956,-0.1582158,-0.7924446,99.99978
2.7875,60.91509,11.48709,-8.572861,-0.1588586,-0.79584,100.0067
2.795834,60.95945,11.48707,-8.576669,-0.1591846,-0.7975902,100.0091
2.804166,61.00999,11.48708,-8.580669,-0.1595356,-0.7994663,100.0092
2.8125,61.06162,11.48707,-8.584415,-0.1598532,-0.8011752,100.0015
2.825,61.13104,11.48703,-8.591005,-0.160458,-0.8043824,100.0018
2.8375,61.19838,11.48699,-8.597431,-0.1610418,-0.8074844,99.96839
2.845833,61.25139,11.48697,-8.602046,-0.1614727,-0.8097632,100.0041
2.854167,61.30059,11.48694,-8.606584,-0.1618937,-0.811993,100.018
2.8625,61.34465,11.48693,-8.610781,-0.1622698,-0.8139984,100.0057
2.875,61.41271,11.48691,-8.617211,-0.1628526,-0.8171,100.0006
2.8875,61.4853,11.48686,-8.623859,-0.1634638,-0.8203449,100.0003
2.895833,61.53672,11.48684,-8.627899,-0.1638203,-0.8222531,100.0038
2.904167,61.57642,11.48679,-8.631994,-0.1641842,-0.8241991,99.97969
2.9125,61.62449,11.48673,-8.635899,-0.1645241,-0.8260243,100.0044
2.925,61.6962,11.48673,-8.641982,-0.1650633,-0.8289102,99.98988
2.9375,61.76137,11.48674,-8.647199,-0.1654934,-0.831247,100.0171
2.945834,61.81035,11.48673,-8.650575,-0.1657673,-0.8327407,100.0158
2.954166,61.85781,11.48671,-8.654272,-0.1660817,-0.8344388,99.98769
2.9625,61.90262,11.48671,-8.657624,-0.166351,-0.8359116,100.0137
2.975,61.96688,11.48669,-8.66365,-0.1668873,-0.8387832,99.99838
2.9875,62.03599,11.4867,-8.669697,-0.1674292,-0.8416824,99.97038
2.995834,62.07859,11.48673,-8.673374,-0.167744,-0.8433826,100.0259
3.004166,62.1277,11.48672,-8.676697,-0.1680144,-0.8448589,99.9995
3.0125,62.17074,11.48667,-8.679841,-0.1682611,-0.8462163,99.98078
3.025,62.23962,11.48665,-8.685616,-0.1687669,-0.8489366,99.99834
3.0375,62.30682,11.48661,-8.691257,-0.1692577,-0.8515809,100.0268
3.045834,62.35756,11.48655,-8.694701,-0.1695432,-0.8531352,99.99438
3.054166,62.39986,11.48651,-8.698019,-0.1698114,-0.8546036,99.97422
3.0625,62.4436,11.4865,-8.701708,-0.170127,-0.8563111,100.0018
3.075,62.50512,11.48644,-8.706581,-0.1705191,-0.8584613,100.0026
3.0875,62.57336,11.48638,-8.712062,-0.1709904,-0.8610102,99.99618
3.095833,62.61643,11.48639,-8.715519,-0.1712788,-0.8625799,100.0152
3.104167,62.65851,11.4864,-8.718475,-0.1715045,-0.8638324,99.99796
3.1125,62.70714,11.48638,-8.721353,-0.1717203,-0.8650359,100.0012
3.125,62.76968,11.48642,-8.725961,-0.1720811,-0.8670282,99.99492
3.1375,62.83713,11.48644,-8.729766,-0.1723418,-0.8685141,100.0047
3.145833,62.87851,11.48642,-8.732634,-0.172558,-0.8697194,100.0218
3.154167,62.9232,11.48642,-8.735672,-0.1727953,-0.8710314,99.97511
3.1625,62.96412,11.48645,-8.73808,-0.1729509,-0.8719329,100.0197
3.175,63.02829,11.48648,-8.742187,-0.1732505,-0.8736171,99.99309
3.1875,63.09516,11.48645,-8.746628,-0.1735937,-0.8755206,99.99992
3.195834,63.13489,11.48641,-8.749634,-0.1738285,-0.8768203,99.99871
3.204167,63.1819,11.48638,-8.75217,-0.1740036,-0.8778186,100.0102
3.2125,63.22398,11.48634,-8.755234,-0.1742453,-0.8791538,99.99391
3.225,63.28824,11.48628,-8.760101,-0.174644,-0.8813392,99.99541
3.2375,63.35182,11.48627,-8.764009,-0.1749194,-0.8829025,99.99972
3.245834,63.39482,11.48626,-8.766631,-0.1751058,-0.8839585,100.0243
3.254166,63.44106,11.48626,-8.769292,-0.1752958,-0.8850342,100.0008
3.2625,63.4837,11.48624,-8.771725,-0.1754552,-0.8859562,99.98856
3.275,63.54156,11.48622,-8.774822,-0.1756276,-0.8869995,100.0187
3.2875,63.60259,11.48623,-8.777632,-0.1757643,-0.8878616,99.94562
3.295833,63.6471,11.48626,-8.779452,-0.1758502,-0.8884091,100.0034
3.304166,63.6881,11.48628,-8.78128,-0.1759362,-0.8889582,100.018
3.3125,63.73078,11.48628,-8.782793,-0.1759823,-0.8893051,100.0096
3.325,63.79104,11.48626,-8.785775,-0.1761437,-0.8902914,99.98413
3.3375,63.85236,11.48622,-8.789008,-0.1763398,-0.8914516,100.0144
3.345833,63.8925,11.48619,-8.7913,-0.17649,-0.8923219,100.0081
3.354167,63.9367,11.48617,-8.793629,-0.1766431,-0.8932089,99.97469
3.3625,63.97639,11.48616,-8.796556,-0.1768727,-0.8944825,100.0209
3.375,64.04682,11.48612,-8.800397,-0.1771444,-0.8960278,99.99181
3.3875,64.10308,11.4861,-8.803828,-0.1773634,-0.8973069,100.0229
3.395833,64.14937,11.4861,-8.806134,-0.1775129,-0.8981762,99.99812
3.404167,64.18274,11.48611,-8.808355,-0.1776516,-0.8989911,99.98205
3.4125,64.22691,11.48612,-8.809531,-0.1776569,-0.8991306,100.0237
3.425,64.28507,11.4861,-8.811731,-0.1777209,-0.8996241,100.0034
3.4375,64.34581,11.48607,-8.813795,-0.1777682,-0.9000318,99.98134
3.445834,64.38738,11.48605,-8.815486,-0.1778411,-0.9005126,99.9675
3.454167,64.42726,11.48602,-8.816825,-0.177869,-0.9007658,100.0156
